gene ID,log2_foldChange,p_value,adjusted p_value,rotein ID,locus tag,Annotation,,
gene-M8001_RS04180,0.454210066,0.562464345,0.858311256,WP_010952020.1,PP_0782,DUF1851 domain-containing protein,,
gene-M8001_RS04190,-0.157575063,0.59002314,0.866648485,WP_010952022.1,PP_0785,sulfate transporter CysZ,,
gene-M8001_RS04200,-0.428975382,0.179806097,0.55108133,WP_010952023.1,PP_0787,carboxylating nicotinate-nucleotide diphosphorylase,,
gene-M8001_RS04210,0.272371361,0.379944457,0.745039526,WP_010952025.1,PP_0789,1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD,,
gene-M8001_RS04215,0.219225536,0.458861792,0.799179183,WP_010952026.1,PP_0790,regulatory signaling modulator protein AmpE,,
gene-M8001_RS04220,-0.034739936,0.931961385,0.98586641,WP_010952027.1,PP_0791,TatD family hydrolase,,
gene-M8001_RS04225,-0.100863354,0.725142474,0.917950856,WP_010952028.1,PP_0792,catabolite repressor/activator,,
gene-M8001_RS04230,-0.113413982,0.759631483,0.929804616,WP_010952029.1,PP_0793,phosphoenolpyruvate--protein phosphotransferase,,
gene-M8001_RS04235,-0.044453873,0.901518238,0.977698456,WP_010952030.1,PP_0794,1-phosphofructokinase,,
gene-M8001_RS04240,-0.108715009,0.769706147,0.933143233,WP_010952031.1,PP_0795,PTS fructose-like transporter subunit IIB,,
gene-M8001_RS04255,-0.319361341,0.290218316,0.667305274,WP_010952034.1,PP_0798,sensor domain-containing diguanylate cyclase,,
gene-M8001_RS04260,-0.259791772,0.470058181,0.805194346,WP_010952035.1,PP_0799,OprD family porin,,
gene-M8001_RS04280,1.029133448,0.011342778,0.126737937,WP_010952038.1,PP_0802,chemotaxis protein,,
gene-M8001_RS04285,-0.514149304,0.111164639,0.445435073,WP_010952039.1,PP_0803,HlyD family type I secretion periplasmic adaptor subunit,,
gene-M8001_RS04290,-0.516067206,0.136969487,0.49028743,WP_010952040.1,PP_0804,type I secretion system permease/ATPase,,
gene-M8001_RS04295,-0.148300912,0.719286686,0.916094197,WP_010952041.1,PP_0805,TolC family outer membrane protein,,
gene-M8001_RS04300,0.340687602,0.497791956,0.823028652,WP_010952042.1,PP_0806,Ig-like domain-containing protein,,
gene-M8001_RS04305,-0.505107034,0.138618287,0.493727115,WP_010952043.1,PP_0807,nitric oxide reductase transcriptional regulator NorR,,
gene-M8001_RS04310,0.612320533,0.03735858,0.268878719,WP_010952044.1,PP_0808,NO-inducible flavohemoprotein,,
gene-M8001_RS04325,0.643676501,0.205300423,0.578940878,WP_010952047.1,PP_0813,cytochrome o ubiquinol oxidase subunit I,,
gene-M8001_RS04330,0.986325459,0.027641429,0.223057059,WP_010952048.1,PP_0814,cytochrome o ubiquinol oxidase subunit III,,
gene-M8001_RS04345,-0.7800899,0.062121778,0.342693688,WP_010952049.1,PP_0817,alanine transaminase,,
gene-M8001_RS04375,-0.162231418,0.583261443,0.864586336,WP_010952052.1,PP_0822,tRNA 2-selenouridine(34) synthase MnmH,,
gene-M8001_RS04380,-0.139926529,0.647870078,0.889048938,WP_010952053.1,PP_0823,selenide%2C water dikinase SelD,,
gene-M8001_RS04385,-0.070317062,0.79994733,0.94336846,WP_010952054.1,PP_0824,putative selenate ABC transporter substrate-binding protein,,
gene-M8001_RS04390,-0.020603296,0.947538981,0.989849998,WP_010952055.1,PP_0825,ATP-binding cassette domain-containing protein,,
gene-M8001_RS04400,-0.278492677,0.352796195,0.723052061,WP_010952056.1,PP_0827,phosphonate ABC transporter%2C permease protein PhnE,,
gene-M8001_RS04415,0.287704732,0.392337254,0.752767923,WP_010952058.1,PP_0830,GNAT family N-acetyltransferase,,
gene-M8001_RS04430,-0.495968043,0.228408247,0.602365446,WP_010952060.1,PP_0832,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,,
gene-M8001_RS04445,-0.303157135,0.486258805,0.81510789,WP_010952061.1,PP_0835,protein translocase subunit SecD,,
gene-M8001_RS04450,0.028295195,0.947279798,0.989849998,WP_010952062.1,PP_0836,protein translocase subunit SecF,,
gene-M8001_RS04455,0.42217081,0.201253217,0.574474447,WP_010952063.1,PP_0837,glycine zipper 2TM domain-containing protein,,
gene-M8001_RS04470,-0.343527493,0.241659251,0.617573855,WP_010952064.1,PP_0840,serine O-acetyltransferase,,
gene-M8001_RS04495,0.222051248,0.510212484,0.82893101,WP_010952065.1,PP_0845,co-chaperone HscB,,
gene-M8001_RS04500,0.275888095,0.428719879,0.778179207,WP_010952066.1,PP_0846,Fe-S protein assembly chaperone HscA,,
gene-M8001_RS04520,-0.318213133,0.398635515,0.758323046,WP_010952067.1,PP_0850,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,,
gene-M8001_RS04530,-0.286112452,0.39416496,0.753430734,WP_010952069.1,PP_0852,DUF4115 domain-containing protein,,
gene-M8001_RS04535,-0.287324235,0.400583161,0.759146229,WP_010952070.1,PP_0853,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,,
gene-M8001_RS04555,0.230837868,0.566835976,0.859035107,WP_010952071.1,PP_0857,ribosome biogenesis GTPase Der,,
gene-M8001_RS04565,-0.155688563,0.587884451,0.866648485,WP_010952072.1,PP_0859,amidohydrolase,,
gene-M8001_RS04585,-0.251794299,0.477156374,0.810071053,WP_010952075.1,PP_0863,sel1 repeat family protein,,
gene-M8001_RS04605,0.513225474,0.09943712,0.423205113,WP_010952078.1,PP_0867,TonB-dependent siderophore receptor,,
gene-M8001_RS04610,0.496487492,0.407938874,0.765207157,WP_010952079.1,PP_0868,ABC transporter ATP-binding protein,,
gene-M8001_RS04615,0.243225657,0.705837348,0.909172866,WP_010952080.1,PP_0869,ABC transporter permease,,
gene-M8001_RS04635,0.641702626,0.037782405,0.269328677,WP_010952083.1,PP_0873,polyamine ABC transporter substrate-binding protein,,
gene-M8001_RS04640,0.548556129,0.160333093,0.530512416,WP_010952084.1,PP_0874,cupin domain-containing protein,,
gene-M8001_RS04650,-0.069684349,0.847343932,0.962638576,WP_010952086.1,PP_0876,nuclear transport factor 2 family protein,,
gene-M8001_RS04655,-0.122649705,0.666999225,0.898651427,WP_010952088.1,PP_0878,ABC transporter ATP-binding protein,,
gene-M8001_RS04660,-0.192186524,0.511338271,0.829652704,WP_010952089.1,PP_0879,ABC transporter ATP-binding protein,,
gene-M8001_RS04680,-0.785786674,0.071434822,0.363970033,WP_010952091.1,PP_0883,OprD family porin,,
gene-M8001_RS04685,-0.392731729,0.188817151,0.561208244,WP_010952092.1,PP_0884,ABC transporter substrate-binding protein,,
gene-M8001_RS04690,0.516950513,0.15849016,0.528883811,WP_010952093.1,PP_0885,ABC transporter substrate-binding protein,,
gene-M8001_RS04715,-0.346537867,0.491942949,0.819590775,WP_010952096.1,PP_0890,hypothetical protein,,
gene-M8001_RS04720,-0.268320071,0.354496362,0.72368694,WP_010952097.1,PP_0891,YceI family protein,,
gene-M8001_RS04725,-0.273911026,0.347251923,0.717080126,WP_010952098.1,PP_0892,phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase family protein,,
gene-M8001_RS04735,0.233740984,0.589060437,0.866648485,WP_010952100.1,PP_0894,nuclear transport factor 2 family protein,,
gene-M8001_RS04740,0.301962294,0.327338478,0.701645317,WP_010952101.1,PP_0895,GNAT family N-acetyltransferase,,
gene-M8001_RS04745,0.257258569,0.39941512,0.758699707,WP_010952102.1,PP_0896,carbon-nitrogen hydrolase family protein,,
gene-M8001_RS04755,0.017391084,0.947820203,0.989937114,WP_010952104.1,PP_0899,iron-sulfur-binding ferredoxin reductase,,
gene-M8001_RS04760,-0.558742485,0.209362724,0.583576225,WP_010952105.1,PP_0900,phosphatase PAP2 family protein,,
gene-M8001_RS04775,-1.567794584,3.62045E-05,0.001765559,WP_010952107.1,PP_0903,class I SAM-dependent methyltransferase,,
gene-M8001_RS04785,-0.420604928,0.194331422,0.567443404,WP_010952109.1,PP_0905,hypothetical protein,,
gene-M8001_RS04790,-0.049380803,0.908670239,0.978419433,WP_010952110.1,PP_0906,multidrug efflux RND transporter permease subunit,,
gene-M8001_RS04800,-0.459414438,0.161224651,0.532449512,WP_010952112.1,PP_0908,DUF1513 domain-containing protein,,
gene-M8001_RS04805,-0.605283449,0.050400458,0.310829003,WP_010952113.1,PP_0909,hypothetical protein,,
gene-M8001_RS04810,-0.796176019,0.014609911,0.149479445,WP_010952114.1,PP_0910,c-type cytochrome,,
gene-M8001_RS04825,-0.110387103,0.760487787,0.929840594,WP_010952117.1,PP_0913,peptidase,,
gene-M8001_RS04845,0.59494007,0.073305253,0.369571796,WP_010952120.1,PP_0917,LysR family transcriptional regulator ArgP,,
gene-M8001_RS04850,-0.158144176,0.607412913,0.875046101,WP_010952121.1,PP_0918,NAD(P)-dependent oxidoreductase,,
gene-M8001_RS04860,0.635197003,0.111613707,0.446033533,WP_010952123.1,PP_0920,alkene reductase,,
gene-M8001_RS04870,0.2464466,0.466530685,0.804336025,WP_010952124.1,PP_0922,ACP phosphodiesterase,,
gene-M8001_RS04875,0.278053655,0.536335438,0.841612207,WP_010952125.1,PP_0923,1-acyl-sn-glycerol-3-phosphate acyltransferase,,
gene-M8001_RS04885,0.518832734,0.118727416,0.457547751,WP_010952126.1,PP_0925,hypothetical protein,,
gene-M8001_RS04900,-0.417815736,0.183188619,0.553811249,WP_010952128.1,PP_0928,calcium/sodium antiporter,,
gene-M8001_RS04905,-0.403494743,0.168941847,0.540158431,WP_010952129.1,PP_0929,septal ring lytic transglycosylase RlpA family protein,,
gene-M8001_RS04910,-0.118257438,0.744734492,0.924658245,WP_010952130.1,PP_0930,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,,
gene-M8001_RS04915,-0.270833776,0.457233838,0.797408479,WP_010952131.1,PP_0931,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA,,
gene-M8001_RS04940,-0.377630141,0.23847603,0.616023724,WP_010952134.1,PP_0936,Maf-like protein,,
gene-M8001_RS04945,-0.104590371,0.752941084,0.928840491,WP_010952135.1,PP_0937,ribonuclease G,,
gene-M8001_RS04950,0.22487037,0.514870257,0.830209031,WP_010952136.1,PP_0938,TIGR02099 family protein,,
gene-M8001_RS04955,0.461410045,0.110557621,0.444798241,WP_010952137.1,PP_0939,carbon-nitrogen hydrolase family protein,,
gene-M8001_RS04960,0.394325217,0.237404429,0.614820176,WP_010952138.1,PP_0940,metalloprotease TldD,,
gene-M8001_RS04985,-0.139668474,0.693989263,0.906215208,WP_010952141.1,PP_0945,hypothetical protein,,
gene-M8001_RS05000,-0.437123209,0.145476723,0.507750226,WP_010952144.1,PP_0948,HPr family phosphocarrier protein,,
gene-M8001_RS05005,-0.016384842,0.964883235,0.995405441,WP_010952145.1,PP_0949,RNase adapter RapZ,,
gene-M8001_RS05025,-0.433040209,0.210267385,0.584443984,WP_010952146.1,PP_0953,LPS export ABC transporter ATP-binding protein,,
gene-M8001_RS05035,-0.417118159,0.16369052,0.534310294,WP_010952147.1,PP_0955,LPS export ABC transporter periplasmic protein LptC,,
gene-M8001_RS05040,-0.416664802,0.174795721,0.546924295,WP_010952148.1,PP_0956,HAD family hydrolase,,
gene-M8001_RS05045,-0.428523416,0.228768762,0.602365446,WP_010952149.1,PP_0957,KpsF/GutQ family sugar-phosphate isomerase,,
gene-M8001_RS05050,-0.718264415,0.060715458,0.338383065,WP_010952150.1,PP_0958,ATP-binding cassette domain-containing protein,,
gene-M8001_RS05060,-0.310818523,0.317978591,0.694521678,WP_010952152.1,PP_0960,outer membrane lipid asymmetry maintenance protein MlaD,,
gene-M8001_RS05065,-0.078045541,0.81852587,0.951639482,WP_010952153.1,PP_0961,ABC transporter substrate-binding protein,,
gene-M8001_RS05070,0.015791166,0.955649903,0.993485106,WP_010952154.1,PP_0962,STAS domain-containing protein,,
gene-M8001_RS05085,-0.429238384,0.239482251,0.617400389,WP_010952155.1,PP_0965,ATP phosphoribosyltransferase,,
gene-M8001_RS05090,0.085671288,0.818756821,0.951639482,WP_010952156.1,PP_0966,histidinol dehydrogenase,,
gene-M8001_RS05095,0.396407777,0.270810865,0.649164552,WP_010952157.1,PP_0967,histidinol-phosphate transaminase,,
gene-M8001_RS05105,0.199809772,0.636424377,0.885563307,WP_010952159.1,PP_0969,FadR family transcriptional regulator,,
gene-M8001_RS05115,0.090707285,0.778464895,0.935951572,WP_010952161.1,PP_0971,nuclear transport factor 2 family protein,,
gene-M8001_RS05120,0.040143548,0.878520971,0.968811458,WP_010952162.1,PP_0972,GIY-YIG nuclease family protein,,
gene-M8001_RS05125,-0.28244469,0.324268689,0.699739594,WP_010952163.1,PP_0973,nucleoid-associated protein YejK,,
gene-M8001_RS05135,-0.306011258,0.428477176,0.778179207,WP_010952165.1,PP_0976,23S rRNA (adenine(1618)-N(6))-methyltransferase RlmF,,
gene-M8001_RS05140,-0.334010191,0.364670711,0.730461333,WP_010952166.1,PP_0977,valine--tRNA ligase,,
gene-M8001_RS05145,0.065101955,0.807722665,0.94582121,WP_010952167.1,PP_0978,hypothetical protein,,
gene-M8001_RS05150,-0.330603346,0.297506311,0.671738612,WP_010952168.1,PP_0979,DNA polymerase III subunit chi,,
gene-M8001_RS05155,0.061459158,0.855900455,0.964552318,WP_010952169.1,PP_0980,leucyl aminopeptidase,,
gene-M8001_RS05165,-0.315806274,0.337752157,0.711835108,WP_010952171.1,PP_0983,LPS export ABC transporter permease LptG,,
gene-M8001_RS05180,0.868271594,0.006069691,0.085831019,WP_010952173.1,PP_0986,glycine cleavage system aminomethyltransferase GcvT,,
gene-M8001_RS05185,1.056063351,0.002752062,0.049518137,WP_010952174.1,PP_0987,L-serine ammonia-lyase,,
gene-M8001_RS05195,1.699715321,0.001321354,0.029084034,WP_010952175.1,PP_0989,glycine cleavage system protein GcvH,,
gene-M8001_RS05205,0.88592918,0.055664795,0.325992035,WP_010952177.1,PP_0991,DNA-binding domain-containing protein,,
gene-M8001_RS05210,1.380940861,0.001187848,0.027476783,WP_010952178.1,PP_0992,DUF692 domain-containing protein,,
gene-M8001_RS05215,1.313232694,0.026434587,0.215861774,WP_010952179.1,PP_0993,DUF2282 domain-containing protein,,
gene-M8001_RS05225,0.187465775,0.650364922,0.890709754,WP_010952181.1,PP_0995,DUF1109 domain-containing protein,,
gene-M8001_RS05230,-0.042473646,0.976158929,0.999693753,WP_010952182.1,PP_0996,sodium/glutamate symporter,,
gene-M8001_RS05245,-0.091582674,0.813927429,0.948358768,WP_010952184.1,PP_0999,carbamate kinase,,
gene-M8001_RS05250,-0.034049074,0.932730814,0.98586641,WP_010952185.1,PP_1000,ornithine carbamoyltransferase,,
gene-M8001_RS05255,-0.047538672,0.904789337,0.977698456,WP_010952186.1,PP_1001,arginine deiminase,,
gene-M8001_RS05260,-0.114293839,0.730923368,0.919979344,WP_010952187.1,PP_1002,arginine-ornithine antiporter,,
gene-M8001_RS05270,-0.097491789,0.861301278,0.966382386,WP_010952188.1,PP_1004,YbaN family protein,,
gene-M8001_RS05275,0.179251431,0.534072782,0.83914236,WP_010952189.1,PP_1005,biliverdin-producing heme oxygenase,,
gene-M8001_RS05295,0.08015433,0.867783737,0.96774563,WP_010952192.1,PP_1009,type I glyceraldehyde-3-phosphate dehydrogenase,,
gene-M8001_RS05305,-0.240652096,0.587943607,0.866648485,WP_010952193.1,PP_1011,glucokinase,,
gene-M8001_RS05310,-0.282679423,0.515181457,0.830209031,WP_010952194.1,PP_1012,two-component system response regulator GltR,,
gene-M8001_RS05315,-0.59563655,0.193946364,0.567271371,WP_010952195.1,PP_1013,ATP-binding protein,,
gene-M8001_RS05320,0.016274749,0.966579099,0.996443155,WP_010952196.1,PP_1014,AGE family epimerase/isomerase,,
gene-M8001_RS05325,1.456102313,0.005020027,0.074841426,WP_010952197.1,PP_1015,ABC transporter substrate-binding protein,,
gene-M8001_RS05335,0.92200957,0.133105881,0.483903728,WP_010952198.1,PP_1017,carbohydrate ABC transporter permease,,
gene-M8001_RS05345,1.089604822,0.091778627,0.410484383,WP_010952199.1,PP_1019,carbohydrate porin,,
gene-M8001_RS05360,-1.300942518,0.003944694,0.062527312,WP_010952201.1,PP_1022,glucose-6-phosphate dehydrogenase,,
gene-M8001_RS05375,0.976372726,0.009156341,0.111275173,WP_010952204.1,PP_1025,2-isopropylmalate synthase,,
gene-M8001_RS05380,-0.306588065,0.283695561,0.659974781,WP_010952205.1,PP_1026,M23 family metallopeptidase,,
gene-M8001_RS05385,-0.160204261,0.578716075,0.862661387,WP_010952206.1,PP_1027,exodeoxyribonuclease VII large subunit,,
gene-M8001_RS05390,0.472789131,0.181659341,0.552650911,WP_010952207.1,PP_1028,LysR substrate-binding domain-containing protein,,
gene-M8001_RS05395,0.624901097,0.125140118,0.471515142,WP_010952208.1,PP_1029,sulfite exporter TauE/SafE family protein,,
gene-M8001_RS05410,-0.319788495,0.428545551,0.778179207,WP_010952209.1,PP_1032,glutamine-hydrolyzing GMP synthase,,
gene-M8001_RS05435,-0.185528169,0.648196638,0.889048938,WP_010952214.1,PP_1037,phosphoribosylformylglycinamidine synthase,,
gene-M8001_RS05440,-0.02093019,0.954440706,0.993395487,WP_010952215.1,PP_1038,YqfO family protein,,
gene-M8001_RS05445,0.476733504,0.36673203,0.732061107,WP_010952216.1,PP_1039,twin-arginine translocase subunit TatC,,
gene-M8001_RS05460,0.830924822,0.085185629,0.394408706,WP_010952217.1,PP_1042,type II secretion system minor pseudopilin GspK,,
gene-M8001_RS05465,-0.083399075,0.86427538,0.966497491,WP_010952218.1,PP_1043,PhoX family phosphatase,,
gene-M8001_RS05490,0.768897493,0.428908279,0.778179207,WP_010952223.1,PP_1048,type II secretion system inner membrane protein GspF,,
gene-M8001_RS05500,0.780574894,0.222997321,0.596412106,WP_010952225.1,PP_1050,type II secretion system minor pseudopilin GspH,,
gene-M8001_RS05520,0.692113495,0.428071491,0.778179207,WP_010952229.1,PP_1054,type II secretion system protein GspM,,
gene-M8001_RS05530,0.909719163,0.007592294,0.098548733,WP_010952231.1,PP_1056,siderophore-interacting protein,,
gene-M8001_RS05540,0.990833257,0.007089219,0.093649481,WP_010952232.1,PP_1058,transglycosylase domain-containing protein,,
gene-M8001_RS05550,0.169139134,0.567823591,0.859035107,WP_010952233.1,PP_1060,FMN-binding glutamate synthase family protein,,
gene-M8001_RS05555,0.608472669,0.124558136,0.47055019,WP_010952234.1,PP_1061,DEAD/DEAH box helicase,,
gene-M8001_RS05560,-0.454130201,0.186024729,0.557860364,WP_010952235.1,PP_1062,NUDIX domain-containing protein,,
gene-M8001_RS05575,-1.321870506,0.000493045,0.013831761,WP_010952237.1,PP_1065,GlpM family protein,,
gene-M8001_RS05580,-1.43300596,0.000294139,0.008975534,WP_010952238.1,PP_1066,sigma-54 dependent transcriptional regulator,,
gene-M8001_RS05595,-2.770076001,7.54845E-12,1.87561E-09,WP_010952241.1,PP_1069,ABC transporter permease subunit,,
gene-M8001_RS05600,-2.655961105,6.79718E-09,8.7066E-07,WP_010952242.1,PP_1070,amino acid ABC transporter permease,,
gene-M8001_RS05610,0.320122162,0.334018765,0.708275744,WP_010952244.1,PP_1072,leucine-rich repeat domain-containing protein,,
gene-M8001_RS05620,-0.564517549,0.059262799,0.337222776,WP_010952246.1,PP_1074,DNA-binding transcriptional repressor GlpR,,
gene-M8001_RS05625,-0.487508813,0.223939688,0.597096214,WP_010952247.1,PP_1075,glycerol kinase GlpK,,
gene-M8001_RS05640,-0.633752232,0.066681566,0.355235136,WP_010952248.1,PP_1078,ABC transporter ATP-binding protein,,
gene-M8001_RS05645,-0.691907772,0.030474516,0.239481963,WP_010952249.1,PP_1079,ornithine carbamoyltransferase,,
gene-M8001_RS05650,2.518409799,3.68518E-07,3.4338E-05,WP_010952250.1,PP_1080,molybdopterin-dependent oxidoreductase,,
gene-M8001_RS05655,0.231597972,0.553248195,0.852583899,WP_010952251.1,PP_1081,Grx4 family monothiol glutaredoxin,,
gene-M8001_RS05680,0.0138554,0.971208804,0.997593889,WP_010952253.1,PP_1086,dihydroorotase,,
gene-M8001_RS05695,1.087156299,0.019124212,0.17608852,WP_010952255.1,PP_1089,hypothetical protein,,
gene-M8001_RS05705,-0.031145538,0.907788768,0.978419433,WP_010952256.1,PP_1091,hypothetical protein,,
gene-M8001_RS05710,-0.304280565,0.353833903,0.72368694,WP_010952257.1,PP_1092,endonuclease III,,
gene-M8001_RS05720,-0.100496553,0.745888448,0.924999568,WP_010952259.1,PP_1094,RnfABCDGE type electron transport complex subunit G,,
gene-M8001_RS05725,0.017723855,0.949684753,0.99089283,WP_010952260.1,PP_1095,RnfABCDGE type electron transport complex subunit D,,
gene-M8001_RS05730,-0.178032443,0.525813277,0.834210627,WP_010952261.1,PP_1096,electron transporter RnfA,,
gene-M8001_RS05735,-0.335620449,0.343167092,0.715685807,WP_010952262.1,PP_1097,methionine--tRNA ligase,,
gene-M8001_RS05740,-0.062975267,0.836598312,0.958789807,WP_010952263.1,PP_1098,iron-sulfur cluster carrier protein ApbC,,
gene-M8001_RS05760,0.762047664,0.042260286,0.285202924,WP_010952265.1,PP_1102,ligase-associated DNA damage response endonuclease PdeM,,
gene-M8001_RS05765,0.483602665,0.169972399,0.542032643,WP_010952266.1,PP_1103,ligase-associated DNA damage response DEXH box helicase,,
