Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,
Q7U9Y1,SYNW0121,9,9,0.000100397,0.000268663,0.000152665,0.000130977,0.000122586,0.000178294,0.000120635,0.000146827,0.000108001,0.000116142,0.000202624,0.000164348,0.000112133,0.000122933,0.000150197,0.000116918,0.000108731,0.000119471,0.000173908,0.000143952,0.000125154,0.000161038,0.000128421,0.00011504,0.328678274,0.82774658,0.178510919,0.719656284,0.151431439,0.797458559,0.117223376,0.714364017,Single-stranded DNA-binding protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ssb PE=3 SV=1,
Q7U9G5,SYNW0293,9,9,0.000170886,0.000230598,0.000155729,0.000154673,0.000195494,0.000185058,0.000160107,0.000295487,0.000232569,0.000197082,0.000220469,0.000146594,0.000193996,0.000292738,0.000141074,0.000198895,0.00028747,0.000273393,0.000185738,0.000178408,0.000229388,0.000188048,0.000209269,0.000253253,0.369204566,0.960537424,0.126274879,1.235006481,0.246669393,1.11284985,0.106281913,1.346743402,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0293 PE=4 SV=1,
Q7U8K7,SYNW0610,9,9,4.39001E-05,6.35404E-05,1.44569E-05,4.95215E-05,4.72411E-05,1.72797E-05,5.53966E-05,7.01084E-05,5.40353E-05,4.45205E-05,5.89039E-05,2.96719E-05,4.26175E-05,9.10787E-05,1.97584E-05,5.53962E-05,6.43566E-05,8.19428E-05,4.06325E-05,3.80141E-05,5.98468E-05,4.43654E-05,5.11515E-05,6.72319E-05,0.37020889,0.935559489,0.101285968,1.472879976,0.325719456,1.152959595,0.131011004,1.515412277,Histidinol dehydrogenase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisD PE=3 SV=1,
Q7U8J6,SYNW0621,9,9,4.46641E-05,3.65803E-05,0.000118693,5.53005E-05,7.46897E-05,7.62503E-05,9.26976E-05,0.000133765,6.80478E-05,5.61837E-05,5.37596E-05,3.53547E-05,4.53513E-05,6.56726E-05,3.17254E-05,6.31026E-05,7.59766E-05,9.02501E-05,6.66459E-05,6.87468E-05,9.817E-05,4.84326E-05,4.75831E-05,7.64431E-05,0.468643023,1.031524174,0.271835542,1.47300922,0.45542647,0.982459669,0.093151613,1.578338471,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0621 PE=4 SV=1,
Q7U921,SYNW0438,9,9,3.96096E-05,7.15686E-05,6.74532E-05,3.39362E-05,6.7997E-05,7.56549E-05,4.78337E-05,6.8252E-05,0.000148792,3.38202E-05,5.08575E-05,5.6275E-05,4.71598E-05,4.84373E-05,1.16559E-05,6.08818E-05,3.22574E-05,0.000149857,5.95438E-05,5.91961E-05,8.82927E-05,4.69842E-05,3.5751E-05,8.09987E-05,0.471568343,0.994159449,0.19571118,1.482818583,0.291388612,0.760915512,0.202978335,1.72395493,"Possible polysaccharide deacetylase (Xylanase, chitin deacetylase) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0438 PE=4 SV=1",
Q7U589,SYNW1818,9,9,0.001165691,0.0010394,0.000485863,0.001365304,0.000747541,0.000606159,0.001063911,0.001019197,0.00101348,0.000743067,0.000745466,0.00077027,0.001212368,0.001546468,0.000466137,0.001052619,0.001336994,0.001144502,0.000896985,0.000906334,0.001032196,0.000752934,0.001074991,0.001178038,0.478320684,1.010423518,0.282236802,1.150739844,0.214497521,1.427734851,0.018983965,1.564595737,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1818 PE=4 SV=1,
Q7U805,SYNW0822,8,8,2.44839E-05,3.11743E-05,3.11955E-05,2.17028E-05,2.96078E-05,2.7931E-05,2.89313E-05,5.67001E-05,2.2258E-05,2.4916E-05,2.5576E-05,2.00706E-05,2.70139E-05,2.52301E-05,6.15194E-06,2.09279E-05,2.6546E-05,1.92663E-05,2.89512E-05,2.64139E-05,3.59631E-05,2.35209E-05,1.94653E-05,2.22467E-05,0.018707234,0.912357052,0.278444163,1.24219767,0.250555698,0.827576136,0.236176023,0.945829519,Dihydropteroate synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=folP PE=3 SV=1,
Q7U765,SYNW1121,8,8,9.13421E-05,9.98852E-05,0.000106963,0.000134444,0.000150207,0.000121143,9.64488E-05,0.000271962,0.000176181,0.000154691,0.000139385,0.000124128,0.000279504,0.000190364,8.44268E-05,0.00017629,0.000144191,0.000245316,9.93969E-05,0.000135265,0.000181531,0.000139401,0.000184765,0.000188599,0.041566499,1.360854829,0.116646873,1.826322673,0.220475827,1.325418228,0.15414658,1.352919889,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1121 PE=4 SV=1,
Q7U8L9,SYNW0597,8,8,2.56522E-05,2.66687E-05,5.35751E-05,2.95003E-05,3.26076E-05,6.50795E-05,5.74999E-05,0.000108309,9.39036E-05,1.93676E-05,3.25697E-05,0.000138221,3.20451E-05,3.66235E-05,1.41632E-05,3.1616E-05,8.2992E-05,0.000101441,3.52987E-05,4.23958E-05,8.65709E-05,6.33862E-05,2.76106E-05,7.20163E-05,0.044943091,1.201058887,0.039705993,2.452525261,0.251682451,0.43559323,0.382488678,1.136152315,Translation initiation factor IF-2 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=infB PE=3 SV=1,
Q7U9Y0,SYNW0122,8,8,9.00004E-05,0.00014025,0.00015467,5.87452E-05,9.39602E-05,0.000147179,0.000160569,0.000822505,0.000100232,6.26818E-05,0.000133352,0.000134422,0.000109964,0.000320886,7.92392E-05,0.000126311,0.000441886,0.000125001,0.000128307,9.99616E-05,0.000361102,0.000110152,0.000170029,0.000231066,0.064401183,0.779082728,0.206989074,2.814364217,0.242167675,1.543590554,0.16774909,2.097702603,Rod shape determining protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=mreB PE=4 SV=1,
Q7U3F1,SYNW2481,8,8,6.25795E-05,4.02148E-05,4.86192E-05,7.00355E-05,7.81814E-05,6.76071E-05,0.000223758,0.000396864,9.94096E-05,9.74536E-05,3.99465E-05,0.000108675,0.000166197,0.000177998,5.52707E-05,0.000114263,0.00039835,0.000150967,5.04712E-05,7.19413E-05,0.00024001,8.2025E-05,0.000133155,0.000221193,0.068589288,1.425394539,0.084083175,4.755394709,0.228684193,1.623349843,0.166400564,2.696658095,Putative zinc transport system substrate-binding protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2481 PE=3 SV=1,
Q7U4F5,SYNW2113,8,8,4.73678E-05,3.83255E-05,4.40495E-05,6.61243E-05,4.65789E-05,4.8207E-05,0.000123173,9.57636E-05,7.6261E-05,5.691E-05,4.3171E-05,3.38203E-05,6.09838E-05,0.000100874,3.41383E-05,9.4671E-05,0.00015822,0.000117666,4.32476E-05,5.36367E-05,9.83991E-05,4.46338E-05,6.53319E-05,0.000123519,0.069706554,1.240224439,0.024346206,2.275250052,0.190129142,1.463732746,0.036154151,2.767389664,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2113 PE=4 SV=1,
Q7U5A3,SYNW1804,8,8,0.000199774,0.000308632,0.000120983,0.000346868,0.000434608,0.000132514,0.000406564,0.001364523,0.000308105,0.000222423,0.00025657,0.000478436,0.000669333,0.000751624,0.00019426,0.000442369,0.000618487,0.000468093,0.000209797,0.000304664,0.000693064,0.000319143,0.000538405,0.00050965,0.076530137,1.452185466,0.116773389,3.303505439,0.238071309,1.687036027,0.110553039,1.596932797,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1804 PE=4 SV=1,
Q7U760,SYNW1126,8,8,0.000467724,0.000575552,0.000178602,0.000105778,0.000262068,0.000173821,0.000131648,0.000300758,0.000124443,0.000301388,0.000563465,6.58575E-05,0.00014249,0.000199467,4.44271E-05,0.000164632,0.00019084,0.000200905,0.000407292,0.000180556,0.000185616,0.000310237,0.000128795,0.000185459,0.089936744,0.443307209,0.061178509,0.45573278,0.104940626,0.41514975,0.242265537,0.597797589,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1126 PE=4 SV=1,
Q7U9J4,SYNW0262,8,8,2.36514E-05,0.000106869,3.59194E-05,0.000173425,0.000321915,2.74868E-05,0.00048048,0.003307753,0.000144821,2.55394E-05,2.52223E-05,1.66776E-05,0.000489079,0.001437236,1.15346E-05,0.000468416,0.001647597,0.000191234,5.54798E-05,0.000174276,0.001311018,2.24797E-05,0.00064595,0.000769083,0.107625313,3.14124482,0.16390209,23.63055183,0.136687735,28.73474771,0.117584783,34.21224415,3-isopropylmalate dehydratase large subunit OS=Synechococcus sp. (strain WH8102) OX=84588 GN=leuC PE=3 SV=1,
Q7U685,SYNW1454,8,8,0.001571194,0.001530231,0.000590072,0.000316045,0.00045204,0.000770255,0.000348398,0.000695895,0.000440842,0.00058566,0.001427287,0.000841436,0.000747309,0.001201633,0.000396999,0.000540074,0.000575042,0.000731023,0.001230499,0.00051278,0.000495045,0.000951461,0.00078198,0.00061538,0.126563416,0.416725209,0.071910026,0.402312192,0.219895266,0.821873654,0.161790756,0.646773726,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1454 PE=4 SV=1,
Q7U881,SYNW0742,8,8,7.68772E-05,0.000215534,9.24832E-05,4.45482E-05,9.76739E-05,9.31176E-05,4.76256E-05,7.40357E-05,0.000102861,8.06496E-05,0.00014879,9.34409E-05,2.55771E-05,8.38883E-05,0.000125847,5.25958E-05,0.000115411,3.5538E-05,0.000128298,7.84466E-05,7.48409E-05,0.000107627,7.84375E-05,6.78483E-05,0.146748558,0.611439679,0.180418868,0.583335935,0.22245339,0.72879193,0.024732761,0.630403672,Geranylgeranyl pyrophosphate synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=crtE PE=3 SV=1,
Q7U8I8,SYNW0629,8,8,3.76722E-05,5.0252E-05,9.39904E-05,4.13492E-05,3.4935E-05,7.92816E-05,1.70618E-05,7.15692E-05,6.25723E-05,6.02047E-05,5.79491E-05,7.52105E-05,2.84786E-05,1.71173E-05,8.05777E-05,4.1972E-05,3.23867E-05,8.89672E-05,6.06382E-05,5.18553E-05,5.04011E-05,6.44547E-05,4.20578E-05,5.4442E-05,0.147072971,0.855159553,0.294782981,0.831178438,0.12689713,0.652517542,0.247044421,0.844654389,Putative diaminopelargonic acid synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=BioA PE=3 SV=1,
Q7U9E5,SYNW0313,8,8,6.82599E-05,2.04839E-05,0.000203147,0.000113709,0.00020168,0.000203187,0.000114054,0.00036427,0.000175273,0.000111171,0.000119991,0.000141618,0.000159668,0.000410296,0.000131748,8.9076E-05,0.000463897,0.000328105,9.7297E-05,0.000172859,0.000217866,0.00012426,0.000233904,0.000293693,0.149704549,1.776609258,0.19990466,2.239182144,0.177565845,1.882380299,0.125526237,2.363540733,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0313 PE=4 SV=1,
Q7U3T5,SYNW2344,8,8,0.000398993,0.000563661,0.000390376,0.00069698,0.000541687,0.00048504,0.000658872,0.001389471,0.001141619,0.000430933,0.000356362,0.000342647,0.000745258,0.001041424,0.000603278,0.000657056,0.001325873,0.000772326,0.00045101,0.000574569,0.001063321,0.000376647,0.000796653,0.000918418,0.158603065,1.273960191,0.037377152,2.35764336,0.043916381,2.115119369,0.067290046,2.438405019,Transcription termination/antitermination protein NusG OS=Synechococcus sp. (strain WH8102) OX=84588 GN=nusG PE=3 SV=1,
Q7U4Y7,SYNW1926,8,8,0.006402483,0.005195042,0.002700065,0.002727491,0.002031449,0.003757078,0.002562547,0.005341645,0.003443728,0.002861078,0.005366087,0.003650563,0.003078391,0.005880753,0.002008947,0.002355578,0.004500712,0.005599646,0.004765863,0.002838673,0.00378264,0.003959243,0.00365603,0.004151979,0.16371083,0.595626102,0.282450274,0.793694606,0.348570442,0.92341649,0.423840896,1.048679972,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1926 PE=4 SV=1,
Q7U6F3,SYNW1385,8,8,3.72308E-05,2.91626E-05,4.19451E-05,5.04884E-05,4.19034E-05,3.76261E-05,3.43769E-05,6.13867E-05,9.93067E-05,4.0955E-05,5.79123E-05,4.28262E-05,5.5358E-05,5.51986E-05,2.12736E-05,3.87087E-05,5.63587E-05,0.000252572,3.61128E-05,4.33393E-05,6.50234E-05,4.72312E-05,4.39434E-05,0.00011588,0.168658375,1.200107386,0.119812091,1.800562882,0.390758132,0.930390439,0.216578624,2.453461981,Possible DNA-binding response regulator OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1385 PE=4 SV=1,
Q7U556,SYNW1852,8,8,0.000201231,0.000412542,0.000522408,0.000177688,0.000401843,0.000298813,0.00042096,0.000814312,0.000920006,0.000373495,0.000350841,0.00034851,0.000356365,0.000687996,0.00067507,0.000323501,0.000808379,0.000631269,0.000378727,0.000292781,0.000718426,0.000357615,0.000573144,0.000587716,0.169320576,0.77306673,0.014903446,1.896950195,0.102603758,1.602681868,0.131097542,1.6434312,3-oxoacyl-[acyl-carrier protein] reductase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=fabG PE=4 SV=1,
Q7U800,SYNW0827,8,8,0.000282649,0.000279232,0.000382613,0.000380135,0.000542483,0.000345241,0.000413292,0.000574743,0.00051682,0.000240784,0.000558387,0.000172695,0.000253452,0.000310795,0.000232645,0.000320885,0.000467107,0.000618297,0.000314831,0.00042262,0.000501618,0.000323955,0.000265631,0.000468763,0.170380488,1.342368575,0.037644107,1.593291673,0.301966629,0.81996094,0.228470437,1.446998271,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0827 PE=4 SV=1,
Q7U418,SYNW2257,8,8,3.66662E-05,6.77782E-05,2.64538E-05,3.00498E-05,2.23347E-05,2.65614E-05,2.17501E-05,6.33516E-05,3.2533E-05,1.43218E-05,3.5762E-05,1.31503E-05,2.29202E-05,2.44133E-05,6.38339E-06,2.31057E-05,3.82084E-05,2.66093E-05,4.36327E-05,2.63153E-05,3.92116E-05,2.1078E-05,1.79056E-05,2.93078E-05,0.173422593,0.603108822,0.270789579,0.898672682,0.32572162,0.849492522,0.061589232,1.390442378,Phytoene desaturase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=crtD PE=4 SV=1,
Q7U4S7,SYNW1986,8,8,9.18035E-05,9.04405E-05,4.80344E-05,8.08084E-05,4.63047E-05,5.27796E-05,8.73169E-05,9.28518E-05,7.82681E-05,6.30409E-05,6.338E-05,2.33847E-05,8.44801E-05,0.000118959,1.62278E-05,6.7654E-05,0.000126846,7.37141E-05,7.67595E-05,5.99642E-05,8.61456E-05,4.99352E-05,7.32223E-05,8.94048E-05,0.181945905,0.781196216,0.234875725,1.122279747,0.163874533,1.46634592,0.078687342,1.790416441,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1986 PE=4 SV=1,
Q7U7Z0,SYNW0838,8,7,4.11936E-05,4.82025E-05,2.46119E-05,4.23235E-05,4.76701E-05,3.06083E-05,3.62355E-05,3.90729E-05,3.86194E-05,4.01191E-05,3.50657E-05,3.74302E-05,8.86852E-05,9.15984E-05,6.44208E-06,6.50362E-05,2.98272E-05,8.7248E-05,3.80027E-05,4.02007E-05,3.79759E-05,3.75384E-05,6.22419E-05,6.07038E-05,0.189228607,1.057838098,0.498672114,0.999296354,0.234944587,1.658087595,0.14141557,1.617114022,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0838 PE=4 SV=1,
Q7U766,SYNW1120,8,8,5.51748E-05,0.000174929,3.46931E-05,1.37519E-05,3.5597E-05,5.74735E-05,2.45323E-05,6.38014E-05,5.53132E-05,2.29445E-05,0.000130901,2.31743E-05,3.51453E-05,6.50885E-05,2.46596E-06,3.34438E-05,3.65416E-05,6.41616E-05,8.82657E-05,3.56075E-05,4.78823E-05,5.90065E-05,3.42333E-05,4.47157E-05,0.19005446,0.403411946,0.201352451,0.542478668,0.193789933,0.580161615,0.380320223,0.757809754,6-phosphogluconolactonase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=pgl PE=3 SV=1,
Q7U7M7,SYNW0954,8,8,5.57542E-05,8.74061E-05,8.95626E-05,7.55826E-05,7.63617E-05,0.000133287,0.000162017,0.000333495,0.000250601,8.76823E-05,5.31873E-05,0.000248731,0.000197452,0.000244169,0.000149813,0.00010471,0.000237628,0.00028363,7.75743E-05,9.50771E-05,0.000248704,0.000129867,0.000197144,0.000208656,0.192315465,1.225626596,0.02606267,3.206009899,0.25871115,1.518051475,0.137988027,1.606692769,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0954 PE=4 SV=1,
Q7U9H2,SYNW0286,8,8,1.22279E-05,6.39791E-05,7.66547E-06,1.37026E-05,2.00038E-05,4.60522E-06,2.74373E-05,9.0691E-05,2.06657E-05,1.59811E-05,2.57335E-05,1.74374E-06,3.77139E-05,3.93288E-05,4.71496E-06,3.35086E-05,2.1617E-05,1.01559E-05,2.79575E-05,1.27705E-05,4.62647E-05,1.44861E-05,2.72526E-05,2.17605E-05,0.201804695,0.456784226,0.024952314,1.654822238,0.071578243,1.881292765,0.182990483,1.502165541,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0286 PE=4 SV=1,
Q7U554,SYNW1855,8,8,8.53849E-05,6.25686E-05,9.53985E-05,0.000120498,7.8826E-05,8.50357E-05,9.91315E-05,0.000187258,0.000111143,9.04963E-05,3.32403E-05,0.000434487,9.36558E-05,7.8903E-05,3.77256E-05,0.000104794,0.00012769,5.49267E-05,8.11173E-05,9.47867E-05,0.000132511,0.000186074,7.00948E-05,9.58038E-05,0.204477955,1.168513282,0.147960789,1.633569912,0.248514822,0.376703131,0.300262057,0.514868153,N-acylglucosamine-6-phosphate 2-epimerase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1855 PE=3 SV=1,
Q7U7S3,SYNW0908,8,8,0.000661242,0.000889066,0.000646473,0.000664907,0.000358383,0.00064632,0.00088749,0.000911546,0.000571926,0.000371916,0.00058038,0.000627866,0.000629082,0.000536511,0.000799057,0.000474674,0.000869596,0.000532344,0.00073226,0.000556537,0.00079032,0.00052672,0.000654883,0.000625538,0.213242353,0.76002579,0.289856073,1.07928877,0.144294589,1.243322218,0.233773251,1.187609039,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0908 PE=4 SV=1,
Q7U899,SYNW0723,8,8,6.94631E-05,7.21888E-05,4.08915E-05,9.26202E-05,6.14627E-05,6.01308E-05,0.00011071,7.45185E-05,6.10617E-05,7.2754E-05,8.25864E-05,4.64043E-05,9.40503E-05,7.75699E-05,1.03578E-05,8.61231E-05,0.000830098,0.000116318,6.08478E-05,7.14046E-05,8.20968E-05,6.72482E-05,6.06593E-05,0.00034418,0.213943303,1.173494796,0.099725019,1.349216402,0.364676784,0.902021152,0.180607202,5.11805256,Imidazole glycerol phosphate synthase subunit HisH 2 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hisH2 PE=3 SV=1,
Q7U7H6,SYNW1007,8,8,0.000153638,0.000159963,9.91936E-05,0.000225354,0.000153564,0.000102008,0.000320307,0.000248568,0.000219863,0.000132669,0.000129492,4.72451E-05,0.000252139,0.000341304,5.21171E-05,0.000257626,0.000365254,0.000248459,0.000137598,0.000160309,0.000262912,0.000103136,0.000215187,0.000290446,0.227045713,1.165051498,0.015581052,1.910727299,0.101040252,2.086443743,0.014603819,2.816159671,Probable 2-phosphosulfolactate phosphatase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=comB PE=3 SV=1,
Q7U9B8,SYNW0340,8,8,6.52139E-05,6.02912E-05,5.88165E-05,6.48811E-05,5.88507E-05,9.03175E-05,6.5141E-05,0.000161963,9.1105E-05,6.83769E-05,7.30947E-05,6.08525E-05,5.22477E-05,6.84999E-05,2.85589E-05,6.57207E-05,8.52214E-05,0.000118271,6.14406E-05,7.13498E-05,0.00010607,6.74414E-05,4.97688E-05,8.97377E-05,0.227874852,1.161281535,0.137687601,1.726381189,0.07940605,0.737956299,0.171305851,1.330601852,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0340 PE=4 SV=1,
Q7U466,SYNW2205,8,8,0.000393331,0.000280096,0.00027243,0.000363567,0.000317728,0.000350403,0.000280886,0.000261904,0.000312915,0.000424292,0.00038766,0.000326377,0.000356373,0.000713915,0.00033734,0.000533614,0.000674005,0.000562888,0.000315286,0.0003439,0.000285235,0.000379443,0.00046921,0.000590169,0.229333612,1.090755378,0.284719979,0.904686838,0.266847657,1.236574465,0.028617317,1.555356494,Putative glutathione S-transferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2205 PE=4 SV=1,
Q7U463,SYNW2209,8,8,1.58628E-05,9.34911E-05,6.41158E-06,8.71167E-06,1.52805E-05,2.20524E-05,1.65635E-05,5.6812E-05,1.98241E-05,4.30524E-06,3.2236E-05,3.50075E-06,1.50612E-05,2.34505E-05,8.14477E-07,1.50433E-05,2.67215E-05,1.70049E-05,3.85885E-05,1.53482E-05,3.10665E-05,1.33473E-05,1.31087E-05,1.95899E-05,0.248665079,0.3977402,0.333228397,0.805071732,0.485393128,0.982124965,0.201526721,1.467701489,Possible glycosyltransferase 2 fused to TPR-repeat domain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2209 PE=4 SV=1,
Q7U7Z1,SYNW0837,8,8,3.56199E-05,8.57648E-05,0.000123741,0.000143916,0.000118257,8.33658E-05,0.000146725,0.000167037,0.00018991,4.92758E-05,3.67403E-05,4.41111E-05,6.88356E-05,4.92429E-05,6.46976E-06,8.95415E-05,6.22844E-05,5.09725E-05,8.17085E-05,0.00011518,0.000167891,4.33757E-05,4.15161E-05,6.75995E-05,0.258560664,1.409640057,0.011336262,2.05475261,0.463583053,0.957126877,0.064545451,1.558463368,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0837 PE=4 SV=1,
Q7U9X5,SYNW0127,8,8,1.97453E-05,1.76668E-05,3.5538E-05,3.18915E-05,3.99794E-05,2.32742E-05,3.00553E-05,3.45182E-05,2.80996E-05,1.74098E-05,2.12821E-05,8.4713E-06,1.54204E-05,2.08406E-05,1.95886E-06,2.50901E-05,2.11399E-05,1.77198E-05,2.43167E-05,3.17151E-05,3.0891E-05,1.57211E-05,1.274E-05,2.13166E-05,0.272873789,1.304250084,0.230281983,1.270362762,0.121660015,0.810374646,0.096934503,1.355926549,Lysine--tRNA ligase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=lysS PE=3 SV=1,
Q7U457,SYNW2215,8,8,0.000464333,0.000456433,0.00035024,0.000637594,0.000429119,0.000338333,0.000547004,0.000755398,0.000666229,0.000645726,0.000616929,0.000569605,0.001127211,0.001147802,0.00028593,0.000855116,0.001138393,0.000769416,0.000423669,0.000468349,0.000656211,0.000610753,0.000853648,0.000920975,0.279902803,1.105459424,0.045187075,1.548876445,0.227096683,1.397696132,0.049531137,1.507932752,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2215 PE=4 SV=1,
Q7U5D9,SYNW1768,8,8,0.00169005,0.001811719,0.002170877,0.001524209,0.001738461,0.002258234,0.00170268,0.003283573,0.002379471,0.001842298,0.001315458,0.001420209,0.003003164,0.001928183,0.000483234,0.002692619,0.003405253,0.002553289,0.001890882,0.001840301,0.002455241,0.001525988,0.00180486,0.002883721,0.28233749,0.97325012,0.171233477,1.298463442,0.35024953,1.18274843,0.034271051,1.889739538,Possible ferredoxin [2Fe-2S] OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1768 PE=4 SV=1,
Q7U957,SYNW0401,8,8,0.000158143,0.00024632,8.37222E-05,0.000150484,0.000100209,0.000123887,0.000138591,0.000271703,0.000122274,0.000127872,0.000183157,8.67014E-05,0.000137238,0.00013986,3.10038E-05,0.000152466,0.000111809,7.98456E-05,0.000162729,0.00012486,0.000177523,0.000132577,0.000102701,0.000114707,0.283849534,0.767288571,0.244415049,1.090912048,0.136435166,0.774651331,0.295777213,0.865211415,Putative 3-oxoacyl-[acyl-carrier-protein] synthase I OS=Synechococcus sp. (strain WH8102) OX=84588 GN=fabB PE=3 SV=1,
Q7TTY1,SYNW0013,8,8,5.02747E-06,3.88317E-05,8.52806E-06,1.02544E-05,1.2763E-05,9.78342E-06,3.35173E-05,4.44969E-05,7.88951E-06,7.18769E-06,1.16125E-05,3.96478E-06,7.12248E-06,1.02136E-05,1.42386E-05,1.46171E-05,4.30875E-05,8.28422E-06,1.74624E-05,1.09336E-05,2.86346E-05,7.58831E-06,1.05249E-05,2.19963E-05,0.287577168,0.626123367,0.16699412,1.639782729,0.254732356,1.386983782,0.117568359,2.898702585,Argininosuccinate lyase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=argH PE=3 SV=1,
