Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 3.1,Light 5.1,Light Glu nM 1.1,Light Glu nM 3.1,Light Glu nM 4.1,Light Glu mM 1.1,Light Glu mM 3.1,Light Glu mM 4.1,Darkness 1.1,Darkness 3.1,Darkness 5.1,Darkness Glu nM 1.1,Darkness Glu nM 3.1,Darkness Glu nM 5.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Alteromonas_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,t.test G nM/L,FC G nM/L,t.test G mM/L,FC GmM/L,t.test G nM/O,FC G nM/D,t.test G mM/O,FC G mM/D,Alteromonas_SS120.1,locus_tag_deh24,log2_FC_light_low_glucose,log2_FC_light_high_glucose,log2_FC_dark_low_glucose,log2_FC_dark_high_glucose,t_test_light_low_glucose,t_test_light_high_glucose,t_test_dark_low_glucose,t_test_dark_high_glucose,resolved_locus_tag,resolution_method
A0A359K9S0,2,2,6.754524,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1,1873.36,1353.536,0.0,0.0,5569.51,24.20753,9858.77,0.0,5876.83,0.0,807828.4,2712258.0,67152.28,667.7641,1981.484,1489.782,249.0143,2066.874,9158.072,1431.203,33413.65,849.7762,22497.29,2395.036,1514748.0,13871.66,14716.02,3.43e-06,0.0,5.11e-06,3.61e-08,0.0,1.74e-06,0.0,0.000626,4.16e-05,8.88e-07,3.95e-06,5.04e-06,2.31e-06,1.38e-06,2.41e-06,0.000844,2.85e-05,3.34e-05,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1,2.85e-06,5.9e-07,0.000223,3.29e-06,0.000283,2.16e-05,0.092,0.21,0.197,78.22,0.224,85.85,0.194,6.56,TonB-dependent receptor OS=Alteromonas sp. OX=232 GN=DEH24_19305 PE=3 SV=1,DEH24_19305,-2.251538766995965,6.289465630958221,6.423746229114772,2.713695814843359,0.092,0.197,0.224,0.194,,unresolved
A0A359K4B6,2,2,8.502772,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1,999080.1,2051631.0,4287942.0,825622.2,3647631.0,1371565.0,10622537.0,1730143.0,5883155.0,14034158.0,10618657.0,27532501.0,12584891.0,558418.4,1624345.0,290841.2,1549088.0,771291.4,5654795.0,2075037.0,6459568.0,1065006.0,5377550.0,1199743.0,13802267.0,2720570.0,2376226.0,0.001828,0.003379,0.003346,0.002043,0.002102,0.001737,0.010963,0.006355,0.007798,0.000743,0.000772,0.00188,0.003355,0.001731,0.001207,0.007695,0.005592,0.005397,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1,0.002851,0.001961,0.008372,0.001132,0.003544,0.004613,0.127,0.69,0.048,2.94,0.208,3.13,0.018,4.08,Transaldolase (Fragment) OS=Alteromonas sp. OX=232 GN=tal PE=3 SV=1,,-0.5353317329965558,1.5558161550616396,1.6461626571578936,2.028569152196771,0.127,0.048,0.208,0.018,,empty
A0A359K792,3,3,9.515303,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1,113414.8,45503.03,61542.0,24243.9,6396.563,53577.66,57837.4,48247.22,17538.37,628704.1,211541.8,1300194.0,275113.2,68608.22,126173.0,14504.42,37625.96,48620.27,35002.03,32569.18,32155.83,23354.47,29689.02,126783.1,736888.5,94743.49,122018.8,0.000207,4.85e-05,5.87e-06,7.98e-05,5.86e-05,5.18e-06,0.000491,0.0003,0.00017,9.13e-05,3.85e-05,0.000118,5.27e-05,3.8e-05,0.000128,0.000411,0.000195,0.000277,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1,8.73e-05,4.79e-05,0.000321,8.28e-05,0.000192,0.000186,0.233,0.55,0.011,3.67,0.281,2.32,0.03,2.25,Transcription elongation factor GreA OS=Alteromonas sp. OX=232 GN=greA PE=3 SV=1,,-0.862496476250065,1.875780063068488,1.2141248053528473,1.1699250014423124,0.233,0.011,0.281,0.03,,empty
A0A359K6T7,2,2,7.707322,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1,61769.27,111576.0,81230.27,32117.91,63161.49,80382.02,206694.3,201270.7,293298.4,232106.9,1051014.0,3640539.0,777725.2,30245.47,21987.54,23514.12,33566.5,57024.48,124593.7,32490.79,99043.58,34021.31,86545.25,82714.38,369261.2,353627.6,489718.9,0.000113,6.4e-05,5.79e-05,0.00012,0.000245,8.66e-05,0.000181,0.00084,0.000482,4.02e-05,6.24e-05,0.000139,5.25e-05,5.53e-05,8.32e-05,0.000206,0.000727,0.001112,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1,7.83e-05,0.00015,0.000501,8.05e-05,0.000115,0.000639,0.159,1.92,0.087,6.4,0.246,1.43,0.063,7.94,Transcription termination factor Rho (Fragment) OS=Alteromonas sp. OX=232 GN=rho PE=3 SV=1,,0.9411063109464314,2.678071905112638,0.5160151470036647,2.9891390073682333,0.159,0.087,0.246,0.063,,empty
A0A359K7K5,5,5,26.19525,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1,134460.2,91567.85,263277.6,102598.4,184724.0,142003.2,810154.0,188928.8,364020.3,1855172.0,2806656.0,3516533.0,3582871.0,54578.55,190364.3,47167.6,113719.0,120933.2,507751.2,108614.9,206843.6,82491.68,176144.0,195264.3,8021290.0,215280.0,457213.6,0.000246,0.000207,0.000169,0.000211,0.00023,0.000107,0.001449,0.000812,0.00222,7.26e-05,0.000125,0.000295,0.000176,0.000134,0.000196,0.004472,0.000443,0.001038,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1,0.000208,0.000183,0.001494,0.000164,0.001601,0.000563,0.211,0.88,0.046,7.19,0.472,9.75,0.148,3.43,Transcription termination/antitermination protein NusA OS=Alteromonas sp. OX=232 GN=nusA PE=3 SV=1,,-0.1844245711374274,2.845991770664573,3.2854022188622483,1.7782085763980875,0.211,0.046,0.472,0.148,,empty
A0A359K9B5,2,2,10.86748,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1,104087.7,99556.14,35219.19,39788.67,669079.6,226889.8,56617.22,136565.8,562245.8,5099038.0,2844516.0,4951382.0,1367915.0,4860.975,170298.8,12391.48,94937.83,73793.14,407882.1,305221.0,446464.8,49054.1,241743.0,78190.41,2635222.0,935722.2,547607.1,0.00019,2.78e-05,0.000614,0.000338,0.000166,0.000166,0.003983,0.001143,0.000848,6.47e-06,3.29e-05,0.00018,0.000494,7.97e-05,7.87e-05,0.001469,0.001923,0.001244,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1,0.000277,0.000223,0.001991,7.31e-05,0.000543,0.001148,0.405,0.81,0.125,7.18,0.25,7.42,0.013,15.71,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14870 PE=3 SV=1,DEH24_14870,-0.3040061868900999,2.8439838440483265,2.8914191868460786,3.973611275519472,0.405,0.125,0.25,0.013,,unresolved
A0A359K786,2,2,6.593169,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1,93280.84,39746.39,14319.1,13399.07,16979.1,139695.0,226763.0,21812.11,142775.2,299671.0,1588109.0,2033213.0,969641.5,8156.387,20694.08,10422.04,553251.7,30612.68,327419.9,21744.82,269871.3,22308.0,892032.2,37039.46,1790598.0,339689.7,346971.3,0.000171,1.13e-05,1.56e-05,0.000208,2.65e-05,4.22e-05,0.000234,0.000469,0.000601,1.09e-05,2.77e-05,7.46e-05,3.52e-05,3.63e-05,3.73e-05,0.000998,0.000698,0.000788,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1,6.58e-05,9.22e-05,0.000435,3.77e-05,0.000357,0.000517,0.027,1.4,0.072,6.6,0.472,9.47,0.008,13.72,Translation initiation factor IF-2 (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_14880 PE=4 SV=1,DEH24_14880,0.4854268271702416,2.722466024471091,3.2433644256936605,3.778208576398088,0.027,0.072,0.472,0.008,,unresolved
A0A359K7X6,3,3,13.48615,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1,2232.821,185322.9,50909.98,18786.48,242198.1,27682.15,276677.2,21803.6,229220.5,196233.3,492820.1,1308131.0,850489.3,24837.02,124208.9,7210.59,59489.56,50987.92,13163.13,366662.4,195239.5,12536.94,79484.32,92955.53,1482038.0,67164.67,109562.1,4.09e-06,4.01e-05,0.000222,4.12e-05,2.65e-05,6.77e-05,0.000153,0.000302,0.000527,3.3e-05,1.91e-05,0.000124,0.000593,2.04e-05,9.35e-05,0.000826,0.000138,0.000249,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1,8.88e-05,4.51e-05,0.000327,5.88e-05,0.000313,0.000159,0.263,0.51,0.018,3.69,0.227,5.33,0.131,2.7,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_12445 PE=4 SV=1,DEH24_12445,-0.9714308478032292,1.8836208162856716,2.414135532984451,1.4329594072761065,0.263,0.018,0.227,0.131,,unresolved
A0A359K9M7,4,4,17.35907,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1,729395.0,374480.5,385119.8,306983.3,535299.6,432477.2,1637738.0,681500.5,1311589.0,5498226.0,4854894.0,29238203.0,5276811.0,334311.7,519222.7,70475.33,213313.7,173719.5,2005296.0,384744.5,2061707.0,461457.4,280146.1,418773.6,8893784.0,1417127.0,504215.7,0.001334,0.000304,0.000491,0.000644,0.000828,0.000387,0.004295,0.006749,0.00327,0.000445,0.000187,0.000423,0.000622,0.00075,0.000421,0.004958,0.002913,0.001145,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1,0.00071,0.00062,0.004771,0.000352,0.002043,0.001589,0.411,0.87,0.038,6.72,0.139,5.81,0.068,4.52,Two-component system response regulator ArcA (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_16415 PE=4 SV=1,DEH24_16415,-0.2009126939259964,2.7484612330040354,2.538538163629804,2.176322772640463,0.411,0.038,0.139,0.068,,unresolved
A0A359K1T9,3,3,13.9673,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1,20619.55,7364.06,3311.816,4048.675,123438.4,6600.438,630043.2,23185.02,346528.8,3388997.0,375224.8,709318.2,458574.1,17586.47,16735.27,15533.63,42540.2,5102.726,126.7898,83360.64,63515.79,34379.94,160014.9,11192.85,986234.2,71327.44,22434.28,3.77e-05,2.61e-06,0.000113,9.83e-06,2.82e-05,0.000102,0.002647,0.000164,0.000284,2.34e-05,4.12e-05,1.24e-05,0.000135,5.59e-05,1.13e-05,0.00055,0.000147,5.1e-05,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1,5.12e-05,4.68e-05,0.001032,2.57e-05,0.000206,8.29e-05,0.403,0.91,0.176,20.16,0.179,8.01,0.14,3.23,Type VI secretion system ATPase TssH (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_04945 PE=4 SV=1,DEH24_04945,-0.1360615495760283,4.333423733725192,3.001802242633985,1.6915341649192002,0.403,0.176,0.179,0.14,,unresolved
A0A359K683,2,2,12.64673,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1,199365.9,97800.44,292527.3,57100.19,315847.2,81691.77,327612.2,222050.3,502151.0,573818.6,2456070.0,1170830.0,1933682.0,43058.65,311725.3,42636.89,88252.57,94878.59,147701.7,61404.97,149843.7,110380.7,239005.9,204956.2,3765630.0,922515.3,445014.6,0.000365,0.000231,0.00029,0.000122,0.00027,0.000148,0.000448,0.00027,0.001198,5.73e-05,0.000113,0.000231,9.93e-05,0.000179,0.000206,0.002099,0.001896,0.001011,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1,0.000295,0.00018,0.000639,0.000134,0.000828,0.001067,0.149,0.61,0.174,2.17,0.208,6.19,0.029,7.97,Tyrosine--tRNA ligase OS=Alteromonas sp. OX=232 GN=tyrS PE=3 SV=1,,-0.7131188522118385,1.1176950426697545,2.62993940943954,2.9945797242157477,0.149,0.174,0.208,0.029,,empty
A0A359K644,2,2,5.997412,Uncharacterized protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09360 PE=4 SV=1,10848.11,5054.185,1740.605,514.4099,4343.232,777.4309,11505.13,17.55938,22072.69,582078.9,19551.78,52795.69,15469.2,1218.594,1578.872,1202.994,5195.81,3190.223,353.6245,22610.92,11638.38,2339.019,0.0,2227.857,89437.76,8623.753,4625.639,1.98e-05,1.37e-06,3.98e-06,1.16e-06,2.13e-08,6.52e-06,0.000455,1.22e-05,9.59e-06,1.62e-06,3.19e-06,7.77e-06,3.66e-05,3.8e-06,2.24e-06,4.99e-05,1.77e-05,1.05e-05,Uncharacterized protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09360 PE=4 SV=1,8.4e-06,2.57e-06,0.000159,4.2e-06,1.86e-05,1.22e-05,0.233,0.31,0.201,18.91,0.255,4.44,0.125,2.91,Uncharacterized protein (Fragment) OS=Alteromonas sp. OX=232 GN=DEH24_09360 PE=4 SV=1,DEH24_09360,-1.6896598793878497,4.241077458175037,2.1505596765753814,1.5410191531335593,0.233,0.201,0.255,0.125,,unresolved
A0A359KBQ2,3,3,13.3681,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1,18452.21,55286.57,62899.94,29589.58,75076.45,21156.46,62421.86,60745.87,61429.41,834344.6,1104640.0,1785830.0,778094.0,14651.25,67503.7,7904.607,31344.09,17483.19,33828.82,23876.61,98244.94,12625.05,28870.4,52206.27,654434.4,91501.71,33648.56,3.38e-05,4.96e-05,6.89e-05,3.15e-05,7.38e-05,1.81e-05,0.000652,0.000412,0.000482,1.95e-05,2.1e-05,4.26e-05,3.86e-05,2.05e-05,5.25e-05,0.000365,0.000188,7.64e-05,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1,5.07e-05,4.11e-05,0.000515,2.77e-05,0.000146,0.000105,0.353,0.81,0.014,10.16,0.117,5.27,0.091,3.79,Uridylate kinase OS=Alteromonas sp. OX=232 GN=pyrH PE=3 SV=1,,-0.3040061868900999,3.344828496997441,2.3978029618624896,1.922197848396367,0.353,0.014,0.117,0.091,,empty
A0A359K4V7,4,4,15.90125,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1,216746.8,379108.8,686822.7,141535.7,647513.9,155345.7,822933.1,293323.5,597803.0,432447.2,264588.4,570040.7,93277.61,37791.36,78850.72,49368.45,184330.3,167950.2,187779.5,213925.7,228173.2,112127.8,183999.4,517071.2,579257.7,83614.53,96162.23,0.000397,0.000541,0.000594,0.000231,0.000356,0.000177,0.000338,0.000132,5.78e-05,5.03e-05,0.000131,0.000409,0.000346,0.000182,0.00052,0.000323,0.000172,0.000218,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1,0.000511,0.000255,0.000176,0.000197,0.000342,0.0003,0.044,0.5,0.072,0.34,0.087,1.74,0.394,1.53,Uroporphyrinogen III methylase (Fragment) OS=Alteromonas sp. OX=232 GN=cobA PE=3 SV=1,,-1.0,-1.5563933485243853,0.7990873060740036,0.6135316529179271,0.044,0.072,0.087,0.394,,empty
A0A359K224,2,2,5.32626,UTP--glucose-1-phosphate uridylyltransferase OS=Alteromonas sp. OX=232 GN=galU PE=3 SV=1,3016466.0,1277668.0,2491902.0,1317604.0,4078671.0,1435923.0,8536416.0,2407930.0,6554849.0,405672.0,1245095.0,3071209.0,2727421.0,1011532.0,3090330.0,442420.7,1419850.0,890790.0,10217791.0,1919184.0,4610580.0,1530591.0,4514536.0,2114824.0,1844253.0,833743.3,401946.6,0.005519,0.001964,0.003741,0.002138,0.002925,0.001935,0.000317,0.000709,0.00169,0.001346,0.001174,0.002171,0.003103,0.002488,0.002128,0.001028,0.001714,0.000913,UTP--glucose-1-phosphate uridylyltransferase OS=Alteromonas sp. OX=232 GN=galU PE=3 SV=1,0.003741,0.002333,0.000905,0.001564,0.001881,0.002123,0.191,0.62,0.071,0.24,0.102,1.2,0.287,1.36,UTP--glucose-1-phosphate uridylyltransferase OS=Alteromonas sp. OX=232 GN=galU PE=3 SV=1,,-0.6896598793878495,-2.0588936890535687,0.2630344058337938,0.4436066514756148,0.191,0.071,0.102,0.287,,empty
