RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
N/A,tsr0864,Unknown function,General,None,hypothetical protein,,1,D,4,H,19558.68315,39437.82863,28600.39414,29198.96864
N/A,tsr0877,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),cytochrome b6-f complex subunit V PetG,petG,1,D,2,F,34755.23549,39631.80382,38478.45265,37621.83065
N/A,tsr0907,Defense and invasion systems,Detoxification and inactivation,peroxide detoxification,dithiolic glutaredoxin 3 GrxC,grxC,1,D,3,G,1907.425968,4295.254819,7061.016925,4421.23257
N/A,tsr0934,None,None,None,None,None,4,C,0,,227.0899927,85.46633065,68.10240715,126.8862435
N/A,tsr0935,None,None,None,None,None,0,,0,,53.58207305,32.79041032,23.64321015,36.67189784
N/A,tsr0968,Unknown function,General,None,hypothetical protein,,3,A,4,H,30886.72729,33805.47146,20292.09738,28328.09871
N/A,tsr0983,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,Moco biosynthesis sulfur relay,ThiS domain-containing protein,,1,D,3,G,5475.918253,21335.69265,16230.73564,14347.44885
N/A,tsr1000,None,None,None,None,None,4,C,3,G,934.9007948,805.2924313,770.4007111,836.8646457
N/A,tsr1002,Transport and binding proteins,Anions,phosphate homeostasis,ABC-type phosphate uptake system ATPase component PstB,pstB,4,C,4,H,2028.169041,212.0352051,90.81870219,777.0076496
N/A,tsr1012,Unknown function,General,None,hypothetical protein,,4,C,4,H,3092.57788,1211.927693,1264.733025,1856.412866
N/A,tsr1026,Transport and binding proteins,Anions,None,BASS family bile acid:Na+ symporter,,4,C,4,H,6137.28358,417.178979,137.2145051,2230.559021
N/A,tsr1055,Unknown function,General,None,hypothetical protein,,4,C,3,G,3807.622165,1991.772259,2322.800143,2707.398189
N/A,tsr1068,Transport and binding proteins,Amino acids_ peptides and amines,None,ABC-type amino acid uptake system substrate-binding component,,0,,0,,70.82586686,95.11029877,60.54362612,75.49326392
N/A,tsr1069,None,None,None,None,None,4,C,4,H,91.57049267,37.29320224,17.96857751,48.9440908
N/A,tsr1074,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II reaction center I protein PsbI,psbI,4,C,3,G,81026.83356,59271.8194,52748.83013,64349.16103
N/A,tsr1087,Regulatory functions,Protein interactions,clpXP degradation machine,ATP-dependent Clp protease adaptor protein ClpS,clpS,4,C,4,H,11497.51784,1558.708727,1054.33413,4703.520233
N/A,tsr1131,Unknown function,General,None,TM2 domain containing protein,,4,C,3,G,32515.74234,18312.63778,22477.3942,24435.25811
N/A,tsr1145,Unknown function,General,None,hypothetical protein,,4,C,4,H,34419.81618,9872.964822,5854.391251,16715.72408
N/A,tsr1196,Unknown function,General,None,uncharacterized protein,,4,C,4,H,12099.25298,7804.514634,7028.705965,8977.491193
N/A,tsr1207,Translation,Ribosomal proteins: synthesis and modification,ribosome small subunit,SSU ribosomal protein S15 RpsO,rpsO,1,D,3,G,9159.815574,13765.68381,25601.72089,16175.74009
N/A,tsr1212,Unknown function,General,None,hypothetical protein,,4,C,4,H,14542.56179,9152.629994,3737.933073,9144.374954
N/A,tsr1232,None,None,None,None,None,3,A,4,H,1652.74096,1846.469102,1619.798944,1706.336335
N/A,tsr1242,Energy metabolism,Photosynthesis,photosystem II biogenesis,photosystem II reaction center protein Ycf12,ycf12,4,C,2,F,53544.02732,46419.84973,35120.21495,45028.03067
N/A,tsr1255,None,None,None,None,None,4,C,2,F,294.2006568,127.9790239,138.809465,186.9963819
N/A,tsr1305,Unknown function,General,None,hypothetical protein,,4,C,1,E,1523.225791,628.7445077,336.0036719,829.3246567
N/A,tsr1320,None,None,None,None,None,4,C,4,H,1256.478191,287.4984411,289.8338285,611.2701536
N/A,tsr1321,Regulatory functions,Protein interactions,High affinity phosphate transport,phosphate transport system regulatory protein phoU,phoU,4,C,0,,234.7493299,48.24264264,43.63496653,108.8756464
N/A,tsr1332,Unknown function,General,None,hypothetical protein,,4,C,4,H,69066.05608,28092.556,11036.45717,36065.02308
N/A,tsr1335,Unknown function,General,None,hypothetical protein,,3,A,4,H,6214.885124,8544.097472,5211.395731,6656.792775
N/A,tsr1347,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel1 transposase TnpA_ISTel1,tnpA_ISTel1,4,C,4,H,548.3678077,256.3996264,255.6878926,353.4851089
N/A,tsr1348,None,None,None,None,None,0,,0,,16.53984924,5.248696911,23.12477826,14.97110814
N/A,tsr1387,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,photosystem I and II biogenesis,photosystem II reaction center protein PsbN,psbN,4,C,4,H,14092.27605,10904.91097,12512.29398,12503.16033
N/A,tsr1416,Energy metabolism,Photosynthesis,plastoquinol—plastocyanin reductase (cytochrome b6-f complex),cytochrome b6-f complex subunit VII PetM,petM,1,D,3,G,10257.74404,14274.85699,22232.14986,15588.2503
N/A,tsr1422,Unknown function,General,None,uncharacterized protein,,4,C,1,E,13482.0549,11979.91672,11895.66387,12452.54517
N/A,tsr1427,Unknown function,General,None,uncharacterized protein,,4,C,4,H,74189.07128,21099.3628,3834.898352,33041.11081
N/A,tsr1432,Unknown function,General,None,protein of unknown function DUF3288,,4,C,2,F,2314.695424,1308.672046,1326.9106,1650.09269
N/A,tsr1443,Transcription,Transcription factors,None,RNA-binding protein RbpD,rbpD,4,C,3,G,3759.534451,2921.482168,2905.623022,3195.546547
N/A,tsr1483,Unknown function,General,None,protein of unknown function DUF751 YCF33,ycf33,3,A,4,H,7946.353929,8102.46227,6380.540808,7476.452336
N/A,tsr1510,Unknown function,General,None,hypothetical protein,,0,,0,,81.08064167,67.00765351,49.03116187,65.70648568
N/A,tsr1531,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II reaction center protein PsbT,psbT,3,A,4,H,2841.620532,3339.276643,1514.711898,2565.203025
N/A,tsr1535,Transport and binding proteins,Cations and iron carrying compounds,None,CDF family cation diffusion facilitator,,0,,0,,57.98031541,14.50757176,20.7800037,31.08929696
N/A,tsr1541,Energy metabolism,Photosynthesis,photosystem II main subunits,photosystem II cytochrome b559 alpha subunit PsbE,psbE,1,D,3,G,136109.8284,187802.7341,166950.7785,163621.1137
N/A,tsr1542,Energy metabolism,Photosynthesis,photosystem II main subunits,photosystem II cytochrome b559 beta subunit PsbF,psbF,1,D,1,E,20443.57644,35502.54273,28717.14701,28221.08873
N/A,tsr1543,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II reaction center protein PsbL,psbL,3,A,3,G,32814.45547,51874.02807,38866.71605,41185.06653
N/A,tsr1544,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II reaction center protein PsbJ,psbJ,3,A,2,F,82222.06882,109115.6144,80292.51054,90543.39791
N/A,tsr1584,Unknown function,General,None,protein of unknown function DUF3285,,1,D,4,H,1154.040222,2159.265296,3267.101504,2193.469007
N/A,tsr1648,Unknown function,General,None,uncharacterized protein,,4,C,4,H,64906.2508,18941.35513,10012.04859,31286.55151
N/A,tsr1677,Unknown function,General,None,membrane protein,,3,A,1,E,6479.293268,8153.89182,5136.677029,6589.954039
N/A,tsr1701,Unknown function,General,None,protein of unknown function DUF2973,,4,C,4,H,13203.25635,6454.094122,2853.824713,7503.725061
N/A,tsr1734,Unknown function,General,None,hypothetical protein,,4,C,4,H,6456.184996,3871.810431,3883.308771,4737.101399
N/A,tsr1755,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,photosystem I assembly,high light-inducible protein,,4,C,4,H,6353.230985,4007.677914,3203.647655,4521.518851
N/A,tsr1775,Unknown function,General,None,hypothetical protein,,4,C,4,H,19786.7822,5017.129128,1610.547991,8804.819773
N/A,tsr1776,Unknown function,General,None,hypothetical protein,,4,C,4,H,10426.26579,2447.59961,2667.14643,5180.337275
N/A,tsr1779,Unknown function,General,None,protein of unknown function DUF3155,,3,A,3,G,8280.49048,8616.213343,6922.275539,7939.659787
N/A,tsr1787,Unknown function,General,None,hypothetical protein,,1,D,3,G,15431.78255,22101.50135,36825.68306,24786.32232
N/A,tsr1820,Regulatory functions,Protein interactions,Calvin-Benson cycle,light-responsive redox sensor mediating association/dissociation of PRK/CP12/GAPDH complex CP12,cp12,4,C,4,H,42505.89362,18865.30714,12773.92736,24715.04271
N/A,tsr1840,Unknown function,General,None,hypothetical protein,,1,D,3,G,2878.711888,6112.367592,6807.427886,5266.169122
N/A,tsr1915,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L32 RpmF,rpmF,1,D,3,G,27630.27413,29645.21696,30494.05402,29256.51504
N/A,tsr1916,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,photosystem I high light stabilizing complex,high light inducible protein HliD,hliD,3,A,3,G,6925.768465,8207.548133,6687.314513,7273.543703
N/A,tsr1921,Unknown function,General,None,hypothetical protein,,0,,0,,88.0049663,57.99695355,33.31706657,59.77299547
N/A,tsr1932,None,None,None,None,None,0,,0,,32.37815648,15.33928686,7.731643561,18.48302897
N/A,tsr1945,None,None,None,None,None,4,C,0,,153.0269015,75.57283482,84.86583175,104.4885227
