RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
,tlr1838,Intracellular trafficking_ assembly_ and processing,Peptidases,,M23 peptidase domain-containing protein,,3,G,4113.629231,3803.566002,3586.878462,3834.691232,tlr1838,locus_tag:NCBI Locus Tag
,tlr1839,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylamine--glycine ligase PurD,purD,3,G,5755.711506,4235.535419,3241.78682,4411.011248,tlr1839,locus_tag:NCBI Locus Tag
,tlr1843,Energy metabolism,Photosynthesis,photosystem II main subunits,Fur-regulated photosystem II P680 reaction center D1 protein PsbA1,psbA1,3,G,269771.1063,170444.4591,99403.35888,179872.9747,tlr1843,locus_tag:NCBI Locus Tag
,tlr1844,Energy metabolism,Photosynthesis,photosystem II main subunits,photosystem II P680 reaction center D1 protein PsbA2,psbA2,3,G,2229.760343,1211.257969,777.2485197,1406.088944,tlr1844,locus_tag:NCBI Locus Tag
,tlr1848,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,coenzyme B12 biosynthesis upper pathway,cobyrinic acid a_c-diamide synthase CobB,cobB,0,,349.0475104,338.9866575,324.9958014,337.6766564,tlr1848,locus_tag:NCBI Locus Tag
,tlr1849,Intracellular trafficking_ assembly_ and processing,Peptidases,,family M23 peptidase,,2,F,709.8047653,651.9846415,677.3996103,679.7296723,tlr1849,locus_tag:NCBI Locus Tag
,tlr1853,Unknown function,Enzymes of unknown specificity,,radical SAM domain protein,,4,H,3916.20172,4678.418071,4810.095145,4468.238312,tlr1853,locus_tag:NCBI Locus Tag
,tlr1854,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,glycerolipid biosynthesis,monoglucosyldiacylglycerol synthase MgdA,mgdA,4,H,5177.693304,5297.800588,5948.287556,5474.593816,tlr1854,locus_tag:NCBI Locus Tag
,tlr1855,Transport and binding proteins,Unknown substrate,,ABC-type transport system substrate-binding component,,3,G,2772.175997,2796.025781,2319.03347,2629.078416,tlr1855,locus_tag:NCBI Locus Tag
,tlr1856,Unknown function,General,,uncharacterized protein,,1,E,815.6349453,829.5820625,773.4526442,806.2232173,tlr1856,locus_tag:NCBI Locus Tag
,tlr1861,Regulatory functions,DNA interactions,ribonucleotide reduction,deoxyribonucleotide-responsive transcriptional repressor of deoxyribonucleotide biosynthesis NrdR,nrdR,4,H,2512.623473,2739.265911,3446.130292,2899.339892,tlr1861,locus_tag:NCBI Locus Tag
,tlr1866,Amino acid metabolism,Lysine degradation,cadaverine biosynthesis,lysine decarboxylase LdcC,ldcC,3,G,522.0314577,419.5472467,407.304086,449.6275968,tlr1866,locus_tag:NCBI Locus Tag
,tlr1873,Nucleic acid metabolism,RNA degradation,tRNA degradation factors,3'-5' exoribonuclease RNase R Zam,zam,3,G,9064.442662,8218.895366,7515.346819,8266.228282,tlr1873,locus_tag:NCBI Locus Tag
,tlr1874,Translation,tRNA and rRNA base modification,,methionyl-tRNA formyltransferase Fmt,fmt,4,H,1289.474007,1553.166133,1703.292253,1515.310798,tlr1874,locus_tag:NCBI Locus Tag
,tlr1875,Unknown function,General,Stress response,hypothetical protein,,3,G,19381.77718,16313.43184,13622.40136,16439.20346,tlr1875,locus_tag:NCBI Locus Tag
,tlr1876,Unknown function,General,Stress response,ATPase AAA family Ycf46-like,,3,G,4620.696706,3841.706639,3580.186231,4014.196525,tlr1876,locus_tag:NCBI Locus Tag
,tlr1877,Unknown function,General,Stress response,protein of unknown function DUF1257,,2,F,33114.01376,28889.67804,30068.95985,30690.88388,tlr1877,locus_tag:NCBI Locus Tag
,tlr1878,Defense and invasion systems,Restriction-modification systems,type II restriction-modification systems,type II restriction-modification system RGATCY-specific methyltransferase,,3,G,567.7904683,447.158096,466.4599099,493.8028247,tlr1878,locus_tag:NCBI Locus Tag
,tlr1879,Unknown function,Enzymes of unknown specificity,,NUDIX family hydrolase,,4,H,112.3366288,109.8553853,156.7986282,126.3302141,tlr1879,locus_tag:NCBI Locus Tag
,tlr1882,Transport and binding proteins,Amino acids_ peptides and amines,,ABC-type polar amino acid transport system ATPase component,,0,,15.91253848,14.43073741,27.92433163,19.42253584,,unresolved
,tlr1890,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,M79 family C-terminal endopeptidase,,3,G,1441.559391,1173.45518,940.7377165,1185.250763,tlr1890,locus_tag:NCBI Locus Tag
,tlr1892,Unknown function,Enzymes of unknown specificity,,alpha/beta hydrolase fold protein,,4,H,1455.919401,2218.490455,3034.777265,2236.395707,tlr1892,locus_tag:NCBI Locus Tag
,tlr1900,Terpenoids and polyketides metabolism,Carotenoid metabolism,myxoxanthophyll biosynthesis,beta-carotene oxygenase CrtR,crtR,3,G,11221.79856,9376.067111,6549.503562,9049.123079,tlr1900,locus_tag:NCBI Locus Tag
,tlr1901,Transport and binding proteins,Unknown substrate,ABC-2 type transport system ,ABC-type transport system ATPase component,,4,H,1674.031882,1736.50505,2024.933115,1811.823349,tlr1901,locus_tag:NCBI Locus Tag
,tlr1902,Unknown function,Enzymes of unknown specificity,,putative endo-1_4-beta-xylanase,,2,F,1331.340374,1240.253625,1348.931965,1306.841988,tlr1902,locus_tag:NCBI Locus Tag
,tlr1904,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,iron-sulfur cluster assembly ATPase SufC,sufC,4,H,6006.80096,9282.596257,9604.521224,8297.972814,tlr1904,locus_tag:NCBI Locus Tag
,tlr1905,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,Fe-S cluster assembly protein SufD,sufD,4,H,4357.527826,8248.319282,11661.52267,8089.12326,tlr1905,locus_tag:NCBI Locus Tag
,tlr1917,Terpenoids and polyketides metabolism,Carotenoid metabolism,carotenoid biosynthesis,2_2?- ?-hydroxylase CrtG,crtG,4,H,478.094576,660.6756867,609.1466827,582.6389818,tlr1917,locus_tag:NCBI Locus Tag
,tlr1918,Unknown function,General,,hypothetical protein,,3,G,8417.751041,6769.574251,5239.750672,6809.025321,tlr1918,locus_tag:NCBI Locus Tag
,tlr1919,Unknown function,General,,hypothetical protein,,4,H,364.3679061,405.875344,478.1279908,416.123747,tlr1919,locus_tag:NCBI Locus Tag
,tlr1922,Cell motility and adherance,Surface structures and assembly platforms,type IV pilus,type IV pilus biogenesis protein PilI,pilI,3,G,2598.274375,2271.063569,1855.559402,2241.632449,tlr1922,locus_tag:NCBI Locus Tag
,tlr1925,Cell structure_ growth_ and death,Cell division,SMC-ScpA-ScpB complex,chromosome segregation protein SMC,smc,3,G,950.3973198,825.3086954,779.6368633,851.7809595,tlr1925,locus_tag:NCBI Locus Tag
,tlr1926,Unknown function,General,,hypothetical protein,,1,E,40198.29561,44128.82114,39593.92017,41307.0123,tlr1926,locus_tag:NCBI Locus Tag
,tlr1928,Carbohydrate metabolism,Pentose phosphate pathway,,bifunctional 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase Eda,eda,4,H,834.1385058,911.7041457,1328.70696,1024.849871,tlr1928,locus_tag:NCBI Locus Tag
,tlr1930,Carbohydrate metabolism,Starch and sucrose metabolism,cellulose biosynthesis,cellulose synthase CelA,celA,0,,201.9121325,171.4023119,185.5753386,186.2965944,TLL_RS13380,multi:NCBI Locus Tag
,tlr1933,,,,,,0,,83.40664478,81.3647158,91.15064498,85.30733519,tlr1933,locus_tag:NCBI Locus Tag
,tlr1934,Unknown function,General,,protein of unknown function DUF1823,,0,,502.4488995,497.810361,485.2385667,495.1659424,tlr1934,locus_tag:NCBI Locus Tag
,tlr1947,Prosthetic groups_ cofactors_ and carriers,Thiamine metabolism,thiamine: TPP from HMP-PP and HET-P,thiamine-phosphate pyrophosphorylase ThiE,thiE,3,G,5296.261063,4741.720149,4244.620278,4760.867163,tlr1947,locus_tag:NCBI Locus Tag
,tlr1948,Energy metabolism,Photosynthesis - antenna proteins,phycobilisome biogenesis,phycobiliprotein asparagine N-methyltransferase CpcM,cpcM,1,E,2399.524469,2550.032864,2394.868094,2448.141809,tlr1948,locus_tag:NCBI Locus Tag
,tlr1949,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,iron-sulfur cluster repair,folate-binding protein YgfZ,ygfZ,1,E,4706.142845,4962.272018,4593.961561,4754.125475,tlr1949,locus_tag:NCBI Locus Tag
,tlr1950,Unknown function,General,,hypothetical protein,,3,G,22268.01928,18727.93241,17551.35014,19515.76728,tlr1950,locus_tag:NCBI Locus Tag
,tlr1951,Unknown function,General,,uncharacterized protein CofD-related,,4,H,1309.662813,1452.903794,1447.081763,1403.216123,tlr1951,locus_tag:NCBI Locus Tag
,tlr1952,Unknown function,General,,membrane protein of unknown function DUF3177,,3,G,6481.085593,5415.690114,3970.000126,5288.925277,tlr1952,locus_tag:NCBI Locus Tag
,tlr1953,Unknown function,Enzymes of unknown specificity,,methyltransferase type 11,,3,G,1328.015763,1334.977489,1256.890959,1306.62807,tlr1953,locus_tag:NCBI Locus Tag
,tlr1954,Nucleic acid metabolism,General,,2'_5' RNA ligase LigT,ligT,4,H,672.0237367,831.4554692,786.8353063,763.4381707,tlr1954,locus_tag:NCBI Locus Tag
,tlr1955,Regulatory functions,DNA interactions,circadian clock input_ light sensing,circadian period extender Pex,pex,3,G,2832.271622,2393.478593,2242.572095,2489.44077,tlr1955,locus_tag:NCBI Locus Tag
,tlr1957,Energy metabolism,Photosynthesis - antenna proteins,phycocyanin biosynthesis,phycocyanin beta subunit CpcB,cpcB,3,G,1168537.895,1228874.155,721138.8811,1039516.977,tlr1957,locus_tag:NCBI Locus Tag
,tlr1958,Energy metabolism,Photosynthesis - antenna proteins,phycocyanin biosynthesis,phycocyanin alpha subunit CpcA,cpcA,3,G,570810.6102,557772.1279,340140.6004,489574.4462,tlr1958,locus_tag:NCBI Locus Tag
,tlr1959,Energy metabolism,Photosynthesis - antenna proteins,phycocyanin biosynthesis,phycocyanin-associated rod linker protein CpcC,cpcC,1,E,152664.9517,168562.0718,117193.4614,146140.1616,tlr1959,locus_tag:NCBI Locus Tag
,tlr1961,Energy metabolism,Photosynthesis - antenna proteins,phycocyanin biosynthesis,phycocyanobilin lyase alpha subunit CpcE,cpcE,1,E,61168.61113,71331.76976,48765.64124,60422.00738,tlr1961,locus_tag:NCBI Locus Tag
,tlr1962,Energy metabolism,Photosynthesis - antenna proteins,phycocyanin biosynthesis,phycocyanobilin lyase beta subunit CpcF,cpcF,1,E,42495.7068,54407.1376,35860.57416,44254.47285,tlr1962,locus_tag:NCBI Locus Tag
,tlr1963,Energy metabolism,Photosynthesis - antenna proteins,phycocyanin biosynthesis,phycobilisome rod-core linker protein CpcG,cpcG,1,E,79790.55676,89030.02563,62084.22995,76968.27078,tlr1963,locus_tag:NCBI Locus Tag
,tlr1964,Energy metabolism,Photosynthesis - antenna proteins,phycocyanin biosynthesis,phycobilisome rod-core linker protein CpcG,cpcG,3,G,64365.30073,60472.49801,39662.4931,54833.43061,tlr1964,locus_tag:NCBI Locus Tag
,tlr1965,Energy metabolism,Photosynthesis - antenna proteins,phycocyanin biosynthesis,phycobilisome rod-core linker protein CpcG,cpcG,3,G,52058.96075,49598.10612,38603.63324,46753.5667,tlr1965,locus_tag:NCBI Locus Tag
,tlr1966,Intracellular trafficking_ assembly_ and processing,Peptidases,,metalloendopeptidase,,1,E,5267.926438,6104.359328,4814.111517,5395.465761,tlr1966,locus_tag:NCBI Locus Tag
,tlr1973,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,signal recognition particle subunit Ffh,ffh,3,G,2659.177833,2510.970371,2269.72714,2479.958448,tlr1973,locus_tag:NCBI Locus Tag
,tlr1976,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,nucleotide sugar biosynthesis,phosphoglucomutase Pgm,pgm,3,G,9893.43485,9203.232212,6739.76199,8612.143017,tlr1976,locus_tag:NCBI Locus Tag
,tlr1977,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Double strand breaks repair,exonuclease SbcD,sbcD,1,E,1326.859457,1408.12129,1283.147061,1339.375936,tlr1977,locus_tag:NCBI Locus Tag
,tlr1981,Unknown function,Enzymes of unknown specificity,,beta-lactamase superfamily hydrolase,,4,H,1075.469121,1283.053573,1711.906698,1356.809797,tlr1981,locus_tag:NCBI Locus Tag
,tlr1982,Unknown function,Enzymes of unknown specificity,,predicted acetyltransferases and hydrolases with the alpha/beta hydrolase fold COG1075 family,,3,G,360.1683242,258.8287365,244.0753691,287.6908099,tlr1982,locus_tag:NCBI Locus Tag
,tlr1986,Unknown function,General,,protein of unknown function DUF1092,,3,G,1711.994727,1397.503626,1102.193376,1403.897243,tlr1986,locus_tag:NCBI Locus Tag
,tlr1988,Unknown function,General,,hypothetical protein,,3,G,13335.2956,11808.94607,9251.572198,11465.27129,tlr1988,locus_tag:NCBI Locus Tag
,tlr1989,Unknown function,General,,hypothetical protein,,3,G,445.9084149,335.4549334,267.7393878,349.700912,tlr1989,locus_tag:NCBI Locus Tag
,tlr1990,Unknown function,General,,roadblock/LC7 family protein,,3,G,802.8959763,447.8990341,398.4590589,549.7513564,tlr1990,locus_tag:NCBI Locus Tag
,tlr1991,Unknown function,Enzymes of unknown specificity,,putative GTPase,,3,G,332.3599177,274.0642885,234.5787763,280.3343275,tlr1991,locus_tag:NCBI Locus Tag
,tlr1992,Unknown function,General,,hypothetical protein,,3,G,799.730962,590.2124969,451.7556824,613.8997138,tlr1992,locus_tag:NCBI Locus Tag
,tlr1993,Unknown function,General,,hemerythrin-like metal-binding domain protein,,3,G,125.9579291,85.09768834,78.33862657,96.46474801,tlr1993,locus_tag:NCBI Locus Tag
,tlr1995,Intracellular trafficking_ assembly_ and processing,Peptidases,,aminopeptidase PepN,pepN,3,G,3812.892879,3835.80594,3196.375406,3615.024742,tlr1995,locus_tag:NCBI Locus Tag
,tlr1996,Translation,Transfer RNA biogenesis,tRNA aminoacylation,tryptophanyl-tRNA synthetase TrpS,trpS,3,G,3718.921072,3400.341876,3227.921542,3449.061497,tlr1996,locus_tag:NCBI Locus Tag
,tlr1997,Unknown function,General,,hypothetical protein,,0,,1281.441516,1313.602922,1308.288054,1301.110831,tlr1997,locus_tag:NCBI Locus Tag
,tlr1999,Signal transduction,Two-component systems,,class II cyanobacteriochrome,,4,H,2295.432011,2883.534612,4458.691651,3212.552758,tlr1999,locus_tag:NCBI Locus Tag
,tlr2000,Transport and binding proteins,Anions,bicarbonate uptake system CmpABCD,high-affinity ABC-type bicarbonate uptake system substrate-binding component CmpA,cmpA,4,H,107.0652266,184.4044,169.4934971,153.6543745,tlr2000,locus_tag:NCBI Locus Tag
,tlr2001,Transport and binding proteins,Anions,bicarbonate uptake system CmpABCD,high-affinity ABC-type bicarbonate uptake system permease component CmpB,cmpB,4,H,228.3015602,334.2238692,366.2722104,309.5992133,tlr2001,locus_tag:NCBI Locus Tag
,tlr2002,Transport and binding proteins,Anions,bicarbonate uptake system CmpABCD,high-affinity ABC-type bicarbonate uptake system ATPase component CmpC,cmpC,4,H,363.5230394,448.3971009,484.2266235,432.0489212,tlr2002,locus_tag:NCBI Locus Tag
,tlr2003,Transport and binding proteins,Anions,bicarbonate uptake system CmpABCD,high-affinity ABC-type bicarbonate uptake system ATPase component CmpD,cmpD,4,H,295.4552975,359.8144553,385.1990529,346.8229352,tlr2003,locus_tag:NCBI Locus Tag
,tlr2006,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system ATPase component LivF,livF,4,H,129.9978838,167.2887956,299.2308588,198.8391794,tlr2006,locus_tag:NCBI Locus Tag
,tlr2007,Unknown function,General,,repeat motif-containing protein,,4,H,923.1463786,1341.89055,2229.256094,1498.097674,tlr2007,locus_tag:NCBI Locus Tag
,tlr2008,Unknown function,General,,hypothetical protein,,4,H,932.0498054,1148.904325,1315.820077,1132.258069,tlr2008,locus_tag:NCBI Locus Tag
,tlr2012,Unknown function,General,,periplasmic protein of unknown function DUF2233,,3,G,542.1730668,475.9231107,489.1247141,502.4069639,tlr2012,locus_tag:NCBI Locus Tag
,tlr2014,Unknown function,General,,uncharacterized protein YCF66,ycf66,1,E,19878.9267,21485.29683,19792.62982,20385.61778,tlr2014,locus_tag:NCBI Locus Tag
,tlr2015,Unknown function,General,,conserved hypothetical periplasmic protein,,4,H,9434.22787,9898.576459,10489.27734,9940.693891,tlr2015,locus_tag:NCBI Locus Tag
,tlr2016,Cell structure_ growth_ and death,Cell division,MinCDE system,septum site-determining protein MinC,minC,4,H,1762.714642,2015.779654,2363.773153,2047.422483,tlr2016,locus_tag:NCBI Locus Tag
,tlr2017,Cell structure_ growth_ and death,Cell division,MinCDE system,septum site-determining protein MinD,minD,3,G,3172.427484,2479.045401,1934.615997,2528.696294,tlr2017,locus_tag:NCBI Locus Tag
,tlr2018,Cell structure_ growth_ and death,Cell division,MinCDE system,cell division topological specificity factor MinE,minE,3,G,2058.044078,1908.174464,1593.849869,1853.356137,tlr2018,locus_tag:NCBI Locus Tag
,tlr2019,Terpenoids and polyketides metabolism,Carotenoid metabolism,myxoxanthophyll biosynthesis,2'-O-glycosyltransferase CruG,cruG,3,G,1731.041949,1572.771303,1590.732312,1631.515188,tlr2019,locus_tag:NCBI Locus Tag
,tlr2020,Unknown function,General,,putative aluminum resistance protein,,3,G,1427.894876,1112.666057,1040.246917,1193.602617,tlr2020,locus_tag:NCBI Locus Tag
,tlr2022,Unknown function,General,,hypothetical protein,,3,G,1643.160757,1249.013898,1042.49391,1311.556189,tlr2022,locus_tag:NCBI Locus Tag
,tlr2025,Unknown function,General,,hypothetical protein,,4,H,941.8763452,983.5491483,1000.488789,975.3047609,tlr2025,locus_tag:NCBI Locus Tag
,tlr2026,Unknown function,Enzymes of unknown specificity,,BioD-like N-terminal domain of phosphotransacetylase,,3,G,3305.716519,2542.075851,2252.813377,2700.201916,tlr2026,locus_tag:NCBI Locus Tag
,tlr2033,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotide excision repair,excinuclease ABC subunit UvrB,uvrB,4,H,758.8853655,806.7694201,889.8648452,818.5065436,tlr2033,locus_tag:NCBI Locus Tag
,tlr2034,Energy metabolism,Photosynthesis - antenna proteins,allophycocyanin biosynthesis,allophycocyanin beta subunit ApcF,apcF,3,G,66308.23006,52317.45665,38118.78096,52248.15589,tlr2034,locus_tag:NCBI Locus Tag
,tlr2035,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,2-C-methyl-D-erythritol 2_4-cyclodiphosphate synthase IspF,ispF,3,G,4069.286018,3924.084611,3327.027251,3773.46596,tlr2035,locus_tag:NCBI Locus Tag
,tlr2037,Regulatory functions,DNA interactions,CO2 fixation,transcriptional regulator of carbon dixoide fixation CcmR,ccmR,4,H,5989.307018,6976.149922,6706.47902,6557.311987,tlr2037,locus_tag:NCBI Locus Tag
,tlr2038,Intracellular trafficking_ assembly_ and processing,Peptidases,,family S9 protease,,4,H,1537.37512,1907.654582,2021.150744,1822.060149,tlr2038,locus_tag:NCBI Locus Tag
,tlr2041,Unknown function,General,,protein of unknown function DUF151,,4,H,11161.03663,11015.49345,13312.67155,11829.73387,tlr2041,locus_tag:NCBI Locus Tag
,tlr2042,Unknown function,Enzymes of unknown specificity,,oxidoreductase aldo/keto reductase family,,4,H,299.317627,353.9015698,442.103711,365.1076359,tlr2042,locus_tag:NCBI Locus Tag
