gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
BL107_RS00535,,BL107_RS00535,BL107_05349,Protein Homology,101211.0,102008.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788297.1,folate-binding protein YgfZ,WP_009788297.1,,,,,BL107_05349,101211.0,102008.0,+,CK_Syn_BL107_05349,ygfz,"GO:0005542,GO:0005515",CK_00000256,K.3,tRNA and rRNA base modification,"COG0354,bactNOG101789,bactNOG24201,bactNOG42230,cyaNOG01401,cyaNOG05787","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"folic acid binding,protein binding",tRNA-modifying protein,"TIGR03317,PF08669,PF01571,IPR013977,IPR006222,IPR017703,IPR027266,IPR027266","folate-binding protein YgfZ,Glycine cleavage T-protein C-terminal barrel domain,Aminomethyltransferase folate-binding domain,Glycine cleavage T-protein%2C C-terminal barrel domain,Aminomethyltransferase%2C folate-binding domain,YgfZ/GcvT conserved site,GTP-binding protein TrmE/Glycine cleavage system T protein%2C domain 1,GTP-binding protein TrmE/Glycine cleavage system T protein%2C domain 1",168,Protein synthesis / tRNA and rRNA base modification,,
BL107_RS00540,,BL107_RS00540,BL107_05354,Protein Homology,101987.0,103495.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788298.1,TM0106 family RecB-like putative nuclease,WP_009788298.1,,,,,BL107_05354,101987.0,103495.0,-,CK_Syn_BL107_05354,BL107_05354,,CK_00000257,F.1,DNA replication%2C recombination%2C and repair,"COG2251,bactNOG02416,bactNOG100495,cyaNOG00951","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,recB nuclease%2C TM0106 family domain protein,"TIGR03491,PF14520,PF13482,IPR019993","putative RecB family nuclease%2C TM0106 family,Helix-hairpin-helix domain,RNase_H superfamily,RecB family nuclease%2C TM0106%2C putative",132,DNA metabolism / DNA replication%2C recombination%2C and repair,,
BL107_RS00545,,BL107_RS00545,BL107_05359,Protein Homology,103550.0,105013.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788299.1,phosphoglucomutase/phosphomannomutase family protein,WP_009788299.1,,,,,BL107_05359,103550.0,105013.0,+,CK_Syn_BL107_05359,pgmA,"GO:0005975,GO:0000287,GO:0016868",CK_00000258,"G.4,G.5,G.8","Glycolysis/gluconeogenesis,Pentose phosphate pathway, Glycogen and sugar metabolism","COG1109,bactNOG03761,bactNOG01549,cyaNOG00125","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",5.4.2.2,Transferred to 5.4.2.2,"carbohydrate metabolic process,carbohydrate metabolic process,magnesium ion binding,intramolecular transferase activity%2C phosphotransferases",phosphoglucomutase,"PF02879,PF02878,PF00408,PF02880,PS00710,IPR016066,IPR005845,IPR005844,IPR005843,IPR005846","Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain II,Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain I,Phosphoglucomutase/phosphomannomutase%2C C-terminal domain,Phosphoglucomutase/phosphomannomutase%2C alpha/beta/alpha domain III,Phosphoglucomutase and phosphomannomutase phosphoserine signature.,Alpha-D-phosphohexomutase%2C conserved site,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain II,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain I,Alpha-D-phosphohexomutase%2C C-terminal,Alpha-D-phosphohexomutase%2C alpha/beta/alpha domain III","116,117,119","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Pentose phosphate pathway,Energy metabolism / Sugars",,
rdgB,rdgB,BL107_RS00550,BL107_05364,Protein Homology,105010.0,105600.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788300.1,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,WP_009788300.1,"GO:0006281,GO:0035870,GO:0036222",,"dITP diphosphatase activity|0035870||IEA,XTP diphosphatase activity|0036222||IEA",DNA repair|0006281||IEA,BL107_05364,105010.0,105600.0,+,CK_Syn_BL107_05364,rdgB,"GO:0006281,GO:0016462,GO:0016787",CK_00000027,M.3,Purine ribonucleotide biosynthesis,"COG0127,bactNOG23328,cyaNOG00984","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",3.6.1.66,XTP/dITP diphosphatase%3B hypoxanthine/xanthine dNTP pyrophosphatase%3B rdgB (gene name),"DNA repair,DNA repair,pyrophosphatase activity,hydrolase activity",XTP/dITP diphosphohydrolase,"TIGR00042,PF01725,IPR002637","non-canonical purine NTP pyrophosphatase%2C RdgB/HAM1 family,Ham1 family,Ham1-like protein",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,,3.6.1.66
BL107_RS00555,,BL107_RS00555,BL107_05369,Protein Homology,105673.0,106710.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011932205.1,hypothetical protein,WP_009788301.1,,,,,BL107_05369,105673.0,106710.0,+,CK_Syn_BL107_05369,BL107_05369,GO:0008168,CK_00001744,R.3,Enzymes of unknown specificity,"NOG132018,bactNOG58754,cyaNOG06446","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,methyltransferase activity,S-adenosyl-L-methionine-dependent methyltransferase,"PF03492,IPR005299,IPR029063,IPR042086","SAM dependent carboxyl methyltransferase,SAM dependent carboxyl methyltransferase,S-adenosyl-L-methionine-dependent methyltransferase,Methyltransferase%2C alpha-helical capping domain",703,Unknown function / Enzymes of unknown specificity,,
BL107_RS00560,,BL107_RS00560,BL107_05374,Protein Homology,106710.0,107762.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788302.1,Glu/Leu/Phe/Val dehydrogenase dimerization domain-containing protein,WP_009788302.1,"GO:0006520,GO:0016491",,oxidoreductase activity|0016491||IEA,amino acid metabolic process|0006520||IEA,BL107_05374,106710.0,107762.0,+,CK_Syn_BL107_05374,leuDH,"GO:0006520,GO:0055114,GO:0016491",CK_00001539,A.5,Pyruvate family (Ala%2C Val%2C Leu),"COG0334,bactNOG40767,bactNOG06138,cyaNOG03764","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",1.4.1.9,leucine dehydrogenase%3B L-leucine dehydrogenase%3B L-leucine:NAD+ oxidoreductase%2C deaminating%3B LeuDH,"cellular amino acid metabolic process,oxidation-reduction process,cellular amino acid metabolic process,oxidation-reduction process,oxidoreductase activity",leucine dehydrogenase,"PF02812,PF00208,IPR006097,IPR006096","Glu/Leu/Phe/Val dehydrogenase%2C dimerisation domain,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase,Glutamate/phenylalanine/leucine/valine dehydrogenase%2C dimerisation domain,Glutamate/phenylalanine/leucine/valine dehydrogenase%2C C-terminal",74,Amino acid biosynthesis / Pyruvate family,,
BL107_RS00565,,BL107_RS00565,BL107_05379,Protein Homology,107759.0,108952.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359088.1,FAD-dependent oxidoreductase,WP_009788303.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,BL107_05379,107759.0,108952.0,+,CK_Syn_BL107_05379,solA,"GO:0055114,GO:0016491",CK_00001662,A.6,Serine family (Ser%2C Gly%2C Cys),"COG0665,bactNOG07514,bactNOG02448,cyaNOG05881","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",1.5.3.1,sarcosine oxidase,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity",sarcosine oxidase,"PF01266,IPR006076","FAD dependent oxidoreductase,FAD dependent oxidoreductase",75,Amino acid biosynthesis / Serine family,,
BL107_RS00570,,BL107_RS00570,BL107_05384,Protein Homology,108998.0,110548.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359087.1,BCCT family transporter,WP_037987811.1,,,,,BL107_05384,109052.0,110548.0,+,CK_Syn_BL107_05384,betP,"GO:0006810,GO:0005215,GO:0016020",CK_00001663,"D.1.7,D.1.8,Q.8","Trace metals, Salinity,Other","COG1292,bactNOG01648,cyaNOG05277","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,"transport,transport,transporter activity,transport,transporter activity,membrane",glycine betaine transporter%2C BCCT family,"PF02028,IPR000060","BCCT%2C betaine/carnitine/choline family transporter,BCCT transporter family","147,149","Transport and binding proteins / Other,Cellular processes / Adaptations to atypical conditions",,
BL107_RS00580,,BL107_RS00580,BL107_05394,Protein Homology,111897.0,112577.0,-,The SIMPL domain is named for its presence in mouse protein SIMPL (signalling molecule that associates with mouse pelle-like kinase). Bacterial member BP26%2C from Brucella%2C was shown to assemble into a channel-like structure%2C while YggE from E. coli has been associated with resistance to oxidative stress.,,COORDINATES: similar to AA sequence:RefSeq:WP_011359085.1,SIMPL domain-containing protein,WP_037988613.1,,,,,BL107_05394,111897.0,112586.0,-,CK_Syn_BL107_05394,BL107_05394,,CK_00001664,R.2,Conserved hypothetical proteins,"COG0090,COG2968,NOG39205,bactNOG85917,cyaNOG09130","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved secreted protein (DUF541),"PF04402,IPR007497","Protein of unknown function (DUF541),Protein of unknown function DUF541",156,Hypothetical proteins / Conserved,,
BL107_RS00585,,BL107_RS00585,BL107_05399,Protein Homology,112674.0,114143.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359084.1,carotenoid oxygenase family protein,WP_037988615.1,,,,,BL107_05399,112674.0,114149.0,-,CK_Syn_BL107_05399,diox1,"GO:0016702,GO:0046872",CK_00000259,B.5.1,Carotenoids,"COG3670,bactNOG02585,cyaNOG01347","COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",1.13.11.75,all-trans-8'-apo-beta-carotenal 15%2C15'-oxygenase%3B Diox1%3B ACO%3B 8'-apo-beta-carotenal 15%2C15'-oxygenase,"oxidoreductase activity%2C acting on single donors with incorporation of molecular oxygen%2C incorporation of two atoms of oxygen,metal ion binding",apocarotenoid-15%2C15'-oxygenase,"PF03055,IPR004294","Retinal pigment epithelial membrane protein,Carotenoid oxygenase",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other,,
hisB,hisB,BL107_RS00590,BL107_05404,Protein Homology,114211.0,114816.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359083.1,imidazoleglycerol-phosphate dehydratase HisB,WP_009788308.1,,,,,BL107_05404,114211.0,114816.0,-,CK_Syn_BL107_05404,hisB,"GO:0000105,GO:0004424",CK_00000260,A.4,Histidine family,"COG0131,bactNOG17997,cyaNOG00571","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.19,imidazoleglycerol-phosphate dehydratase%3B IGP dehydratase%3B D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate hydro-lyase,"histidine biosynthetic process,histidine biosynthetic process,imidazoleglycerol-phosphate dehydratase activity",imidazoleglycerol-phosphate dehydratase family protein,"PF00475,PS00954,PS00955,IPR020565,IPR000807","Imidazoleglycerol-phosphate dehydratase,Imidazoleglycerol-phosphate dehydratase signature 1.,Imidazoleglycerol-phosphate dehydratase signature 2.,Imidazoleglycerol-phosphate dehydratase%2C conserved site,Imidazoleglycerol-phosphate dehydratase",161,Amino acid biosynthesis / Histidine family,,4.2.1.19
fabI,fabI,BL107_RS00595,BL107_05414,Protein Homology,114983.0,115765.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011618239.1,enoyl-ACP reductase FabI,WP_009788310.1,,,,,BL107_05414,114983.0,115765.0,-,CK_Syn_BL107_05414,fabI,"GO:0006633,GO:0055114,GO:0004318",CK_00000261,H.2,Fatty acid metabolism,"COG0623,bactNOG01925,cyaNOG01084","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",1.3.1.9,Transferred to 1.3.1.98,"fatty acid biosynthetic process,oxidation-reduction process,fatty acid biosynthetic process,oxidation-reduction process,enoyl-[acyl-carrier-protein] reductase (NADH) activity",enoyl-(acyl-carrier-protein) reductase (ENR),PF13561,Enoyl-(Acyl carrier protein) reductase,"176,177","Fatty acid and phospholipid metabolism / Biosynthesis,Fatty acid and phospholipid metabolism / Degradation",,1.3.1.9
BL107_RS00600,,BL107_RS00600,BL107_05419,Protein Homology,115850.0,116746.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359081.1,FAD-binding domain-containing protein,WP_009788311.1,,,,,BL107_05419,115850.0,116746.0,+,CK_Syn_BL107_05419,BL107_05419,"GO:0006281,GO:0050660,GO:0003913",CK_00001540,"D.1.2,D.1.7,F.1.6","Light,Trace metals, Reversal of damage","COG0415,bactNOG22614,cyaNOG08085","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,"DNA repair,DNA repair,flavin adenine dinucleotide binding,DNA photolyase activity",FAD-binding domain of DNA photolyase,"PF03441,IPR005101,IPR036134","FAD binding domain of DNA photolyase,Cryptochrome/DNA photolyase%2C FAD-binding domain,Cryptochrome/DNA photolyase%2C FAD-binding domain-like superfamily",132,DNA metabolism / DNA replication%2C recombination%2C and repair,,
BL107_RS00605,,BL107_RS00605,BL107_05424,Protein Homology,116746.0,117186.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788312.1,hypothetical protein,WP_009788312.1,,,,,BL107_05424,116746.0,117186.0,+,CK_Syn_BL107_05424,BL107_05424,"GO:0006281,GO:0003913",CK_00001541,"D.1.2,D.1.9,F.1.6,F.3","Light, Other, Reversal of damage,Other","NOG28231,bactNOG28629,cyaNOG07099","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",,,"DNA repair,DNA repair,DNA photolyase activity",DNA photolyase domain of deoxyribodipyrimidine photolyase,IPR006050,DNA photolyase%2C N-terminal,"703,92","Unknown function / Enzymes of unknown specificity,Cellular processes / Other",,
BL107_RS00610,,BL107_RS00610,BL107_05429,Protein Homology,117168.0,117686.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009788313.1,hypothetical protein,WP_009788313.1,,,,,BL107_05429,117168.0,117686.0,-,CK_Syn_BL107_05429,BL107_05429,,CK_00001329,R.2,Conserved hypothetical proteins,"COG0220,NOG41881,COG0845,bactNOG56129,cyaNOG06048","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved lipoprotein,PS51257,Prokaryotic membrane lipoprotein lipid attachment site profile.,156,Hypothetical proteins / Conserved,,
BL107_RS00615,,BL107_RS00615,BL107_05434,Protein Homology,117693.0,118361.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359078.1,thioredoxin family protein,WP_009788314.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,BL107_05434,117693.0,118361.0,+,CK_Syn_BL107_05434,BL107_05434,"GO:0045454,GO:0055114,GO:0016209,GO:0016491",CK_00001171,"D.1.4,G.2","Oxidative stress,Electron transport","COG0526,bactNOG13874,cyaNOG00399","COG: OC,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"cell redox homeostasis,oxidation-reduction process,cell redox homeostasis,oxidation-reduction process,antioxidant activity,oxidoreductase activity",thioredoxin domain-containing protein,"PF00578,PS51352,IPR000866,IPR012336,IPR013766,IPR036249","AhpC/TSA family,Thioredoxin domain profile.,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,Thioredoxin-like fold,Thioredoxin domain,Thioredoxin-like superfamily",112,Energy metabolism / Electron transport,,
BL107_RS00620,,BL107_RS00620,BL107_05439,Protein Homology,118381.0,119607.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011359077.1,DegT/DnrJ/EryC1/StrS aminotransferase family protein,WP_009788315.1,,,,,BL107_05439,118381.0,119607.0,+,CK_Syn_BL107_05439,degT,GO:0030170,CK_00009007,N,Regulatory functions,"COG0399,bactNOG00030,bactNOG04502,cyaNOG00606","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,pyridoxal phosphate binding,putative pleiotropic regulatory protein,"PF01041,IPR000653","DegT/DnrJ/EryC1/StrS aminotransferase family,DegT/DnrJ/EryC1/StrS aminotransferase",264,Regulatory functions / Small molecule interactions,,
BL107_RS00625,,BL107_RS00625,BL107_05444,Protein Homology,119586.0,121019.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006853732.1,FAD-binding domain-containing protein,WP_009788316.1,,,,,BL107_05444,119586.0,121019.0,-,CK_Syn_BL107_05444,phrA,"GO:0000719,GO:0006281,GO:0003904,GO:0003913",CK_00001330,"D.1.2,D.1.7,F.1.6,F.3","Light,Trace metals, Reversal of damage,Other","COG0415,bactNOG01362,cyaNOG01033,cyaNOG06432,cyaNOG01939","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",4.1.99.3,deoxyribodipyrimidine photo-lyase%3B photoreactivating enzyme%3B DNA photolyase%3B DNA-photoreactivating enzyme%3B DNA cyclobutane dipyrimidine photolyase%3B DNA photolyase%3B deoxyribonucleic photolyase%3B deoxyribodipyrimidine photolyase%3B photolyase%3B PRE%3B PhrB photolyase%3B deoxyribonucleic cyclobutane dipyrimidine photolyase%3B phr A photolyase%3B dipyrimidine photolyase (photosensitive)%3B deoxyribonucleate pyrimidine dimer lyase (photosensitive),"photoreactive repair,DNA repair,photoreactive repair,DNA repair,deoxyribodipyrimidine photo-lyase activity,DNA photolyase activity",deoxyribodipyrimidine photolyase (DNA photolyase) (photoreactivating enzyme),"PF00875,PF03441,PS00394,PS00691,PS51645,IPR006050,IPR018394,IPR005101,IPR002081,IPR014729,IPR036155,IPR036134","DNA photolyase,FAD binding domain of DNA photolyase,DNA photolyases class 1 signature 1.,DNA photolyases class 1 signature 2.,Photolyase/cryptochrome alpha/beta domain profile.,DNA photolyase%2C N-terminal,Cryptochrome/DNA photolyase class 1%2C conserved site%2C C-terminal,Cryptochrome/DNA photolyase%2C FAD-binding domain,Cryptochrome/DNA photolyase class 1,Rossmann-like alpha/beta/alpha sandwich fold,Cryptochrome/photolyase%2C N-terminal domain superfamily,Cryptochrome/DNA photolyase%2C FAD-binding domain-like superfamily",132,DNA metabolism / DNA replication%2C recombination%2C and repair,,
