Synonym,Product,Expression  9313 t=20+0.01,Expression  9313+ diluted 1a3 T=20  +0.01,q Value,log 2 fold change coculture/axenic
PMT0560,dihydroxy-acid dehydratase,147.01,58.01,0.494176799,-1.34154077
PMT1794,Fe-S oxidoreductase,33.01,13.01,0.462222252,-1.343282177
PMT1989,DNA polymerase III subunit delta',28.01,11.01,1,-1.347127515
PMT0681,hypothetical protein,112.01,44.01,0.445752724,-1.347724262
PMT0420,hypothetical protein,750.01,294.01,1,-1.351044606
PMT0128,alpha/beta fold family hydrolase,46.01,18.01,0.499046162,-1.353149275
PMT1223,hypothetical protein,225.01,88.01,0.513959757,-1.354249758
PMT1944,CPA2 family Na+/H+ antiporter,269.01,105.01,0.839814093,-1.357133083
PMT1236,hypothetical protein,18.01,7.01,1,-1.361311832
PMT0572,ABC transporter ATP-binding protein,54.01,21.01,0.511609086,-1.362150386
PMT2226,ATP-binding subunit of urea ABC transport system,216.01,84.01,0.498761342,-1.36246513
PMT2271,DNA repair protein RecN,31.01,12.01,0.450348107,-1.368497375
PMT1731,NADH dehydrogenase I subunit N,75.01,29.01,0.523577894,-1.370532647
PMT1749,50S ribosomal protein L15,1363.01,527.01,1,-1.370893904
PMT0258,hypothetical protein,101.01,39.01,0.487297719,-1.372582224
PMT0537,"fructose-1,6-bisphosphate aldolase",979.01,377.01,1,-1.376720805
PMT2096,hypothetical protein,13.01,5.01,1,-1.376738454
PMT2061,glutathione synthetase,115.01,44.01,0.507666933,-1.385856031
PMT0225,cystathionine gamma-synthase,34.01,13.01,0.465487839,-1.386338044
PMT0430,hypothetical protein,34.01,13.01,0.460365006,-1.386338044
PMT1881,enoyl-ACP reductase,136.01,52.01,0.510297735,-1.386851785
PMT1732,50S ribosomal protein L3,2360.01,902.01,0.844084172,-1.38757764
PMT0210,MFS superfamily transporter,89.01,34.01,0.499256508,-1.388008421
PMT1634,hypothetical protein,21.01,8.01,1,-1.391202014
PMT1651,hypothetical protein,63.01,24.01,0.524821898,-1.391945406
PMT2150,arginine decarboxylase,29.01,11.01,1,-1.397735827
PMT2181,viral RNA helicase,58.01,22.01,0.530742751,-1.398142474
PMT0392,polyprenyl synthetase; solanesyl diphosphate synthase (sds),87.01,33.01,0.533159896,-1.39827808
PMT1682,"phycobilisome protein (phycoerythrin, alpha-subunit)",145.01,55.01,0.482537571,-1.398386585
PMT1623,hypothetical protein,16.01,6.01,1,-1.413536412
PMT1904,UDP-glucose 6-dehydrogenase,32.01,12.01,0.486102651,-1.414286526
PMT0704,DnaJ2 protein,40.01,15.01,0.522629924,-1.414436652
PMT1287,iron ABC transporter,56.01,21.01,0.525445565,-1.414608266
PMT2255,molecular chaperone DnaK,809.01,302.01,0.887315741,-1.421561215
PMT1373,ATPase AAA,67.01,25.01,0.517022819,-1.42187135
PMT1756,50S ribosomal protein L17,1509.01,560.01,0.938296736,-1.430077872
PMT1203,carboxysome shell protein,62.01,23.01,0.506943869,-1.430239906
PMT0260,hypothetical protein,27.01,10.01,1,-1.432051666
PMT2134,Formyl transferase,27.01,10.01,1,-1.432051666
PMT0273,hypothetical protein,459.01,170.01,0.535331517,-1.432905976
PMT1186,alkyl hydroperoxide reductase/thiol specific antioxidant,127.01,47.01,0.514198677,-1.433902505
PMT1253,dihydroorotase,65.01,24.01,0.554549865,-1.437026251
PMT1792,ATP-dependent Clp protease adaptor protein ClpS,623.01,230.01,0.579767391,-1.437558735
PMT1430,50S ribosomal protein L11 methyltransferase,19.01,7.01,1,-1.439272183
PMT0573,hypothetical protein,106.01,39.01,0.504680026,-1.442284458
PMT1449,chaperonin GroEL,2790.01,1026.01,0.278065744,-1.443225501
PMT1204,"ribulose bisphosphate carboxylase, small chain",657.01,241.01,0.655904638,-1.446822321
PMT1008,hypothetical protein,150.01,55.01,0.502523003,-1.447292869
PMT1126,inosine 5-monophosphate dehydrogenase,101.01,37.01,0.55447234,-1.448511086
PMT0495,Ferritin,153.01,56.01,0.559348776,-1.44986961
PMT0700,phosphate ABC transporter ATP-binding protein,55.01,20.01,0.502983886,-1.458972736
PMT1908,sugar transferase,99.01,36.01,0.533105524,-1.459176645
PMT0422,tryptophanyl-tRNA synthetase,108.01,39.01,0.564926732,-1.469248986
PMT2013,methylenetetrahydrofolate reductase,111.01,40.01,0.601514531,-1.472257109
PMT1723,hypothetical protein,25.01,9.01,1,-1.472906046
PMT1922,glycosyltransferase,25.01,9.01,1,-1.472906046
PMT0653,carbamoyl phosphate synthase small subunit,75.01,27.01,0.612769678,-1.473589302
PMT0520,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,125.01,45.01,0.567457033,-1.473726036
PMT0964,hypothetical protein,326.01,117.01,0.594686882,-1.478284386
PMT1955,acyl carrier protein,2041.01,732.01,0.778873544,-1.479347988
PMT0070,hypothetical protein,53.01,19.01,0.590904409,-1.479506009
PMT1247,short-chain dehydrogenase/reductase,14.01,5.01,1,-1.483574447
PMT2029,adenylylsulfate kinase,70.01,25.01,0.508320381,-1.485055949
PMT1001,ArsR family regulatory protein,31.01,11.01,1,-1.493919057
PMT2020,NADH dehydrogenase subunit H,164.01,58.01,0.798867771,-1.499410257
PMT1891,NADH dehydrogenase subunit J,111.01,39.01,0.497151768,-1.50877374
PMT0581,ATP-dependent DNA helicase RecG,20.01,7.01,1,-1.513234818
PMT1169,translation initiation factor IF-1,320.01,112.01,0.707771415,-1.51448945
PMT1132,tRNA/rRNA methyltransferase,63.01,22.01,0.515254981,-1.517421664
PMT2006,hypothetical protein,129.01,45.01,0.672575856,-1.519165428
PMT1339,protoheme IX farnesyltransferase,172.01,60.01,0.742942629,-1.519217605
PMT2026,negative regulator of class I heat shock protein,69.01,24.01,0.57399267,-1.523170029
PMT1539,hypothetical protein,136.01,47.01,0.744246978,-1.532673142
PMT2011,hypothetical protein,55.01,19.01,0.507694825,-1.532935371
PMT2030,hypothetical protein,29.01,10.01,1,-1.535108321
PMT1304,short chain dehydrogenase,32.01,11.01,1,-1.539708208
PMT0455,hypothetical protein,317.01,109.01,0.694422091,-1.540067864
PMT0699,"inositol phosphatase/fructose-1,6-bisphosphatase",35.01,12.01,0.572855874,-1.543530911
PMT0822,carbamoyl phosphate synthase large subunit,38.01,13.01,0.64903723,-1.546758063
PMT1421,50S ribosomal protein L27,530.01,181.01,0.703637967,-1.549950178
PMT1328,prenyltransferase,85.01,29.01,0.636050917,-1.551082265
PMT1232,creatininase,44.01,15.01,0.564081994,-1.551907395
PMT0764,hypothetical protein,91.01,31.01,0.584065485,-1.553291549
PMT1772,bifunctional cbiH protein and precorrin-3B C17-methyltransferase,50.01,17.01,0.713773096,-1.555833464
PMT2043,two-component response regulator,153.01,52.01,0.749570002,-1.556765001
PMT0497,Crp family regulatory proteins,231.01,78.01,0.751643566,-1.566224326
PMT1813,hypothetical protein,12.01,4.01,1,-1.582562009
PMT2055,hypothetical protein,12.01,4.01,1,-1.582562009
PMT0413,NAD binding site,15.01,5.01,1,-1.583041468
PMT0982,hypothetical protein,15.01,5.01,1,-1.583041468
PMT0414,hypothetical protein,18.01,6.01,1,-1.583361285
PMT0156,Holliday junction DNA helicase RuvB,21.01,7.01,1,-1.583589813
PMT0261,hypothetical protein,21.01,7.01,1,-1.583589813
PMT1071,4-alpha-glucanotransferase,21.01,7.01,1,-1.583589813
PMT0123,hypothetical protein,33.01,11.01,1,-1.58408867
PMT0039,hypothetical protein,39.01,13.01,0.620476118,-1.584223036
PMT0204,cobalt ABC transporter permease,39.01,13.01,0.567701069,-1.584223036
PMT0031,elongation factor P,191.01,63.01,0.882969896,-1.599995455
PMT0631,hypothetical protein,67.01,22.01,0.639176345,-1.606217262
PMT1766,glycosyl transferase family protein,61.01,20.01,0.582596772,-1.608324563
PMT1031,dienelactone hydrolase,43.01,14.01,0.588458458,-1.618215176
PMT0450,6-pyruvoyl-tetrahydropterin synthase,34.01,11.01,1,-1.627144537
PMT0023,hypothetical protein,90.01,29.01,0.643452951,-1.633534996
PMT0310,glycosyltransferase,28.01,9.01,1,-1.636342972
PMT0480,short-chain dehydrogenase/reductase,53.01,17.01,0.597066889,-1.6398814
PMT1845,molybdenum cofactor biosynthesis protein,25.01,8.01,1,-1.64263091
PMT1192,multidrug efflux ABC transporter,75.01,24.01,0.908624537,-1.643447539
PMT1821,bicarbonate transporter,72.01,23.01,0.944505052,-1.645936283
PMT2197,ArsR family regulatory protein,94.01,30.01,0.614202245,-1.647370908
PMT1601,peptide deformylase,145.01,46.01,1,-1.656133031
PMT1450,co-chaperonin GroES,3150.01,999.01,0.799411947,-1.656785384
PMT1076,lipoyl synthase,38.01,12.01,0.579767391,-1.662142874
PMT1414,phosphoribosylaminoimidazole-succinocarboxamide synthase,76.01,24.01,0.68581185,-1.662553831
PMT0494,hypothetical protein,35.01,11.01,0.626083029,-1.668952593
PMT1929,ABC transporter transmembrane region:ATP/GTP-binding site,35.01,11.01,0.751934545,-1.668952593
PMT2083,phosphopyruvate hydratase,172.01,54.01,1,-1.671193987
PMT0363,thiamine-phosphate pyrophosphorylase,32.01,10.01,1,-1.677080703
PMT0795,hypothetical protein,32.01,10.01,1,-1.677080703
PMT1171a,cytochrome b6-f complex subunit PetM,32.01,10.01,1,-1.677080703
PMT0989,hypothetical protein,392.01,122.01,1,-1.683891061
PMT0212,deoxyribose-phosphate aldolase,116.01,36.01,1,-1.687779666
PMT2186,hypothetical protein,42.01,13.01,0.621580529,-1.691111824
PMT2073,nicotinate-nucleotide pyrophosphorylase:quinolinate phosphoriobsyl transferase,13.01,4.01,1,-1.69794682
PMT1680,hypothetical protein,26.01,8.01,1,-1.699192252
PMT0730,hypothetical protein,75.01,23.01,0.671915572,-1.704821959
PMT1962,hypothetical protein,150.01,46.01,0.623269814,-1.705039316
PMT0380,"SOS function regulatory protein, LexA repressor",111.01,34.01,0.971926924,-1.706658732
PMT1340,hypothetical protein,85.01,26.01,1,-1.708566161
PMT1639,DEAD/DEAH box helicase,53.01,16.01,1,-1.727291233
PMT1085,UvrD/REP helicase,10.01,3.01,1,-1.733606582
PMT1687,phycoerythrobilin:ferredoxin oxidoreductase,20.01,6.01,1,-1.735284271
PMT1434,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,27.01,8.01,1,-1.753619492
PMT1205,ribulose bisophosphate carboxylase,520.01,154.01,0.905030505,-1.755515338
PMT1200,carboxysome peptide B,71.01,21.01,0.682149412,-1.756946045
PMT1016,hypothetical protein,17.01,5.01,1,-1.763500632
PMT1315,DNA-binding/iron metalloprotein/AP endonuclease,51.01,15.01,0.743788429,-1.764856124
PMT0554,glycine betaine/proline ABC transporter,75.01,22.01,1,-1.768923797
PMT0986,bZIP transcription factor,161.01,47.01,0.869909903,-1.776110708
PMT1387,hypothetical protein,199.01,58.01,0.91706196,-1.778467402
PMT0676,ATP-dependent Clp protease proteolytic subunit,103.01,30.01,0.949158906,-1.779269174
PMT1773,lycopene epsilon cyclase,31.01,9.01,1,-1.783134515
PMT2240,formate and nitrite transporters,885.01,257.01,0.908287439,-1.783869262
PMT0535,hypothetical protein,83.01,24.01,0.63619158,-1.789649741
PMT2127,pancreatic hormone peptide,7.01,2.01,1,-1.802218943
PMT1659,hypothetical protein,14.01,4.01,1,-1.804782814
PMT1858,esterase,49.01,14.01,0.630262062,-1.806619191
PMT0362,hypothetical protein,63.01,18.01,1,-1.806782628
PMT1581,hypothetical protein,63.01,18.01,0.647319956,-1.806782628
PMT1961,glutathione S-transferase,63.01,18.01,0.918107173,-1.806782628
PMT2102,hypothetical protein,63.01,18.01,0.869682954,-1.806782628
PMT0525,hypothetical protein,91.01,26.01,0.965121966,-1.806958675
PMT0205,hypothetical protein,123.01,35.01,0.697623797,-1.812936636
PMT0709,N-acetyl-gamma-glutamyl-phosphate reductase,74.01,21.01,0.943553999,-1.816644054
PMT1416,phosphoribosylamine--glycine ligase,67.01,19.01,0.973710938,-1.817617875
PMT1968,zeta-carotene desaturase,67.01,19.01,0.961720565,-1.817617875
PMT1166,nicotinamide nucleotide transhydrogenase subunit alpha 1 (A1),75.01,21.01,0.86384779,-1.83600678
PMT0048,penicillin-binding protein,18.01,5.01,1,-1.845915673
PMT0654,anthranilate phosphoribosyltransferase,130.01,36.01,0.905735967,-1.852153091
PMT2137,hypothetical protein,94.01,26.01,1,-1.853747828
PMT1214,sulfate transporter,893.01,246.01,0.83808645,-1.85995937
PMT0397,hypothetical protein,62.01,17.01,0.932095999,-1.866117748
PMT0308,hydantoinase/oxoprolinase:hydantoinase B/oxoprolinase,11.01,3.01,1,-1.870979077
PMT0354,hypothetical protein,33.01,9.01,1,-1.873304127
PMT0176,hypothetical protein,114.01,31.01,0.774583088,-1.87835494
PMT1966,uroporphyrinogen III synthase,63.01,17.01,1,-1.889197669
PMT1546,DNA mismatch repair protein MutS family protein,26.01,7.01,1,-1.89158005
PMT1401,membrane protein,197.01,53.01,0.803050539,-1.893932415
PMT0742,hypothetical protein,15.01,4.01,1,-1.904249835
PMT2190,multidrug efflux ABC transporter,15.01,4.01,1,-1.904249835
PMT1022,30S ribosomal protein S21,477.01,127.01,0.756217498,-1.909077421
PMT1276,hypothetical protein,42.01,11.01,1,-1.931918317
PMT0142,rod shape-determining protein MreB,123.01,32.01,0.714579235,-1.942181021
PMT0417,ABC transporter ATP-binding protein,62.01,16.01,1,-1.953527582
PMT2208,ferric uptake regulator family protein,66.01,17.01,1,-1.956301457
PMT1872,deoxyribonucleotide triphosphate pyrophosphatase,35.01,9.01,1,-1.958168051
PMT2001,poly A polymerase,39.01,10.01,0.988944331,-1.962402024
PMT1431,D-3-phosphoglycerate dehydrogenase,86.01,22.01,0.714664598,-1.96634526
PMT1718,hypothetical protein,51.01,13.01,0.977504142,-1.971159139
PMT2021,citrate synthase,55.01,14.01,0.839910515,-1.973236947
PMT2139,aspartyl/glutamyl-tRNA amidotransferase subunit B,55.01,14.01,0.792326936,-1.973236947
PMT1160,sodium-dependent transporter,59.01,15.01,0.786120745,-1.975035481
PMT1411,(3R)-hydroxymyristoyl-ACP dehydratase,240.01,61.01,0.63292389,-1.975976881
PMT0296,TPR repeat-containing protein,4.01,1.01,1,-1.989246944
PMT2227,ABC transporter membrane protein,171.01,43.01,0.626385438,-1.991336654
PMT1359,biotin--acetyl-CoA-carboxylase ligase,8.01,2.01,1,-1.994606741
PMT0071,excinuclease ABC subunit B,12.01,3.01,1,-1.996400759
PMT0265,two component sensor histidine kinase,20.01,5.01,1,-1.997838659
PMT2232,urease accessory protein UreE,20.01,5.01,1,-1.997838659
PMT0276,menaquinone biosynthesis methlytransferase,40.01,10.01,0.998794016,-1.998918655
PMT0262,pilin,60.01,15.01,1,-1.999278953
PMT0943,hypothetical protein,440.01,109.01,0.577629457,-2.013075826
PMT0924,carbamoyl-phosphate synthase L chain,101.01,25.01,0.605117372,-2.013921164
PMT1470,F0F1 ATP synthase subunit B',2532.01,626.01,0.48644052,-2.016025494
PMT1360,class-I aminotransferase,37.01,9.01,1,-2.038316124
PMT0366,stationary phase survival protein SurE,50.01,12.01,0.904513261,-2.057980454
PMT1422,tRNA pseudouridine synthase B,50.01,12.01,0.863832382,-2.057980454
PMT1914,3-deoxy-manno-octulosonate cytidylyltransferase,67.01,16.01,0.746446507,-2.065403099
PMT1586,methionine sulfoxide reductase family protein,80.01,19.01,0.9764401,-2.073421794
PMT0583,elongation factor Ts,681.01,161.01,0.111918802,-2.080525689
PMT2229,urea ABC transporter substrate-binding protein,1375.01,324.01,0.207259476,-2.085331866
PMT2135,bifunctional ornithine acetyltransferase/N-acetylglutamate synthase,13.01,3.01,1,-2.11178557
PMT0283,glycyl-tRNA synthetase subunit alpha,26.01,6.01,1,-2.113629503
PMT0307,hypothetical protein,26.01,6.01,1,-2.113629503
PMT1847,serine hydroxymethyltransferase,87.01,20.01,0.413635425,-2.120460051
PMT0053,hypothetical protein,161.01,37.01,0.527225931,-2.121163253
PMT0342,Zn-finger in Ran binding protein and,35.01,8.01,0.970028606,-2.127892914
PMT2239,ferredoxin-nitrite reductase,141.01,32.01,0.385621342,-2.139202896
PMT1844,isopropylmalate isomerase large subunit,53.01,12.01,0.526777594,-2.14202839
PMT0396,2-phosphosulfolactate phosphatase,67.01,15.01,0.697269707,-2.15845243
PMT1930,hypothetical protein,18.01,4.01,1,-2.167124039
PMT1567,hypothetical protein,63.01,14.01,0.631940992,-2.169123854
PMT1195,hypothetical protein,122.01,27.01,0.650508611,-2.175433852
PMT1695,TPR repeat-containing protein,55.01,12.01,0.623269814,-2.195457752
PMT0531,3-isopropylmalate dehydrogenase,69.01,15.01,0.483375627,-2.200881456
PMT1343,cytochrome c oxidase subunit III,272.01,59.01,0.353217328,-2.204628327
PMT1516,hypothetical protein,60.01,13.01,0.68289638,-2.205581968
PMT1406,hypothetical protein,37.01,8.01,0.571261115,-2.208040988
PMT1116,hypothetical protein,65.01,14.01,0.40940385,-2.214204698
PMT0157,hypothetical protein,28.01,6.01,1,-2.220505087
PMT1674,hypothetical protein,28.01,6.01,1,-2.220505087
PMT0458,hypothetical protein,126.01,27.01,0.652241136,-2.221972684
PMT1182,hypothetical protein,71.01,15.01,0.560244801,-2.24209823
PMT1187,chromosomal replication initiation protein,19.01,4.01,1,-2.24508439
PMT1240,ferrochelatase,38.01,8.01,0.637984222,-2.246504877
PMT2108,ribosomal biogenesis GTPase,43.01,9.01,0.709950124,-2.25507312
PMT2230,urease accessory protein UreG,24.01,5.01,1,-2.260752895
PMT2118,tRNA synthetase class I (C),586.01,122.01,0.275360463,-2.263925887
PMT1540,ABC transporter ATP-binding protein,53.01,11.01,0.379621805,-2.267450072
PMT0343,apolipoprotein n-acyltransferase,29.01,6.01,1,-2.271113399
PMT1402,orotidine 5'-phosphate decarboxylase,39.01,8.01,0.671818307,-2.283969851
PMT1885,NUDIX hydrolase,49.01,10.01,0.513914822,-2.291634173
PMT1307,hypothetical protein,1124.01,227.01,0.216307103,-2.307827115
PMT0693,sugar ABC transporter,25.01,5.01,1,-2.319622549
PMT2210,hypothetical protein,35.01,7.01,0.222810181,-2.320280712
PMT0779,class-I aminotransferase,76.01,15.01,0.278421862,-2.340265257
PMT0112,glucose-1-phosphate thymidylyltransferase,57.01,11.01,0.46251578,-2.372400533
PMT1120,binding-protein dependent transport system inner membrane protein,52.01,10.01,0.438350784,-2.377347064
PMT0686,NAD binding site,21.01,4.01,1,-2.38940202
PMT2059,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",21.01,4.01,1,-2.38940202
PMT1471,F0F1 ATP synthase subunit C,3730.01,708.01,0.056225965,-2.397337856
PMT1250,hypothetical protein,101.01,19.01,0.392157692,-2.40966769
PMT0893,amino acid ABC transporter ATP-binding protein,32.01,6.01,1,-2.413085781
PMT0672,ATP-dependent Clp protease adaptor,72.01,13.01,0.218432032,-2.468576305
PMT1596,HIT (histidine triad) family protein,100.01,18.01,0.298897399,-2.473274176
PMT1653,septum site-determining protein MinD,141.01,25.01,0.125428783,-2.495220515
PMT0196,tRNA-(MS[2]IO[6]A)-hydroxylase,29.01,5.01,1,-2.533667787
PMT1256,arsenate reductase,35.01,6.01,0.113091474,-2.542330166
PMT1196,hypothetical protein,176.01,30.01,0.19964985,-2.552142174
PMT0032,acetyl-CoA biotin carboxyl carrier subunit,141.01,24.01,0.188912644,-2.554090169
PMT1171,methyltransferase,112.01,19.01,0.1034796,-2.558797101
PMT0399,hypothetical protein,6.01,1.01,1,-2.573009698
PMT1185,adenosine-deaminase,12.01,2.01,1,-2.578968745
PMT1938,hypothetical protein,12.01,2.01,1,-2.578968745
PMT2074,tRNA modification GTPase TrmE,12.01,2.01,1,-2.578968745
PMT1985,pectate lyase,18.01,3.01,1,-2.580962789
PMT0367,phenylalanyl-tRNA synthetase subunit alpha,66.01,11.01,0.183362546,-2.583870129
PMT1849,hypothetical protein,181.01,30.01,0.189788737,-2.592554178
PMT1850,cytochrome c oxidase subunit Va,238.01,39.01,0.15186889,-2.609106286
PMT0808,hypothetical protein,80.01,13.01,0.209256253,-2.620559364
PMT1034,hypothetical protein,31.01,5.01,1,-2.629851017
PMT1661,SMF family protein,25.01,4.01,1,-2.640830916
PMT2140,thiamine biosynthesis oxidoreductase,25.01,4.01,1,-2.640830916
PMT0903,glucose-methanol-choline oxidoreductase,19.01,3.01,1,-2.65892314
PMT1519,Iron-containing alcohol dehydrogenase,19.01,3.01,1,-2.65892314
PMT1620,thymidylate synthase,51.01,8.01,0.097412217,-2.670905953
PMT0181,Fe-S oxidoreductase,13.01,2.01,1,-2.694353556
PMT0518,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,13.01,2.01,1,-2.694353556
PMT0045,GMP synthase,52.01,8.01,0.050469054,-2.69891489
PMT1652,septum site-determining protein,52.01,8.01,0.173256339,-2.69891489
PMT0927,UBA/TS-N domain-containing protein,124.01,19.01,0.091491791,-2.705626025
PMT1504,high light inducible protein,314.01,48.01,0.116121798,-2.709403663
PMT1426,hypothetical protein,47.01,7.01,0.158155019,-2.745481331
PMT1580,hypothetical protein,27.01,4.01,1,-2.751819498
PMT0867,LuxR family regulatory protein,14.01,2.01,1,-2.801189549
PMT0667,3-dehydroquinate synthase,21.01,3.01,1,-2.80324077
PMT0863,glucosylglycerolphosphate phosphatase,51.01,7.01,0.086281585,-2.863293751
PMT0097,hypothetical protein,22.01,3.01,1,-2.870323753
PMT1123,lycopene beta cyclase,38.01,5.01,0.063805865,-2.923496517
PMT0625,hypothetical protein,16.01,2.01,1,-2.993705901
PMT1913,hypothetical protein,33.01,4.01,1,-3.041228997
PMT2200,4Fe-4S ferredoxin,19.01,2.01,1,-3.241491125
PMT0790,hypothetical protein,29.01,3.01,1,-3.268714903
PMT0778,uracil-DNA glycosylase,30.01,3.01,1,-3.317607927
PMT1147,dienelactone hydrolase,23.01,2.01,1,-3.516993577
PMT2220,organic radical activating protein,24.01,2.01,1,-3.578367997
PMT1396,hypothetical protein,13.01,1.01,1,-3.687193764
PMT0230,"UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase",26.01,2.01,1,-3.693798993
PMT1303,ligand-binding domain-containing protein,28.01,2.01,1,-3.800674577
PMT1092,phospholipid/glycerol acyltransferase,31.01,2.01,1,-3.947466119
PMT0548,short-chain dehydrogenase/reductase,16.01,1.01,1,-3.98654611
PMT1327,exopolyphosphatase,16.01,1.01,1,-3.98654611
PMT0644,Holliday junction DNA helicase RuvA,20.01,1.01,1,-4.308293969
PMT0734,arginine repressor domain-containing protein,22.01,1.01,1,-4.445731947
PMT1593,hypothetical protein,23.01,1.01,1,-4.509833785
PMT0169,chitin synthase,26.01,1.01,1,-4.686639201
PMT0197,methionine salvage pathway protein E-2/E-2',27.01,1.01,1,-4.741066442
PMT1237,"histidine kinase-, DNA gyrase B-, phy",28.01,1.01,1,-4.793514785
PMT1104,"cobyrinic acid a,c-diamide synthase",31.01,1.01,1,-4.940306328
PMT1278,Paralytic/GBP/PSP peptide,33.01,1.01,1,-5.03047594
PMT0297,hypothetical protein,1.01,0.01,1,-6.658211483
PMT0451,hypothetical protein,1.01,0.01,1,-6.658211483
PMT0452,hypothetical protein,1.01,0.01,1,-6.658211483
PMT0881,hypothetical protein,1.01,0.01,1,-6.658211483
PMT0888,hypothetical protein,1.01,0.01,1,-6.658211483
PMT0957,hypothetical protein,1.01,0.01,1,-6.658211483
PMT0960,hypothetical protein,1.01,0.01,1,-6.658211483
PMT0996,"two component sensor histidine kinase fragment, likely pseudogene",1.01,0.01,1,-6.658211483
PMT0997,"two component sensor histidine kinase fragment, pseudogene",1.01,0.01,1,-6.658211483
PMT1005,gamma-thionins family protein,1.01,0.01,1,-6.658211483
PMT1030,glucose-6-phosphate dehydrogenase,1.01,0.01,1,-6.658211483
PMT1390,hypothetical protein,1.01,0.01,1,-6.658211483
PMT1562,carbamoylphosphate synthase small subunit,1.01,0.01,1,-6.658211483
PMT1579,hypothetical protein,1.01,0.01,1,-6.658211483
PMT1599,magnesium chelatase family protein,1.01,0.01,1,-6.658211483
PMT1876,hypothetical protein,1.01,0.01,1,-6.658211483
PMT2052,hypothetical protein,1.01,0.01,1,-6.658211483
PMT0084,glucose-1-phosphate thymidylyltransferase,2.01,0.01,1,-7.651051691
PMT0153,hypothetical protein,2.01,0.01,1,-7.651051691
PMT0289,ComEC/Rec2-like protein,2.01,0.01,1,-7.651051691
PMT0291,hypothetical protein,2.01,0.01,1,-7.651051691
PMT0298,hypothetical protein,2.01,0.01,1,-7.651051691
PMT0299,cation-dependent mannose-6-phosphate,2.01,0.01,1,-7.651051691
PMT0491,acylamino-acid-releasing enzyme,2.01,0.01,1,-7.651051691
PMT0826,hypothetical protein,2.01,0.01,1,-7.651051691
PMT0834,hypothetical protein,2.01,0.01,1,-7.651051691
PMT0887,SAP domain-containing protein,2.01,0.01,1,-7.651051691
PMT0984,"neurohypophysial hormones, C-terminal",2.01,0.01,1,-7.651051691
PMT1388,hypothetical protein,2.01,0.01,1,-7.651051691
PMT1656,hypothetical protein,2.01,0.01,1,-7.651051691
PMT0382,Signal peptidase I,3.01,0.01,1,-8.233619677
PMT0828,hypothetical protein,3.01,0.01,1,-8.233619677
PMT0889,hypothetical protein,3.01,0.01,1,-8.233619677
PMT0931,"SecA protein, amino terminal region",3.01,0.01,1,-8.233619677
PMT0988,hypothetical protein,3.01,0.01,1,-8.233619677
PMT1020,hypothetical protein,3.01,0.01,1,-8.233619677
PMT1597,hypothetical protein,3.01,0.01,1,-8.233619677
PMT1699,site-specific recombinase,3.01,0.01,1,-8.233619677
PMT0219,tropomyosin,4.01,0.01,1,-8.647458426
PMT0237,hypothetical protein,4.01,0.01,1,-8.647458426
PMT0294,site-specific recombinase,4.01,0.01,1,-8.647458426
PMT0337,hypothetical protein,4.01,0.01,1,-8.647458426
PMT0563,hypothetical protein,4.01,0.01,1,-8.647458426
PMT0614,hypothetical protein,4.01,0.01,1,-8.647458426
PMT0852,HAMP domain-containing protein,4.01,0.01,1,-8.647458426
PMT0880,hypothetical protein,4.01,0.01,1,-8.647458426
PMT1598,ATPase AAA,4.01,0.01,1,-8.647458426
PMT1916,hypothetical protein,4.01,0.01,1,-8.647458426
PMT0640,hypothetical protein,5.01,0.01,1,-8.968666793
PMT0932,hypothetical protein,5.01,0.01,1,-8.968666793
PMT0953,M1 family peptidase,5.01,0.01,1,-8.968666793
PMT1139,glycosyl hydrolase family protein,5.01,0.01,1,-8.968666793
PMT2050,hypothetical protein,5.01,0.01,1,-8.968666793
PMT0218,hypothetical protein,6.01,0.01,1,-9.231221181
PMT0377,hypothetical protein,6.01,0.01,1,-9.231221181
PMT0837,DNA-3-methyladenine glycosylase,6.01,0.01,1,-9.231221181
PMT0966,hypothetical protein,6.01,0.01,1,-9.231221181
PMT0975,ribosomal protein L36,6.01,0.01,1,-9.231221181
PMT1006,cystine-knot domain-containing protein,6.01,0.01,1,-9.231221181
PMT1383,hypothetical protein,6.01,0.01,1,-9.231221181
PMT1529,hypothetical protein,6.01,0.01,1,-9.231221181
PMT2212,peptidyl-tRNA hydrolase domain-containing protein,6.01,0.01,1,-9.231221181
PMT0247,hypothetical protein,7.01,0.01,1,-9.453270634
PMT0264,hypothetical protein,7.01,0.01,1,-9.453270634
PMT0410,hypothetical protein,7.01,0.01,1,-9.453270634
PMT0883,hypothetical protein,7.01,0.01,1,-9.453270634
PMT0936,hypothetical protein,7.01,0.01,1,-9.453270634
PMT0954,hypothetical protein,7.01,0.01,1,-9.453270634
PMT1842,pentapeptide repeat-containing protein,7.01,0.01,1,-9.453270634
PMT0412,chalcone synthase (CHS),8.01,0.01,1,-9.645658432
PMT0798,glutamine amidotransferase,8.01,0.01,1,-9.645658432
