seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags,ec_numbers
NC_010475.1,SYNPCC7002_RS03205,,SYNPCC7002_RS03205,SYNPCC7002_A0642,Protein Homology,672720,673751,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306271.1,isochorismatase,WP_012306271.1,,,,,SYNPCC7002_A0642,
NC_010475.1,cynS,cynS,SYNPCC7002_RS03210,SYNPCC7002_A0643,Protein Homology,674227,674670,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306491.1,cyanase,WP_012306272.1,"GO:0009439,GO:0008824",,cyanate hydratase activity|0008824||IEA,cyanate metabolic process|0009439||IEA,SYNPCC7002_A0643,4.2.1.104
NC_010475.1,hemJ,hemJ,SYNPCC7002_RS03215,SYNPCC7002_A0644,Protein Homology,674799,675413,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306273.1,protoporphyrinogen oxidase HemJ,WP_012306273.1,,,,,SYNPCC7002_A0644,
NC_010475.1,SYNPCC7002_RS03220,,SYNPCC7002_RS03220,SYNPCC7002_A0645,Protein Homology,675502,676212,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306274.1,hypothetical protein,WP_012306274.1,,,,,SYNPCC7002_A0645,
NC_010475.1,SYNPCC7002_RS16625,,SYNPCC7002_RS16625,SYNPCC7002_RS16625,GeneMarkS-2+,676266,676412,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156785464.1,,,,,,
NC_010475.1,SYNPCC7002_RS03225,,SYNPCC7002_RS03225,SYNPCC7002_A0646,GeneMarkS-2+,676420,677151,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_143589366.1,,,,,SYNPCC7002_A0646,
NC_010475.1,SYNPCC7002_RS03230,,SYNPCC7002_RS03230,SYNPCC7002_A0647,Protein Homology,677167,677550,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306276.1,DUF2358 domain-containing protein,WP_012306276.1,,,,,SYNPCC7002_A0647,
NC_010475.1,SYNPCC7002_RS03235,,SYNPCC7002_RS03235,SYNPCC7002_A0648,Protein Homology,677567,679102,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306277.1,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,WP_012306277.1,,,,,SYNPCC7002_A0648,
NC_010475.1,mutL,mutL,SYNPCC7002_RS03240,SYNPCC7002_A0649,Protein Homology,679147,680844,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306278.1,DNA mismatch repair endonuclease MutL,WP_012306278.1,,,,,SYNPCC7002_A0649,
NC_010475.1,SYNPCC7002_RS03245,,SYNPCC7002_RS03245,SYNPCC7002_A0650,Protein Homology,681001,681483,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306279.1,Uma2 family endonuclease,WP_012306279.1,"GO:0003676,GO:0004519",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA",,SYNPCC7002_A0650,
NC_010475.1,SYNPCC7002_RS17045,,SYNPCC7002_RS17045,SYNPCC7002_A0651,GeneMarkS-2+,681440,682303,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012306280.1,,,,,SYNPCC7002_A0651,
NC_010475.1,ilvD,ilvD,SYNPCC7002_RS03255,SYNPCC7002_A0652,Protein Homology,682399,684084,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009543544.1,dihydroxy-acid dehydratase,WP_012306281.1,"GO:0009082,GO:0004160,GO:0051536",,"dihydroxy-acid dehydratase activity|0004160||IEA,iron-sulfur cluster binding|0051536||IEA",branched-chain amino acid biosynthetic process|0009082||IEA,SYNPCC7002_A0652,4.2.1.9
NC_010475.1,SYNPCC7002_RS03260,,SYNPCC7002_RS03260,SYNPCC7002_A0653,GeneMarkS-2+,684178,685407,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041443356.1,,,,,SYNPCC7002_A0653,
NC_010475.1,SYNPCC7002_RS03270,,SYNPCC7002_RS03270,SYNPCC7002_A0654,Protein Homology,685816,686292,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306283.1,Hsp20/alpha crystallin family protein,WP_012306283.1,,,,,SYNPCC7002_A0654,
NC_010475.1,SYNPCC7002_RS03275,,SYNPCC7002_RS03275,SYNPCC7002_A0655,Protein Homology,686661,687644,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009459052.1,alpha-ketoacid dehydrogenase subunit beta,WP_012306284.1,,,,,SYNPCC7002_A0655,
NC_010475.1,secD,secD,SYNPCC7002_RS03280,SYNPCC7002_A0656,Protein Homology,687685,689088,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306285.1,protein translocase subunit SecD,WP_012306285.1,"GO:0006886,GO:0043952,GO:0015450,GO:0031522",cell envelope Sec protein transport complex|0031522||IEA,protein-transporting ATPase activity|0015450||IEA,"intracellular protein transport|0006886||IEA,protein transport by the Sec complex|0043952||IEA",SYNPCC7002_A0656,
NC_010475.1,secF,secF,SYNPCC7002_RS03285,SYNPCC7002_A0657,Protein Homology,689121,690092,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_041443358.1,protein translocase subunit SecF,WP_041443358.1,"GO:0006886,GO:0043952,GO:0015450,GO:0031522",cell envelope Sec protein transport complex|0031522||IEA,protein-transporting ATPase activity|0015450||IEA,"intracellular protein transport|0006886||IEA,protein transport by the Sec complex|0043952||IEA",SYNPCC7002_A0657,
NC_010475.1,SYNPCC7002_RS03290,,SYNPCC7002_RS03290,SYNPCC7002_A0658,Protein Homology,690178,690573,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306287.1,hypothetical protein,WP_012306287.1,,,,,SYNPCC7002_A0658,
NC_010475.1,SYNPCC7002_RS03295,,SYNPCC7002_RS03295,SYNPCC7002_A0659,Protein Homology,690808,691899,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306288.1,LuxR C-terminal-related transcriptional regulator,WP_012306288.1,GO:0006355,,,regulation of DNA-templated transcription|0006355||IEA,SYNPCC7002_A0659,
NC_010475.1,SYNPCC7002_RS17275,,SYNPCC7002_RS17275,SYNPCC7002_A0660,Protein Homology,691896,692363,-,,,COORDINATES: protein motif:HMM:NF025637.5,HNH endonuclease,WP_012306289.1,"GO:0003676,GO:0004519",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA",,SYNPCC7002_A0660,
NC_010475.1,SYNPCC7002_RS03305,,SYNPCC7002_RS03305,SYNPCC7002_A0661,Protein Homology,692367,692639,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306290.1,hypothetical protein,WP_012306290.1,,,,,SYNPCC7002_A0661,
NC_010475.1,SYNPCC7002_RS03310,,SYNPCC7002_RS03310,SYNPCC7002_A0662,Protein Homology,692790,694028,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306291.1,MSMEG_0569 family flavin-dependent oxidoreductase,WP_012306291.1,,,,,SYNPCC7002_A0662,
NC_010475.1,SYNPCC7002_RS03315,,SYNPCC7002_RS03315,SYNPCC7002_A0663,Protein Homology,694432,694914,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_010478963.1,MSMEG_0572/Sll0783 family nitrogen starvation response protein,WP_012306292.1,,,,,SYNPCC7002_A0663,
NC_010475.1,SYNPCC7002_RS03320,,SYNPCC7002_RS03320,SYNPCC7002_A0664,Protein Homology,695083,696090,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306293.1,Nit6803 family nitrilase,WP_012306293.1,"GO:0009058,GO:0000257",,nitrilase activity|0000257||IEA,biosynthetic process|0009058||IEA,SYNPCC7002_A0664,
NC_010475.1,SYNPCC7002_RS03325,,SYNPCC7002_RS03325,SYNPCC7002_A0665,Protein Homology,696127,697209,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306294.1,MSMEG_0568 family radical SAM protein,WP_012306294.1,"GO:0009058,GO:0046500,GO:0051539",,4 iron%2C 4 sulfur cluster binding|0051539||IEA,"biosynthetic process|0009058||IEA,S-adenosylmethionine metabolic process|0046500||IEA",SYNPCC7002_A0665,
NC_010475.1,SYNPCC7002_RS03330,,SYNPCC7002_RS03330,SYNPCC7002_A0666,Protein Homology,697224,697742,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306295.1,MSMEG_0567/Sll0786 family nitrogen starvation N-acetyltransferase,WP_012306295.1,,,,,SYNPCC7002_A0666,
NC_010475.1,SYNPCC7002_RS03335,,SYNPCC7002_RS03335,SYNPCC7002_A0667,Protein Homology,697769,698746,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306296.1,sll0787 family AIR synthase-like protein,WP_012306296.1,"GO:0009058,GO:0003824",,catalytic activity|0003824||IEA,biosynthetic process|0009058||IEA,SYNPCC7002_A0667,
NC_010475.1,SYNPCC7002_RS03340,,SYNPCC7002_RS03340,SYNPCC7002_RS03340,Protein Homology,698752,699039,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015133640.1,MSMEG_0570 family nitrogen starvation response protein,WP_041443359.1,,,,,,
NC_010475.1,SYNPCC7002_RS03345,,SYNPCC7002_RS03345,SYNPCC7002_A0668,Protein Homology,699044,699535,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306297.1,TolB family protein,WP_041443360.1,,,,,SYNPCC7002_A0668,
NC_010475.1,SYNPCC7002_RS03350,,SYNPCC7002_RS03350,SYNPCC7002_A0669,Protein Homology,699559,700005,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306298.1,hypothetical protein,WP_234991316.1,,,,,SYNPCC7002_A0669,
NC_010475.1,SYNPCC7002_RS03355,,SYNPCC7002_RS03355,SYNPCC7002_A0670,Protein Homology,700150,701202,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306299.1,tocopherol cyclase family protein,WP_012306299.1,,,,,SYNPCC7002_A0670,
NC_010475.1,pdxA,pdxA,SYNPCC7002_RS03360,SYNPCC7002_A0671,Protein Homology,701132,702208,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306300.1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,WP_012306300.1,,,,,SYNPCC7002_A0671,
NC_010475.1,msrB,msrB,SYNPCC7002_RS03365,SYNPCC7002_A0672,Protein Homology,702281,702682,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306301.1,peptide-methionine (R)-S-oxide reductase MsrB,WP_012306301.1,"GO:0006979,GO:0030091,GO:0033743",,peptide-methionine (R)-S-oxide reductase activity|0033743||IEA,"response to oxidative stress|0006979||IEA,protein repair|0030091||IEA",SYNPCC7002_A0672,1.8.4.12
NC_010475.1,SYNPCC7002_RS03370,,SYNPCC7002_RS03370,SYNPCC7002_A0673,GeneMarkS-2+,702912,703082,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_223209840.1,,,,,SYNPCC7002_A0673,
NC_010475.1,argF,argF,SYNPCC7002_RS03375,SYNPCC7002_A0674,Protein Homology,703097,704017,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306303.1,ornithine carbamoyltransferase,WP_012306303.1,"GO:0042450,GO:0004585",,ornithine carbamoyltransferase activity|0004585||IEA,arginine biosynthetic process via ornithine|0042450||IEA,SYNPCC7002_A0674,2.1.3.3
NC_010475.1,SYNPCC7002_RS03380,,SYNPCC7002_RS03380,SYNPCC7002_A0675,Protein Homology,704252,706165,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306304.1,long-chain fatty acid--CoA ligase,WP_041443361.1,,,,,SYNPCC7002_A0675,
NC_010475.1,SYNPCC7002_RS03385,,SYNPCC7002_RS03385,SYNPCC7002_A0676,Protein Homology,706286,706729,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002735919.1,YlqD family protein,WP_012306305.1,,,,,SYNPCC7002_A0676,
NC_010475.1,SYNPCC7002_RS03390,,SYNPCC7002_RS03390,SYNPCC7002_A0677,Protein Homology,706817,707653,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306306.1,prephenate/arogenate dehydrogenase,WP_012306306.1,,,,,SYNPCC7002_A0677,
NC_010475.1,SYNPCC7002_RS03395,,SYNPCC7002_RS03395,SYNPCC7002_A0678,Protein Homology,707723,708391,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306307.1,protein-L-isoaspartate(D-aspartate) O-methyltransferase,WP_012306307.1,"GO:0036211,GO:0004719",,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity|0004719||IEA,protein modification process|0036211||IEA,SYNPCC7002_A0678,2.1.1.77
NC_010475.1,SYNPCC7002_RS03400,,SYNPCC7002_RS03400,SYNPCC7002_A0679,Protein Homology,708549,708926,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015134579.1,DUF1823 family protein,WP_041443776.1,,,,,SYNPCC7002_A0679,
NC_010475.1,SYNPCC7002_RS03405,,SYNPCC7002_RS03405,SYNPCC7002_A0680,Protein Homology,708930,709739,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306309.1,MOSC domain-containing protein,WP_012306309.1,,,,,SYNPCC7002_A0680,
NC_010475.1,trpE,trpE,SYNPCC7002_RS03410,SYNPCC7002_A0681,Protein Homology,709762,711282,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306310.1,anthranilate synthase component I,WP_012306310.1,"GO:0000162,GO:0004049",,anthranilate synthase activity|0004049||IEA,tryptophan biosynthetic process|0000162||IEA,SYNPCC7002_A0681,4.1.3.27
NC_010475.1,SYNPCC7002_RS03415,,SYNPCC7002_RS03415,SYNPCC7002_A0682,Protein Homology,711498,711926,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306311.1,photosystem I reaction center subunit II PsaD,WP_012306311.1,"GO:0015979,GO:0009522,GO:0009538","photosystem I|0009522||IEA,photosystem I reaction center|0009538||IEA",,photosynthesis|0015979||IEA,SYNPCC7002_A0682,
NC_010475.1,SYNPCC7002_RS03420,,SYNPCC7002_RS03420,SYNPCC7002_A0683,Protein Homology,712243,713127,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306312.1,alpha/beta hydrolase,WP_012306312.1,,,,,SYNPCC7002_A0683,
NC_010475.1,rimK,rimK,SYNPCC7002_RS03425,SYNPCC7002_A0684,Protein Homology,713150,714055,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013324685.1,30S ribosomal protein S6--L-glutamate ligase,WP_012306313.1,"GO:0036211,GO:0005524,GO:0046872",,"ATP binding|0005524||IEA,metal ion binding|0046872||IEA",protein modification process|0036211||IEA,SYNPCC7002_A0684,6.3.2.-
NC_010475.1,SYNPCC7002_RS03430,,SYNPCC7002_RS03430,SYNPCC7002_A0685,Protein Homology,714052,714510,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306314.1,RimK/LysX family protein,WP_012306314.1,,,,,SYNPCC7002_A0685,
NC_010475.1,SYNPCC7002_RS03435,,SYNPCC7002_RS03435,SYNPCC7002_A0686,Protein Homology,714555,715337,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015955744.1,ABC transporter permease,WP_012306315.1,,,,,SYNPCC7002_A0686,
NC_010475.1,SYNPCC7002_RS03440,,SYNPCC7002_RS03440,SYNPCC7002_A0687,Protein Homology,715348,715881,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306316.1,DUF4330 domain-containing protein,WP_012306316.1,,,,,SYNPCC7002_A0687,
NC_010475.1,SYNPCC7002_RS03445,,SYNPCC7002_RS03445,SYNPCC7002_A0688,GeneMarkS-2+,715964,716485,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_041443363.1,,,,,SYNPCC7002_A0688,
NC_010475.1,SYNPCC7002_RS03450,,SYNPCC7002_RS03450,SYNPCC7002_A0689,Protein Homology,716577,718787,-,,,COORDINATES: protein motif:HMM:NF013736.5,ATP-binding protein,WP_049761557.1,,,,,SYNPCC7002_A0689,
NC_010475.1,SYNPCC7002_RS03455,,SYNPCC7002_RS03455,SYNPCC7002_A0690,Protein Homology,718941,720329,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306319.1,IctB family putative bicarbonate transporter,WP_012306319.1,,,,,SYNPCC7002_A0690,
NC_010475.1,rsgA,rsgA,SYNPCC7002_RS03460,SYNPCC7002_A0691,Protein Homology,720376,721473,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306320.1,small ribosomal subunit biogenesis GTPase RsgA,WP_012306320.1,,,,,SYNPCC7002_A0691,3.6.1.-
NC_010475.1,SYNPCC7002_RS03465,,SYNPCC7002_RS03465,SYNPCC7002_A0692,Protein Homology,721449,721703,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306321.1,sulfurtransferase TusA family protein,WP_012306321.1,GO:0097163,,sulfur carrier activity|0097163||IEA,,SYNPCC7002_A0692,
NC_010475.1,dnaJ,dnaJ,SYNPCC7002_RS03470,SYNPCC7002_A0693,Protein Homology,721700,722836,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306322.1,molecular chaperone DnaJ,WP_012306322.1,,,,,SYNPCC7002_A0693,
NC_010475.1,dnaK,dnaK,SYNPCC7002_RS03475,SYNPCC7002_A0694,Protein Homology,722958,724913,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002756046.1,molecular chaperone DnaK,WP_012306323.1,,,,,SYNPCC7002_A0694,
NC_010475.1,grpE,grpE,SYNPCC7002_RS03480,SYNPCC7002_A0695,Protein Homology,725030,725779,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306324.1,nucleotide exchange factor GrpE,WP_012306324.1,,,,,SYNPCC7002_A0695,
NC_010475.1,SYNPCC7002_RS03485,,SYNPCC7002_RS03485,SYNPCC7002_A0696,Protein Homology,726189,728210,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306325.1,GspE/PulE family protein,WP_012306325.1,"GO:0009306,GO:0005524",,ATP binding|0005524||IEA,protein secretion|0009306||IEA,SYNPCC7002_A0696,
NC_010475.1,SYNPCC7002_RS03490,,SYNPCC7002_RS03490,SYNPCC7002_A0697,Protein Homology,728330,729436,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007304493.1,type IV pilus twitching motility protein PilT,WP_012306326.1,"GO:0043107,GO:0005524",,ATP binding|0005524||IEA,type IV pilus-dependent motility|0043107||IEA,SYNPCC7002_A0697,
NC_010475.1,SYNPCC7002_RS03495,,SYNPCC7002_RS03495,SYNPCC7002_A0699,Protein Homology,729503,730741,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306328.1,type II secretion system F family protein,WP_012306328.1,"GO:0005886,GO:0016020","plasma membrane|0005886||IEA,membrane|0016020||IEA",,,SYNPCC7002_A0699,
NC_010475.1,SYNPCC7002_RS03500,,SYNPCC7002_RS03500,SYNPCC7002_A0700,Protein Homology,730750,731307,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306329.1,hypothetical protein,WP_012306329.1,,,,,SYNPCC7002_A0700,
NC_010475.1,SYNPCC7002_RS03505,,SYNPCC7002_RS03505,SYNPCC7002_A0701,Protein Homology,731304,732380,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306330.1,hypothetical protein,WP_012306330.1,,,,,SYNPCC7002_A0701,
NC_010475.1,SYNPCC7002_RS03510,,SYNPCC7002_RS03510,SYNPCC7002_A0702,Protein Homology,732408,733571,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306331.1,class I SAM-dependent methyltransferase,WP_041443364.1,,,,,SYNPCC7002_A0702,
NC_010475.1,SYNPCC7002_RS03515,,SYNPCC7002_RS03515,SYNPCC7002_A0703,Protein Homology,733641,734567,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015135010.1,homogentisate phytyltransferase,WP_041443778.1,,,,,SYNPCC7002_A0703,2.5.1.115
NC_010475.1,SYNPCC7002_RS03520,,SYNPCC7002_RS03520,SYNPCC7002_A0704,Protein Homology,734570,735340,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306333.1,alpha/beta fold hydrolase,WP_012306333.1,,,,,SYNPCC7002_A0704,
NC_010475.1,SYNPCC7002_RS03525,,SYNPCC7002_RS03525,SYNPCC7002_A0705,Protein Homology,735424,736446,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306334.1,daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein,WP_012306334.1,,,,,SYNPCC7002_A0705,
NC_010475.1,SYNPCC7002_RS03530,,SYNPCC7002_RS03530,SYNPCC7002_A0706,Protein Homology,736509,737351,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015135726.1,inositol monophosphatase family protein,WP_041443366.1,,,,,SYNPCC7002_A0706,
NC_010475.1,acsF,acsF,SYNPCC7002_RS03535,SYNPCC7002_A0707,Protein Homology,737601,738680,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012266667.1,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,WP_012306336.1,"GO:0015979,GO:0015995,GO:0046872,GO:0048529",,"metal ion binding|0046872||IEA,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity|0048529||IEA","photosynthesis|0015979||IEA,chlorophyll biosynthetic process|0015995||IEA",SYNPCC7002_A0707,1.14.13.81
NC_010475.1,typA,typA,SYNPCC7002_RS03540,SYNPCC7002_A0708,Protein Homology,738969,740762,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010871394.1,translational GTPase TypA,WP_012306337.1,"GO:0006412,GO:0006950,GO:0003924,GO:0005525",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA","translation|0006412||IEA,response to stress|0006950||IEA",SYNPCC7002_A0708,
NC_010475.1,SYNPCC7002_RS03545,,SYNPCC7002_RS03545,SYNPCC7002_A0709,Protein Homology,741040,741534,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306338.1,PH domain-containing protein,WP_012306338.1,,,,,SYNPCC7002_A0709,
NC_010475.1,SYNPCC7002_RS03550,,SYNPCC7002_RS03550,SYNPCC7002_A0710,Protein Homology,741531,742811,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306339.1,FAD-binding oxidoreductase,WP_012306339.1,"GO:0016491,GO:0050660",,"oxidoreductase activity|0016491||IEA,flavin adenine dinucleotide binding|0050660||IEA",,SYNPCC7002_A0710,
NC_010475.1,SYNPCC7002_RS16940,,SYNPCC7002_RS16940,SYNPCC7002_A0711,Protein Homology,742816,742989,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306340.1,hypothetical protein,WP_012306340.1,,,,,SYNPCC7002_A0711,
NC_010475.1,SYNPCC7002_RS03555,,SYNPCC7002_RS03555,SYNPCC7002_A0712,Protein Homology,743051,744850,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306341.1,ABC transporter ATP-binding protein,WP_012306341.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,SYNPCC7002_A0712,7.-.-.-
NC_010475.1,SYNPCC7002_RS03560,,SYNPCC7002_RS03560,SYNPCC7002_A0713,Protein Homology,744877,745632,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306342.1,phosphonate ABC transporter ATP-binding protein,WP_012306342.1,,,,,SYNPCC7002_A0713,
NC_010475.1,SYNPCC7002_RS03565,,SYNPCC7002_RS03565,SYNPCC7002_A0714,Protein Homology,745642,746475,-,,,COORDINATES: protein motif:HMM:NF012546.5,alpha/beta hydrolase,WP_049761559.1,GO:0016787,,hydrolase activity|0016787||IEA,,SYNPCC7002_A0714,
NC_010475.1,rlmN,rlmN,SYNPCC7002_RS03570,SYNPCC7002_A0715,Protein Homology,746668,747708,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306344.1,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,WP_012306344.1,"GO:0030488,GO:0070475,GO:0008757,GO:0016433",,"S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,rRNA (adenine) methyltransferase activity|0016433||IEA","tRNA methylation|0030488||IEA,rRNA base methylation|0070475||IEA",SYNPCC7002_A0715,2.1.1.192
NC_010475.1,SYNPCC7002_RS03575,,SYNPCC7002_RS03575,SYNPCC7002_A0716,Protein Homology,747743,748039,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306345.1,TatA/E family twin arginine-targeting protein translocase,WP_012306345.1,,,,,SYNPCC7002_A0716,
NC_010475.1,SYNPCC7002_RS03580,,SYNPCC7002_RS03580,SYNPCC7002_A0717,Protein Homology,748071,748535,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012306346.1,hypothetical protein,WP_012306346.1,,,,,SYNPCC7002_A0717,
