GENE,t=0h,t=3h,t=6h,t=12h,t=24h,t=48h,Nitrite,Urea,ANNOTATION
PMT0679,-0.421837187,-0.150608688,-0.227058059,-0.291077745,-0.37935804,-0.323746899,-0.289886891,0.083472347,pykF Pyruvate kinase
PMT0680,0.411302369,0.206396828,-0.245128212,-1.05470152,-0.958622822,-2.485693212,-0.533664618,-0.354635808,conserved hypothetical protein
PMT0681,0.37209784,-0.10824092,-0.228980593,-0.166387958,-0.104324328,-0.089993579,-0.119825781,0.390889871,conserved hypothetical protein
PMT0682,0.281201808,0.131164864,0.277853014,0.16070605,0.601309548,0.30937305,0.208310441,0.197383453,conserved hypothetical membrane protein
PMT0683,0.156168799,0.12792195,0.389817226,1.143443274,*1.62269743529756,0.14528206,0.342990849,0.188657342,conserved hypothetical protein
PMT0684,0.209708307,0.225513293,0.212251187,-0.500438567,-1.058886934,0.089647383,-0.131594256,-0.328522477,ilvA threonine dehydratase
PMT0685,0.264368017,0.069699113,-0.037338093,-0.323529966,-0.130302181,*0.713718735009003,-0.04078371,0.531755949,Dxs 1-deoxy-D-xylulose 5-phosphate synthase
PMT0686,-0.486366441,-0.497754791,-0.636926429,-0.091491127,-0.59465714,0.828552655,0.263799008,-0.042247129,NAD binding site
PMT0687,-0.135184719,0.070555645,0.066150085,-0.437409614,**-1.21554908254954,**-3.52637548727406,0.023888044,-0.030648696,psaK Photosystem I PsaK protein (subunit X)
PMT0688,0.102825721,-0.057294949,0.296501382,-0.037691386,-0.780069644,**-3.4632746861905,-0.133009532,-0.083586709,conserved hypothetical protein
PMT0689,0.261459227,-0.086375019,0.45752064,0.378030824,0.582478827,-0.328957309,-0.292913042,0.016062282,conserved hypothetical protein
PMT0690,-0.173260511,-0.273425939,-0.267625759,0.155081116,0.289391873,0.759328747,-0.165681445,0.048698461,conserved hypothetical protein
PMT0691,0.24279513,0.121083082,-0.435787203,0.511469565,-0.168609899,1.539761736,-0.249749085,0.230450621,"ABC transporter for sugars, ATP binding protein"
PMT0692,0.463300446,0.123290076,-0.461686946,-0.596756142,-0.683804444,-0.027666024,-0.223966449,0.062777384,"ABC transporter component, likely for sugartransport"
PMT0693,-0.119627514,-0.339234095,-0.508224921,-0.820289338,-1.324951907,-1.471015138,-0.392011242,0.210783487,"ABC transporter for sugars, membrane component"
PMT0694,-0.009199,0.057541571,-0.076288786,-0.263159091,0.097617206,-0.382887542,-0.269388446,0.201055106,"ABC transporter for sugars, solute-bindingprotein"
PMT0695,-0.067809164,-0.031306129,0.208242515,0.145377975,0.093746446,0.236950914,0.034394516,-0.346828691,"rpl28, rpmB 50S ribosomal protein L28"
PMT0696,0.027693202,-0.095877313,-0.160542873,-0.068684283,0.270330077,0.30341843,0.109626071,-0.073694974,htpG heat shock protein HtpG
PMT0697,0.245043067,0.078834664,*0.65264498996722,0.664483268,1.464894339,0.891559419,0.309700785,0.109963632,"ferredoxin, 4Fe-4S"
PMT0698,-0.019398541,0.069162255,0.062923856,0.163355666,-0.105965207,-0.487209786,0.008241985,0.240559015,"hisS tRNA synthetases, class-II (G, H, P and S)"
PMT0699,0.001220767,-0.07547044,-0.221833329,-0.411502402,-0.001806834,-0.076809769,-0.314491016,-0.152140344,"suhB,ssyA Inositolphosphatase/fructose-1,6-bisphosphatase:Inositol mon..."
PMT0700,0.116771373,0.051118549,-0.44422998,-0.297895945,-0.482140985,*-2.75513863235477,-0.386158785,-0.062385957,"putative phosphate ABC transporter, ATP bindingsubunit"
PMT0701,-0.252523747,-0.063198204,-0.278446436,-0.316548478,-0.275020301,-2.41426731,-0.235744865,0.124377337,"pstA,phoT putative phosphate ABC transporter"
PMT0702,0.062778818,0.12579327,0.156774221,0.136523342,0.320751454,-0.652226959,0.193086322,0.103884569,"pstC,phoW putative phosphate ABC transporter"
PMT0703,-0.057246398,-0.144549543,-0.364034288,0.066256638,-0.625115342,1.478497193,-0.017719771,0.333557765,"dnaK Molecular chaperone DnaK, heat shock proteinhsp70"
PMT0704,-0.018160454,-0.405352193,-0.496181425,-0.487400551,-1.400794123,-2.100972643,0.31476876,0.384684171,dnaJ2 DnaJ2 protein
PMT0705,0.068311189,0.028158546,0.143945305,-1.059577985,-0.499936953,-1.015410167,-0.453884989,*-1.03120973056685,conserved hypothetical protein
PMT0706,-0.467129591,-0.168040518,-0.581626826,-0.98882722,-1.316183732,-0.654077515,-0.391378433,-0.670494378,conserved hypothetical protein
PMT0707,0.13498572,-0.020544268,-0.06075024,-0.229403192,-0.14693936,0.162226997,-0.165076109,0.274633016,Cyclophilin-type peptidyl-prolyl cis-transisomerase
PMT0708,0.092172667,0.177422455,0.217292047,-0.455167478,-0.377600945,-0.144904379,-0.078869265,-0.495019427,"ribA/ribB possible GTP cyclohydrolase II /3,4-dihydroxy-2-butanone 4-phosphate synthase"
PMT0709,-0.604796556,0.057198579,-0.042801577,-0.088213007,-0.137145092,-0.066826283,-0.430336459,-0.187653299,hisH Semialdehydedehydrogenase:N-acetyl-gamma-glutamyl-phosphate ...
PMT0710,-0.063693117,-0.203585357,-0.044051739,0.418998291,0.543401476,0.199861355,0.327946959,-0.354642307,purN phosphoribosylglycinamide formyltransferase
PMT0711,-0.129840927,-0.110215808,0.198837643,-0.375330851,-1.203784192,-1.40669375,-0.218778759,0.092098299,PDZ domain (also known as DHR or GLGF)
PMT0712,0.357572057,0.663421729,-0.509600309,0.783830164,-0.63057153,0.331513366,-0.446470521,0.168741124,N-acetylmuramoyl-L-alanine amidase (family 2)
PMT0713,-0.590807499,-0.178885376,0.070793095,-0.083859216,0.232330002,-1.574575698,-0.356927719,-0.257279721,possible DnaB-like helicase
PMT0714,-0.207501092,0.165308234,-0.046930876,-0.316725799,-0.623055757,-1.185112517,-0.093660082,-0.349901268,pgi Phosphoglucose isomerase (PGI)
PMT0715,-0.34936317,-0.078889796,-0.488775805,-0.671666004,-0.571528015,0.093199702,-0.228822286,0.020869484,"leuS t-RNA synthetase, class Ia:Leucyl-tRNAsynthetase"
PMT0716,-0.048115385,0.029155807,0.158206424,-0.246025853,-0.077522749,0.684962084,-0.21761829,-0.205764648,dapF Diaminopimelate epimerase
PMT0717,-0.171516064,-0.204375158,-0.336067127,-0.81047314,-1.14810843,-0.753067482,0.032822105,-0.095857953,nifS possible cysteine desulfurase (class-Vaminotransferase family)
PMT0718,0.115670844,0.053823488,0.092021708,-0.503906608,-0.965709625,*-2.14079463085984,-0.228610855,-0.568247911,conserved hypothetical protein
PMT0719,0.000658608,-0.078598954,-0.064026214,0.347855198,0.484708197,-0.296743492,-0.201780204,-0.224045256,conserved hypothetical protein
PMT0720,-0.126895025,-0.164232139,-0.466247866,-0.318246031,0.190537716,0.019815805,0.261974558,0.262177114,"dacB, pbp putative D-Ala-D-Ala carboxypeptidase 3 (S13)family"
PMT0721,-0.280192708,0.06849287,-0.254372227,-0.071207442,0.09315233,0.058366047,-0.184424435,**-1.21830493134824,unnamed product
PMT0722,0.318312664,0.279874624,0.361567078,0.187881568,0.443676343,-0.106310893,-0.086582577,-0.27933809,coaD putative pantetheine-phosphateadenylyltransferase
PMT0723,0.615262119,0.172485871,0.494925992,-0.105941108,-0.167960291,-0.785315515,0.116887548,0.077318837,conserved hypothetical protein
PMT0724,0.306876652,0.125219865,-0.014350212,-0.527304852,-0.651587684,*-1.74620508270859,-0.030202855,-0.327528162,uvrC Excinuclease ABC subunit C (UvrC)
PMT0725,0.036334964,-0.108678077,-0.093331395,-1.023235968,*-1.57578169987126,*-2.45354743898262,-0.218623768,-0.153067489,conserved hypothetical protein
PMT0726,-0.143665855,-0.243152598,-0.094268467,-0.85708097,-1.02339963,-1.254440836,-0.323749552,-0.309781206,conserved hypothetical protein
PMT0727,0.044729513,0.096219601,0.071051072,-0.0738516,-0.673526019,-0.713378441,0.083375181,0.400833764,CobN cobalamin biosynthetic protein CobN
PMT0728,-0.228666568,0.09515068,-0.148610964,0.00219299,-1.128614829,-1.930440933,-0.04618135,-0.698748644,ilvE putative Branched-chain amino acidaminotransferase
PMT0729,0.086204203,-0.013129594,0.172672068,-0.374157771,-0.609378729,-1.228976579,-0.120198564,-0.007226041,metH putative methionine synthase
PMT0730,-0.118306979,0.149983191,0.293731457,-0.160041595,-0.660910186,**-1.40032826996750,-0.154284082,**-1.25314730667213,conserved hypothetical
PMT0731,-0.479010385,0.072643426,-0.008785907,-0.699934311,-0.716905606,-1.208163751,-0.477752904,0.77759002,conserved hypothetical protein
PMT0732,0.081678715,0.037422754,-0.051865727,0.510281991,0.42156976,*1.14299562038750,0.247223981,-0.078558823,possible ATP adenylyltransferase
PMT0733,-0.259408845,-0.652815152,0.222790141,-0.445685886,0.430335062,0.639146315,0.104814779,0.221451075,conserved hypothetical protein
PMT0734,-0.22834749,-0.045306065,-0.364427828,0.253273665,0.400513222,**1.61798512954024,0.134030561,0.205005459,"possible Arginine repressor, C-terminal domain"
PMT0735,0.031906502,-0.003517269,0.034092615,-0.12924365,0.046261142,-0.204665321,0.288971825,0.273866033,conserved hypothetical protein
PMT0736,0.085114878,-0.073721202,-0.21247408,-0.407589635,-0.812468997,-3.018598883,-0.112838792,0.140626259,possible DnaJ domain
PMT0737,0.061967802,-0.184216143,-0.222730598,0.145846486,0.042731211,0.757537849,-0.649369907,0.042250812,SAM (and some other nucleotide) binding motif:RNAmethyltrans...
PMT0738,-0.120821093,0.067704721,-0.045504508,-0.174130112,-0.256792078,0.055726545,-0.143060476,-0.057346985,pheT Phenylalanyl-tRNA synthetase beta subunit
PMT0739,0.078716118,0.023846532,0.125107948,-0.16517287,**-1.02868540836840,**-1.27999405162350,0.008223796,-0.321487051,"rpl33, rpmG 50S ribosomal protein L33"
PMT0740,-0.178962688,-0.059094731,-0.212171962,-0.457732885,*-1.08943587162471,**-3.16881296473249,-0.098696886,-0.746255001,"rps18, rpsR 30S Ribosomal protein S18"
PMT0741,0.061495658,-0.24526905,-0.09318291,-0.054417398,-0.269209352,0.23915786,-0.035563558,0.036299034,probable ribonuclease II
PMT0742,-0.037436195,-0.201923658,-0.255533692,0.542433139,0.391572072,0.105193322,-0.009965548,0.096720922,conserved hypothetical protein
PMT0743,0.037140462,0.033709984,-0.154567852,0.198780837,0.363594661,0.295610901,-0.072984506,0.02197696,metG putative methionyl-tRNA synthetase
PMT0744,0.127692709,-0.176387538,-0.185198733,0.035054408,0.259409014,-0.33993581,-0.2226736,0.173627841,conserved hypothetical protein
PMT0745,-0.039907657,0.038229356,-1.521223666,-0.434325041,-1.174710402,-0.503932266,-0.394431095,-0.104168602,conserved hypothetical protein
PMT0746,-0.278441458,0.183735095,0.02719345,0.213185525,0.19888552,-0.8103505,0.310382883,-0.26556305,conserved hypothetical
PMT0747,0.405984043,0.375147788,0.283313883,0.363311074,*0.83469937456854,0.073290855,0.047571727,0.01970321,conserved hypothetical protein
PMT0748,-0.159965795,0.132240219,-0.213032187,-0.032221512,-0.079359012,*-1.31833239336316,-0.035297518,-0.26858702,CemA family protein
PMT0749,-0.711713331,-0.572525143,-0.844922771,-1.460804105,0.771208837,-0.539912831,-0.189948664,0.327772079,cobU/cobP putative cobinamide kinase
PMT0750,-0.185675199,0.077614473,0.188611315,-0.004336493,-0.207792358,-0.965088799,-0.640159712,0.491545792,putative tRNA/rRNA methyltransferase (SpoUfamily)
PMT0751,-0.411320541,-0.280604635,-0.18929782,-0.25411389,-0.459637003,0.879633878,-0.469264053,0.671984068,Peptidase family M23/M37
PMT0752,0.035134873,0.076931788,0.144958056,0.296185914,0.185749312,**-1.54494156341450,-0.132419651,-0.740897704,LysM motif:Peptidase family M23/M37
PMT0753,0.226164649,0.114633696,0.206821572,0.148638428,-0.405550972,-1.335471387,0.013735194,0.111078705,hypothetical
PMT0754,-0.40219867,-0.134744488,-0.410938811,-0.656184372,**-1.28342342877424,**-1.43951387600818,0.148721186,0.28373741,tpx thioredoxin peroxidase
PMT0755,-0.230189239,0.100529123,0.101701774,0.019202882,0.022356804,0.070887415,0.359568997,0.685731846,conserved hypothetical protein
PMT0756,-0.082869433,-0.140923173,0.045252645,-0.689295962,-0.815369085,-0.247371423,0.003971701,0.227004485,ftsH4 cell division protein FtsH4
PMT0757,0.492703285,0.197429718,0.27028369,-0.186846017,-0.704503136,**-1.90887733245412,0.022913215,*-0.95951945295199,"rpl32, rpmF 50S ribosomal protein L32"
PMT0758,-1.134656436,-0.056609161,-1.810891202,-0.757837047,-0.481015304,0.153735056,-1.201471315,-0.611542293,conserved hypothetical protein
PMT0759,0.11106143,0.080828949,0.506566652,0.868295465,0.189677957,-0.920041263,-0.605025771,-0.290767484,conserved hypothetical protein
PMT0760,-0.071172861,-0.051736759,0.1161954,0.161578449,1.083609226,1.275762496,-0.049395428,-0.043136971,Putative CbbY homolog
PMT0761,-0.195511103,-0.029991952,-0.362920003,0.317989599,0.060540964,1.212437671,0.223130092,-0.206997274,recJ DHH family:DHHA1domain:Single-stranded-DNA-specific exonucle...
PMT0762,-0.288759887,-0.123197142,-0.312610636,-0.357581104,-0.148373869,-0.976396149,-0.12792771,0.522017686,possible chloride channel
PMT0763,-0.014955956,-0.095137605,-0.149354547,0.027640415,-0.225080229,-0.69119206,0.031609651,-0.326695137,conserved hypothetical protein
PMT0765,-0.339542367,0.008877119,0.161930684,-0.005110103,-0.248891678,0.397636687,-0.23422521,0.242143401,conserved hypothetical protein
PMT0766,-0.093419391,-0.170481793,-0.423848767,-0.503703667,-0.489819485,0.053118025,0.121342959,0.095900801,zam putative acetazolamide conferring resistanceprotein Zam
PMT0767,0.207433877,-0.074517584,-0.348528743,0.068567787,-0.028727052,0.436897563,-0.083063811,0.458716011,ubiX putative 3-octaprenyl-4-hydroxybenzoatecarboxy-lyase
PMT0768,-0.119915916,-0.141718956,0.026257159,0.142102806,0.34166861,-0.071363514,0.268036705,0.58387519,conserved hypothetical protein
PMT0769,-0.039832706,0.130693748,0.310818622,-0.009085289,-0.068382203,-0.927960118,-0.160204408,-0.392898741,conserved hypothetical protein
PMT0770,-0.079990864,0.042257031,-0.030677931,-0.240631371,-0.455655067,-0.178377878,-0.179944088,-0.289140196,tldD putative modulator of DNA gyrase; TldD
PMT0771,-0.317764602,-0.250795096,0.022421174,0.131003999,0.082389955,0.073966416,-0.20029064,0.180079188,pmbA possible modulator of DNA gyrase
PMT0772,-0.131638371,0.153919525,-0.331647553,-0.16421341,-0.694207443,0.742188539,0.124669599,0.315510781,fmt putative methionyl-tRNA formyltransferase
PMT0773,-0.514698942,-0.733536445,-0.288914938,-0.566203049,-0.506496778,-2.443872315,0.209855215,-0.360590387,conserved hypothetical protein
PMT0774,0.07923053,0.040655836,-0.11923374,0.307235099,-0.638623064,**-3.67198839988905,0.062802768,0.438330095,Rieske iron-sulfur protein 2Fe-2S subunit
PMT0775,-0.18073507,-0.072077448,-0.354450645,-1.02337331,-0.718589846,-0.760231843,-0.027986459,0.210814962,Transcriptional-repair coupling factor
PMT0776,-0.033469619,0.012381373,0.254754406,0.423683922,0.452888864,-0.235542762,0.000842878,0.067163385,carboxyl-terminal processing protease
PMT0777,0.192650003,0.026758552,0.271492673,-0.225909295,-0.399216005,-0.732266556,0.182458653,-0.26864694,gcpE GcpE protein
PMT0778,0.582093967,-0.032193078,0.198766351,-1.030314025,0.305828113,-1.390944211,0.296895069,-0.15935111,Uracil-DNA glycosylase
PMT0779,0.026928784,0.299409281,0.125895134,0.58042653,0.658248494,0.874924546,0.11631099,-0.504807222,aspC Aminotransferases class-I
PMT0780,-0.103349863,0.008129456,-0.749965746,-1.338309456,-0.567270261,0.367225673,-0.229009769,-0.351518791,Putative phosphonate binding protein for ABCtransporter
PMT0781,-1.380014513,-0.388811011,0.201457247,-0.594250439,-1.079213321,-2.008258828,-0.697037239,0.34180175,Putative phosphonate ABC transporter
PMT0782,-0.499151317,-0.029220648,-0.273070386,-0.103731105,-1.119530805,0.425814131,-0.057933697,0.878825513,putative phosphonate ABC transporter
PMT0783,0.34269512,0.210226235,-0.739088357,-0.11347484,-0.227783479,1.116123414,0.18180571,0.230124945,conserved hypothetical protein
PMT0784,-0.284169249,-0.159929292,-0.519508463,-0.078230569,-1.714487076,-0.915072641,0.258050674,0.018295274,putative type III sigma factor
PMT0785,-0.099628029,0.450657853,0.033490995,-1.160920647,-0.912703312,*-2.28432253708009,0.230784973,0.305812821,conserved hypothetical protein
PMT0786,0.255190704,-0.315445378,0.1889422,-0.801064602,-0.617562866,-1.400531234,-0.162563373,-0.070833206,Conserved hypothetical protein 46
PMT0787,-0.019494669,-0.040041306,0.260608706,0.146012359,-0.163428899,0.2638761,-0.176786523,-0.101280774,conserved hypothetical protein
PMT0788,0.291262085,0.434973513,-0.027739208,-0.983424287,-0.548478297,-1.901781166,-0.117092659,-0.317993557,"possible ABC transporter, ATP-binding component"
PMT0789,0.15678287,0.078806139,0.321751957,0.217337009,0.284126688,0.270157957,0.326897609,0.096926563,conserved hypothetical protein
PMT0791,-0.279872285,-0.299955298,-0.278782584,-0.839623767,-1.283973447,-1.061987146,-0.083692757,0.09672362,prfC peptide chain release factor RF-3
PMT0792,0.471419504,0.247736302,-0.42631407,-0.85985895,-1.706456528,-2.239092283,-0.449422932,0.249159889,conserved hypothetical protein
PMT0793,-0.385461753,-0.233890315,-0.392800497,-0.624368759,-0.483423881,*-0.902076011741239,-0.406894336,0.055133414,nrdJ ribonucleotide reductase (Class II)
PMT0794,-0.437546734,-0.114194648,-0.060072823,0.531970266,0.032717799,-0.280773677,0.081895079,-0.13501288,possible Spectrin repeat
PMT0795,0.30958414,-0.122322101,-0.331480244,-1.08414612,-0.892319461,-0.66004283,-0.186256271,-0.120884904,conserved hypothetical protein
PMT0796,-0.468102976,-0.272498502,-0.16076567,-0.826693236,0.240158154,-2.472512114,-0.022037916,-1.074375135,possible Early Protein (E6)
PMT0797,0.164278187,0.248886819,0.02414081,0.25899411,0.144114208,-0.34219175,-0.199993639,0.919204742,"Fatty acid desaturase, type 2"
PMT0798,-0.318102207,-0.470224681,-0.200779276,-0.193045169,0.173571213,0.963180174,0.177672364,0.578656249,Glutamine amidotransferase class-I
PMT0799,0.299098489,0.374398547,0.112677119,0.265052608,0.507865515,-2.460019019,-0.2477114,-0.150726082,conserved hypothetical protein
PMT0800,0.073267101,0.373449196,-0.1786357,0.623359797,-1.367235046,-1.767175413,-0.162454193,-0.163666155,hypothetical
PMT0801,0.325698402,-0.269662897,0.153570538,-1.022276307,0.382377092,-0.441667067,-0.98611585,0.826853662,Flavodoxin
PMT0802,-0.079946995,-0.014161244,0.081583324,-0.227507662,0.118247675,0.288732936,0.177336145,0.152477789,som possible porin
PMT0803,0.156533645,0.0247922,0.059178997,-0.79070869,-0.704366208,0.445038697,0.090418281,-0.069334334,conserved hypothetical protein
PMT0804,-0.010685183,-0.09218935,-0.153799901,-0.174681356,0.173076533,**1.66316353322718,-0.189414876,0.687510516,two-component sensor histidine kinase
