gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2785713621	331	27.84	82	274	1	156	3.0e-23	102	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2785713622	363	63.17	1	363	1	372	0.0e+00	515	COG0012	Ribosome-binding ATPase YchF, GTP1/OBG family	372
2785713623	193	49.47	4	192	2	190	4.0e-66	243	COG0193	Peptidyl-tRNA hydrolase	190
2785713624	210	51.61	6	98	2	93	3.0e-24	104	COG1825	Ribosomal protein L25 (general stress protein Ctc)	93
2785713625	333	39.1	1	332	3	336	2.0e-98	352	COG1064	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	339
2785713627	315	60.76	1	314	2	314	7.0e-118	417	COG0462	Phosphoribosylpyrophosphate synthetase	314
2785713629	288	45.23	12	282	6	288	6.0e-85	307	COG1947	4-diphosphocytidyl-2C-methyl-D-erythritol kinase	289
2785713630	208	25.82	1	208	5	205	6.0e-29	120	COG3017	Outer membrane lipoprotein LolB, involved in outer membrane biogenesis	206
2785713631	424	46.28	1	417	1	413	3.0e-122	431	COG0373	Glutamyl-tRNA reductase	414
2785713632	361	69.42	1	361	1	363	0.0e+00	558	COG0216	Protein chain release factor A	363
2785713633	279	42.86	1	278	1	276	2.0e-73	269	COG2890	Methylase of polypeptide chain release factors	280
2785713635	123	41.73	1	123	2	128	1.0e-14	71.8	COG3094	Uncharacterized membrane protein SirB2	129
2785713636	284	64.03	5	281	2	279	1.0e-126	446	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	279
2785713638	300	26.58	6	298	1	297	5.0e-33	135	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785713639	230	42.03	20	223	10	207	4.0e-42	164	COG3571	Predicted hydrolase of the alpha/beta-hydrolase fold	213
2785713640	155	46.67	12	131	2	120	3.0e-25	107	COG2363	Uncharacterized membrane protein YgdD, TMEM256/DUF423 family	124
2785713641	365	45.98	3	363	1	358	5.0e-111	394	COG2933	23S rRNA C2498 (ribose-2'-O)-methylase RlmM	358
2785713642	695	56.34	3	692	6	695	0.0e+00	883	COG0480	Translation elongation factor EF-G, a GTPase	697
2785713643	149	48	1	149	2	151	3.0e-46	177	COG1513	Cyanate lyase	151
2785713644	636	23.9	16	251	6	251	3.0e-21	97	COG0631	Serine/threonine protein phosphatase PrpC	262
2785713645	282	31.42	1	255	3	252	5.0e-36	144	COG2116	Formate/nitrite transporter FocA, FNT family	265
2785713647	377	17	35	365	3	317	2.0e-14	73.7	COG1721	Uncharacterized conserved protein, DUF58 family, contains vWF domain	416
2785713648	315	40.32	1	304	11	324	1.0e-63	237	COG0714	MoxR-like ATPase	329
2785713650	261	27.63	1	256	1	181	5.0e-30	124	COG3057	Negative regulator of replication initiation	181
2785713651	550	57.03	25	550	1	521	0.0e+00	633	COG0033	Phosphoglucomutase	524
2785713652	825	46.87	11	820	1	750	0.0e+00	831	COG0058	Glucan phosphorylase	750
2785713654	434	45.56	171	418	2	248	2.0e-67	249	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2785713655	343	38.72	10	336	6	321	2.0e-67	249	COG2988	Succinylglutamate desuccinylase	324
2785713656	136	18.97	20	130	24	138	6.0e-12	63.1	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase	138
2785713657	108	52.34	1	107	1	107	2.0e-29	121	COG0393	Uncharacterized conserved protein YbjQ, UPF0145 family	108
2785713658	419	42.25	4	400	1	395	2.0e-83	303	COG1301	Na+/H+-dicarboxylate symporter	415
2785713661	378	34.75	1	378	10	409	3.0e-76	279	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2785713662	115	34.48	1	114	1	115	5.0e-29	119	COG1393	Arsenate reductase and related proteins, glutaredoxin family	117
2785713663	166	29.87	14	166	3	156	2.0e-22	98.4	COG2190	Phosphotransferase system IIA component	156
2785713664	129	33.33	2	127	3	128	2.0e-20	91.5	COG3603	Uncharacterized protein	128
2785713667	357	53.07	1	356	10	360	3.0e-119	421	COG3185	4-hydroxyphenylpyruvate dioxygenase and related hemolysins	363
2785713668	431	58.81	4	423	3	421	0.0e+00	520	COG3508	Homogentisate 1,2-dioxygenase	427
2785713669	142	27.19	24	137	13	120	8.0e-07	46.5	COG1846	DNA-binding transcriptional regulator, MarR family	126
2785713672	572	33.02	135	564	216	641	3.0e-85	309	COG5001	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	663
2785713673	644	26.48	424	638	22	239	2.0e-38	154	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2785713674	340	30.62	70	312	5	250	2.0e-39	156	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	258
2785713675	1015	24.54	1	1012	2	1009	0.0e+00	665	COG0841	Multidrug efflux pump subunit AcrB	1009
2785713676	377	22.34	10	368	9	365	3.0e-20	93.3	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2785713677	641	36.75	1	413	4	397	1.0e-57	218	COG0475	Kef-type K+ transport system, membrane component KefB	397
2785713678	216	32.39	18	178	1	175	2.0e-30	125	COG2249	Putative NADPH-quinone reductase (modulator of drug activity B)	189
2785713681	765	22.65	49	765	29	731	2.0e-54	207	COG1529	CO or xanthine dehydrogenase, Mo-binding subunit	731
2785713682	163	46.98	1	145	3	151	9.0e-52	196	COG2080	Aerobic-type carbon monoxide dehydrogenase, small subunit, CoxS/CutS family	156
2785713683	119	47.42	20	116	8	104	2.0e-24	104	COG1733	DNA-binding transcriptional regulator, HxlR family	120
2785713684	91	31.82	1	86	3	90	7.0e-11	58.8	COG1359	Quinol monooxygenase YgiN	100
2785713685	425	36.14	249	413	7	172	4.0e-33	136	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2785713686	419	40.68	4	416	6	402	3.0e-111	395	COG3748	Uncharacterized membrane protein	407
2785713687	430	29.58	1	421	3	404	1.0e-73	270	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	421
2785713688	108	35.9	1	108	8	124	4.0e-23	99.6	COG2351	5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family	124
2785713689	167	30.23	1	166	6	171	2.0e-11	62.2	COG3195	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase	176
2785713690	299	33.46	19	269	2	258	2.0e-41	163	COG1975	Xanthine and CO dehydrogenase maturation factor, XdhC/CoxF family	278
2785713691	788	54.06	18	780	17	776	0.0e+00	994	COG4631	Xanthine dehydrogenase, molybdopterin-binding subunit B	781
2785713692	481	41.34	1	481	8	493	0.0e+00	463	COG4630	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A	493
2785713693	214	22.62	16	181	14	175	2.0e-13	69.3	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2785713694	309	29.33	6	299	3	267	4.0e-33	135	COG0726	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family	267
2785713695	443	53.33	6	440	6	434	1.0e-111	396	COG2252	Xanthine/uracil/vitamin C permease, AzgA family	436
2785713696	332	42.18	1	332	2	340	3.0e-89	322	COG1816	Adenosine deaminase	345
2785713697	120	20.88	20	109	13	103	8.0e-03	32.4	COG2198	HPt (histidine-containing phosphotransfer) domain	122
2785713698	701	34.18	253	685	208	637	6.0e-82	299	COG5001	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	663
2785713699	306	37.62	10	303	131	429	2.0e-60	226	COG3706	Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain	435
2785713700	667	26.82	178	519	1	330	3.0e-40	160	COG0642	Signal transduction histidine kinase	336
2785713701	378	37.26	15	376	4	348	4.0e-70	258	COG5042	Purine nucleoside permease	349
2785713702	811	16.46	14	811	11	768	3.0e-23	104	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785713703	525	38.43	6	456	3	450	4.0e-85	309	COG2233	Xanthine/uracil permease	451
2785713704	492	24.83	154	436	57	340	8.0e-29	121	COG1816	Adenosine deaminase	345
2785713706	414	25.93	38	411	32	406	6.0e-37	148	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2785713707	422	40.5	15	413	3	383	1.0e-107	383	COG0075	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	383
2785713708	272	29.2	5	271	1	255	1.0e-07	50.8	COG0730	Uncharacterized membrane protein YfcA	258
2785713709	525	34.83	6	520	16	536	4.0e-115	408	COG0405	Gamma-glutamyltranspeptidase	539
2785713710	421	28.3	23	418	45	463	2.0e-62	233	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	475
2785713711	187	48.55	10	182	8	179	4.0e-42	164	COG3803	Uncharacterized conserved protein, DUF924 family	182
2785713712	277	26.24	5	271	1	281	5.0e-32	131	COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	281
2785713716	249	36.9	1	241	1	250	6.0e-40	157	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2785713717	294	45.36	1	291	1	283	4.0e-76	278	COG3001	Fructosamine-3-kinase	286
2785713718	638	55.72	34	635	1	583	0.0e+00	803	COG0441	Threonyl-tRNA synthetase	589
2785713719	144	72.73	2	144	34	175	3.0e-53	200	COG0290	Translation initiation factor IF-3	176
2785713720	65	62.5	1	64	1	64	5.0e-10	56	COG0291	Ribosomal protein L35	65
2785713721	118	79.66	1	118	1	118	1.0e-39	154	COG0292	Ribosomal protein L20	118
2785713722	469	54.05	1	329	2	333	0.0e+00	466	COG0836	Mannose-1-phosphate guanylyltransferase	333
2785713723	374	45.26	144	374	1	226	2.0e-67	249	COG2148	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	226
2785713725	401	21.04	24	395	95	462	4.0e-11	62.7	COG5338	Uncharacterized protein	468
2785713727	738	26.85	9	480	2	458	5.0e-59	223	COG3206	Uncharacterized protein involved in exopolysaccharide biosynthesis	458
2785713728	235	33.04	1	227	9	232	9.0e-42	163	COG4464	Tyrosine-protein phosphatase YwqE	254
2785713731	469	17.55	110	461	65	419	2.0e-07	50.9	COG3307	O-antigen ligase	424
2785713733	645	27.23	410	640	6	239	5.0e-38	153	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2785713735	379	22.37	9	379	6	379	2.0e-24	106	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2785713737	365	27.27	1	364	1	378	5.0e-27	115	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2785713738	286	18.25	1	283	3	282	2.0e-12	67.1	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2785713741	486	21.04	1	467	2	480	2.0e-15	77.8	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2785713743	269	25.21	27	238	9	239	5.0e-22	98.6	COG4424	LPS sulfotransferase NodH	250
2785713746	368	22.89	1	366	1	378	2.0e-29	123	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2785713747	353	22.06	1	334	35	371	2.0e-16	80	COG4645	Uncharacterized protein	410
2785713748	285	20.63	1	284	1	281	5.0e-15	75.2	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2785713749	638	33.04	1	324	12	355	1.0e-49	191	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	386
2785713750	191	33.52	5	180	8	175	8.0e-29	120	COG1045	Serine acetyltransferase	194
2785713752	544	27.43	18	538	6	479	1.0e-51	198	COG5421	Transposase	480
2785713754	326	56.63	1	324	4	335	2.0e-128	451	COG0016	Phenylalanyl-tRNA synthetase alpha subunit	335
2785713755	795	43.99	143	794	1	650	0.0e+00	643	COG0072	Phenylalanyl-tRNA synthetase beta subunit	650
2785713756	99	47.31	2	94	1	93	2.0e-28	117	COG0776	Bacterial nucleoid DNA-binding protein	94
2785713759	156	54.55	1	154	1	153	2.0e-35	141	COG2606	Cys-tRNA(Pro) deacylase, prolyl-tRNA editing enzyme YbaK/EbsC	155
2785713760	800	25.06	11	777	2	746	1.0e-62	235	COG2366	Acyl-homoserine lactone (AHL) acylase PvdQ	768
2785713761	340	38.42	1	336	5	336	2.0e-68	252	COG1472	Periplasmic beta-glucosidase and related glycosidases	397
2785713762	171	47.13	1	169	5	176	4.0e-47	180	COG2096	Cob(I)alamin adenosyltransferase	184
2785713764	1165	52.35	15	1162	4	1135	0.0e+00	1413	COG1197	Transcription-repair coupling factor (superfamily II helicase)	1139
2785713766	464	36.13	1	464	1	408	8.0e-82	297	COG4591	ABC-type transport system, involved in lipoprotein release, permease component	408
2785713767	187	22.4	1	179	2	169	4.0e-15	74.6	COG2236	Hypoxanthine phosphoribosyltransferase	192
2785713769	213	34.95	28	213	32	217	2.0e-34	138	COG3235	Uncharacterized membrane protein	223
2785713770	269	43.33	1	268	1	260	1.0e-83	303	COG0708	Exonuclease III	261
2785713773	146	33.86	21	144	10	136	3.0e-19	88	COG2166	Sulfur transfer protein SufE, Fe-S center assembly	144
2785713774	429	15.56	3	380	1	381	7.0e-06	45.8	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2785713775	281	27.09	1	249	11	256	2.0e-27	116	COG1639	HD-like signal output (HDOD) domain, no enzymatic activity	289
2785713776	271	21.23	1	270	3	283	1.0e-27	116	COG1946	Acyl-CoA thioesterase	289
2785713777	440	20	18	342	24	359	3.0e-16	80.2	COG2271	Sugar phosphate permease	448
2785713778	270	17.56	10	264	26	281	2.0e-12	66.6	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2785713779	428	54.46	12	414	2	386	0.0e+00	503	COG0448	ADP-glucose pyrophosphorylase	393
2785713784	677	47.98	1	669	1	643	0.0e+00	787	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit	645
2785713785	266	33.46	1	255	2	254	6.0e-42	164	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2785713786	535	46.08	12	535	1	526	0.0e+00	638	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component	526
2785713787	389	41.6	8	385	1	387	2.0e-99	356	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2785713788	135	32.8	10	132	1	123	1.0e-14	72.1	COG0789	DNA-binding transcriptional regulator, MerR family	124
2785713789	391	45.02	4	389	2	390	2.0e-80	293	COG0183	Acetyl-CoA acetyltransferase	392
2785713791	411	46.98	9	400	11	406	1.0e-117	416	COG3844	Kynureninase	407
2785713792	467	28.18	291	466	1	181	7.0e-20	92.1	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
2785713793	551	21.78	75	541	70	526	4.0e-39	156	COG1315	Uncharacterized conserved protein, DUF342 family	543
2785713794	476	48.95	2	476	7	474	0.0e+00	574	COG2925	Exonuclease I	475
2785713795	1260	32.23	448	747	49	335	1.0e-42	169	COG0642	Signal transduction histidine kinase	336
2785713796	355	47.28	45	353	2	307	4.0e-77	282	COG1446	Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily	307
2785713798	776	36.55	437	765	36	363	9.0e-60	225	COG4247	3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase)	364
2785713799	901	17.14	104	899	39	767	3.0e-29	124	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2785713801	423	28.21	307	422	3	119	2.0e-08	54.1	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2785713802	443	24.55	22	437	24	468	8.0e-53	201	COG1757	Na+/H+ antiporter NhaC	485
2785713803	1331	36.97	65	990	12	844	0.0e+00	739	COG1643	HrpA-like RNA helicase	845
2785713805	87	56.92	3	67	1	65	2.0e-18	84.3	COG3205	Uncharacterized membrane protein	72
2785713806	397	44.39	5	394	1	392	8.0e-115	407	COG1092	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	393
2785713807	325	38.41	1	323	1	324	3.0e-62	232	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2785713808	156	64.14	4	145	2	146	2.0e-52	198	COG0328	Ribonuclease HI	154
2785713809	239	37.18	1	231	13	240	1.0e-48	186	COG0847	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	243
2785713815	517	27.4	19	517	14	518	1.0e-65	244	COG4943	Environmental sensor c-di-GMP phosphodiesterase, contains periplasmic CSS-motif sensor and cytoplasmic EAL domain	524
2785713816	236	49.33	4	227	1	225	5.0e-78	283	COG1136	ABC-type lipoprotein export system, ATPase component	226
2785713817	408	35.04	1	407	4	405	2.0e-74	272	COG4591	ABC-type transport system, involved in lipoprotein release, permease component	408
2785713818	344	30.89	6	328	3	303	1.0e-33	137	COG3547	Transposase	303
2785713819	448	42.35	7	429	5	408	4.0e-89	322	COG1301	Na+/H+-dicarboxylate symporter	415
2785713821	446	59.78	1	445	1	441	0.0e+00	603	COG3724	Succinylarginine dihydrolase	442
2785713822	884	47.94	3	602	1	570	0.0e+00	663	COG0550	DNA topoisomerase IA	570
2785713823	183	39.46	3	183	44	215	3.0e-20	91.7	COG3122	Uncharacterized conserved protein YaiL, DUF2058 family	215
2785713825	303	27.05	1	289	1	288	3.0e-34	139	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785713826	212	27.44	5	207	2	184	9.0e-21	93.9	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	192
2785713827	260	35.71	23	260	27	263	1.0e-54	207	COG1526	Formate dehydrogenase assembly factor FdhD	266
2785713828	774	25.44	32	764	27	765	1.0e-105	377	COG0243	Anaerobic selenocysteine-containing dehydrogenase	765
2785713829	336	20.2	13	210	1	155	1.0e-07	50.8	COG3576	Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily	173
2785713830	225	25.94	14	218	1	209	1.0e-24	107	COG0625	Glutathione S-transferase	211
2785713831	153	67.76	2	153	3	154	1.0e-57	215	COG3558	Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily	154
2785713832	302	27.03	4	293	3	292	1.0e-35	143	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785713833	154	50.33	1	150	2	152	5.0e-51	193	COG2153	Predicted N-acyltransferase, GNAT family	155
2785713834	275	29.82	50	271	1	226	7.0e-22	98.1	COG1011	FMN phosphatase YigB, HAD superfamily	229
2785713835	225	38.94	1	221	1	225	1.0e-47	183	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2785713836	523	30.99	182	521	1	336	3.0e-37	150	COG0642	Signal transduction histidine kinase	336
2785713838	1144	54.16	1	491	1	487	0.0e+00	535	COG1530	Ribonuclease G or E	487
2785713840	319	41.36	19	310	5	289	1.0e-76	279	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2785713841	235	32.72	20	233	1	217	1.0e-40	159	COG0546	Phosphoglycolate phosphatase, HAD superfamily	220
2785713842	206	39.06	1	192	2	184	9.0e-47	179	COG0424	Predicted house-cleaning NTP pyrophosphatase, Maf/HAM1 superfamily	193
2785713843	185	28.49	9	183	1	176	7.0e-24	103	COG1399	Uncharacterized metal-binding protein YceD, DUF177 family	176
2785713844	56	50.91	1	54	1	55	2.0e-11	60.6	COG0333	Ribosomal protein L32	57
2785713845	331	48.93	1	327	9	335	2.0e-110	392	COG0416	Fatty acid/phospholipid biosynthesis enzyme	338
2785713846	321	51.25	4	321	3	322	4.0e-110	391	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase III	323
2785713847	309	53.55	1	308	1	308	8.0e-97	347	COG0331	Malonyl CoA-acyl carrier protein transacylase	310
2785713848	246	49.8	4	243	3	250	4.0e-51	195	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2785713849	79	68.83	1	77	3	79	5.0e-11	59.2	COG0236	Acyl carrier protein	80
2785713850	412	58.5	3	412	2	411	0.0e+00	499	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2785713851	283	28.52	2	253	9	258	2.0e-37	149	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	284
2785713852	339	41.12	1	338	7	339	6.0e-88	318	COG1559	Cell division protein YceG, involved in septum cleavage	342
2785713853	216	45.67	1	206	1	207	5.0e-57	213	COG0125	Thymidylate kinase	208
2785713855	260	47.08	1	253	2	256	1.0e-75	276	COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	256
2785713856	185	26.94	1	185	3	245	2.0e-24	105	COG5135	Uncharacterized protein	245
2785713857	210	24.04	2	199	1	199	1.0e-12	66.9	COG0702	Uncharacterized conserved protein YbjT, contains NAD(P)-binding and DUF2867 domains	275
2785713858	983	38.15	810	981	6	178	9.0e-43	169	COG2199	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	181
