seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NZ_DS999537.1,P9202_RS06240,,P9202_RS06240,P9202_1077,Protein Homology,1146891.0,1148387.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007246.1,malate:quinone oxidoreductase,WP_002806915.1,,,,,P9202_1077,1146891.0,1148387.0,+,CK_Pro_MIT9202_01077,mqoA,"GO:0006099,GO:0008924",CK_00001234,G.9,TCA cycle,"COG0579,bactNOG00089,cyaNOG05228","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.1.5.4,malate dehydrogenase (quinone)%3B FAD-dependent malate-vitamin K reductase%3B malate-vitamin K reductase%3B (S)-malate:(acceptor) oxidoreductase%3B L-malate-quinone oxidoreductase%3B malate:quinone oxidoreductase%3B malate quinone oxidoreductase%3B MQO%3B malate:quinone reductase%3B malate dehydrogenase (acceptor)%3B FAD-dependent malate dehydrogenase,"tricarboxylic acid cycle,tricarboxylic acid cycle,malate dehydrogenase (quinone) activity",malate:quinone oxidoreductase,"TIGR01320,PF06039,IPR006231","malate dehydrogenase (acceptor),Malate:quinone oxidoreductase (Mqo),Malate:quinone-oxidoreductase",120,Energy metabolism / TCA cycle,,1.1.5.4
NZ_DS999537.1,P9202_RS09475,,P9202_RS09475,P9202_1078,Protein Homology,144195.0,145760.0,+,,,COORDINATES: protein motif:HMM:NF024824.5,tetratricopeptide repeat protein,WP_082303578.1,GO:0005515,,protein binding|0005515||IEA,,P9202_1078,144219.0,145760.0,+,CK_Pro_MIT9202_01078,,GO:0005515,CK_00055913,R.2,Conserved hypothetical proteins,,,,,protein binding,tetratricopeptide repeat family protein,"PF13414,PS50005,PS50293,IPR019734,IPR013026","TPR repeat,TPR repeat profile.,TPR repeat region circular profile.,Tetratricopeptide repeat,Tetratricopeptide repeat-containing domain","156,157","Hypothetical proteins / Conserved,Unknown function / General",,
NZ_DS999537.1,P9202_RS04215,,P9202_RS04215,P9202_1079,GeneMarkS-2+,792027.0,793226.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,YadA C-terminal domain-containing protein,WP_002806918.1,,,,,P9202_1079,792027.0,793226.0,-,CK_Pro_MIT9202_01079,,,CK_00057599,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved secreted protein,"PF03895,IPR005594","YadA-like membrane anchor domain,YadA-like%2C C-terminal",156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS04385,,P9202_RS04385,P9202_1080,Protein Homology,826142.0,827335.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006894.1,NAD(P)/FAD-dependent oxidoreductase,WP_002806919.1,"GO:0006116,GO:0003954",,NADH dehydrogenase activity|0003954||IEA,NADH oxidation|0006116||IEA,P9202_1080,826142.0,827335.0,+,CK_Pro_MIT9202_01080,ndbB,"GO:0055114,GO:0016491,GO:0050660",CK_00001150,"G.2,N","Electron transport,Regulatory functions","COG1252,bactNOG06758,bactNOG00901,cyaNOG00654","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.6.99.3,Transferred to 1.6.99.3,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity,flavin adenine dinucleotide binding",type 2 NADH dehydrogenase,"PF00070,PF07992,IPR001327,IPR023753","Pyridine nucleotide-disulphide oxidoreductase,Pyridine nucleotide-disulphide oxidoreductase,Description not found.,FAD/NAD(P)-binding domain","112,263","Energy metabolism / Electron transport,Regulatory functions / Protein interactions",,1.6.-.-
NZ_DS999537.1,P9202_RS04110,,P9202_RS04110,P9202_1081,Protein Homology,768618.0,768938.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806920.1,hypothetical protein,WP_002806920.1,,,,,P9202_1081,768618.0,768938.0,-,CK_Pro_MIT9202_01081,,,CK_00004206,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,rplV,rplV,P9202_RS03045,P9202_1082,Protein Homology,553401.0,553787.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819166.1,50S ribosomal protein L22,WP_002806921.1,"GO:0006412,GO:0003735,GO:0015934",large ribosomal subunit|0015934||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,P9202_1082,553401.0,553787.0,-,CK_Pro_MIT9202_01082,rplV,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0022625,GO:0005840,GO:0015934,GO:0030529",CK_00000529,K.2,Ribosomal proteins: synthesis and modification,"COG0091,bactNOG36633,cyaNOG03078","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,cytosolic large ribosomal subunit,ribosome,large ribosomal subunit,ribonucleoprotein complex",50S ribosomal protein L22,"TIGR01044,PF00237,PS00464,IPR001063,IPR018260,IPR005727","ribosomal protein uL22,Ribosomal protein L22p/L17e,Ribosomal protein L22 signature.,Ribosomal protein L22/L17,Ribosomal protein L22/L17%2C conserved site,Ribosomal protein L22%2C bacterial/chloroplast-type",158,Protein synthesis / Ribosomal proteins: synthesis and modification,,
NZ_DS999537.1,P9202_RS06270,,P9202_RS06270,P9202_1083,Protein Homology,1152720.0,1152956.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862445.1,TIGR03643 family protein,WP_002806923.1,,,,,P9202_1083,1152720.0,1152956.0,+,CK_Pro_MIT9202_01083,,,CK_00001727,"D.1.9,R.2"," Other,Conserved hypothetical proteins","NOG40802,bactNOG44623,cyaNOG03696","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"TIGR03643,PF10985,IPR019882","TIGR03643 family protein,Protein of unknown function (DUF2805),Conserved hypothetical protein CHP03643",156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS07705,,P9202_RS07705,P9202_1084,Protein Homology,1412175.0,1412465.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806924.1,DUF1651 domain-containing protein,WP_002806924.1,,,,,P9202_1084,1412175.0,1412465.0,+,CK_Pro_MIT9202_01084,,,CK_00053319,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein (DUF1651),"PF07864,IPR012447","Protein of unknown function (DUF1651),Protein of unknown function DUF1651",156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,lgt,lgt,P9202_RS06460,P9202_1085,Protein Homology,1188937.0,1189830.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817972.1,prolipoprotein diacylglyceryl transferase,WP_002806926.1,"GO:0009249,GO:0008961,GO:0016020",membrane|0016020||IEA,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity|0008961||IEA,protein lipoylation|0009249||IEA,P9202_1085,1188937.0,1189830.0,-,CK_Pro_MIT9202_01085,lgt,"GO:0009249,GO:0042158,GO:0008961,GO:0016757,GO:0016021,GO:0016020",CK_00000622,L.2,Protein modification and repair,"COG0682,bactNOG00922,bactNOG99181,cyaNOG01222","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.-.-.-,,"protein lipoylation,lipoprotein biosynthetic process,protein lipoylation,lipoprotein biosynthetic process,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity,transferase activity%2C transferring glycosyl groups,protein lipoylation,lipoprotein biosynthetic process,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity,transferase activity%2C transferring glycosyl groups,integral component of membrane,membrane",phosphatidylglycerol:prolipoprotein diacylglycerol transferase,"TIGR00544,PF01790,PS01311,IPR001640","prolipoprotein diacylglyceryl transferase,Prolipoprotein diacylglyceryl transferase,Prolipoprotein diacylglyceryl transferase signature.,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase Lgt",140,Protein fate / Protein modification and repair,,2.5.1.145
NZ_DS999537.1,pgeF,pgeF,P9202_RS09600,P9202_1086,Protein Homology,1248622.0,1249404.0,-,,,COORDINATES: protein motif:HMM:TIGR00726.1,peptidoglycan editing factor PgeF,WP_318655435.1,,,,,P9202_1086,1248622.0,1249092.0,-,CK_Pro_MIT9202_01086,,,CK_00000665,R.3,Enzymes of unknown specificity,"COG1496,bactNOG00001,bactNOG38188,cyaNOG00637","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,multi-copper polyphenol oxidoreductase laccase family protein,"TIGR00726,PF02578,IPR003730,IPR011324","YfiH family protein,Multi-copper polyphenol oxidoreductase laccase,Multi-copper polyphenol oxidoreductase,Cytotoxic necrotizing factor-like%2C catalytic",703,Unknown function / Enzymes of unknown specificity,,
NZ_DS999537.1,P9202_RS01565,,P9202_RS01565,P9202_1087,Protein Homology,286817.0,288091.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806930.1,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase,WP_002806930.1,,,,,P9202_1087,286817.0,288091.0,+,CK_Pro_MIT9202_01087,cobL,"GO:0009236,GO:0046025",CK_00000733,B.5.3,Hemes and phycobilins,"COG2241,COG2242,bactNOG10818,bactNOG29280,cyaNOG02293,cyaNOG05300","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.1.1.132,precorrin-6B C5%2C15-methyltransferase (decarboxylating)%3B precorrin-6 methyltransferase%3B precorrin-6Y methylase%3B precorrin-6Y C5%2C15-methyltransferase (decarboxylating)%3B cobL (gene name),"cobalamin biosynthetic process,cobalamin biosynthetic process,precorrin-6Y C5%2C15-methyltransferase (decarboxylating) activity",precorrin-6Y C5%2C15-methyltransferase (decarboxylating),"TIGR02467,TIGR02469,PF12847,PF00590,IPR014008,IPR012818,IPR000878","precorrin-6y C5%2C15-methyltransferase (decarboxylating)%2C CbiE subunit,precorrin-6Y C5%2C15-methyltransferase (decarboxylating)%2C CbiT subunit,Methyltransferase domain,Tetrapyrrole (Corrin/Porphyrin) Methylases,Cobalamin biosynthesis%2C precorrin-6Y methyltransferase%2C CbiT subunit,Cobalamin (vitamin B12) biosynthesis CbiE%2C precorrin-6Y methyltransferase,Tetrapyrrole methylase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,,
NZ_DS999537.1,P9202_RS07670,,P9202_RS07670,P9202_1088,Protein Homology,1407807.0,1408997.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806931.1,5-(carboxyamino)imidazole ribonucleotide synthase,WP_002806931.1,"GO:0006189,GO:0004638,GO:0005524,GO:0046872",,"phosphoribosylaminoimidazole carboxylase activity|0004638||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA",'de novo' IMP biosynthetic process|0006189||IEA,P9202_1088,1407807.0,1408997.0,+,CK_Pro_MIT9202_01088,purK,"GO:0009152,GO:0006164,GO:0006189,GO:0004638,GO:0016887,GO:0034028,GO:0009320,GO:0005829",CK_00000800,M.3,Purine ribonucleotide biosynthesis,"COG0026,bactNOG65408,bactNOG00965,cyaNOG00267","COG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase%3B N5-CAIR synthetase%3B N5-carboxyaminoimidazole ribonucleotide synthetase%3B PurK,"purine ribonucleotide biosynthetic process,purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process,purine ribonucleotide biosynthetic process,purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process,phosphoribosylaminoimidazole carboxylase activity,ATPase activity,5-(carboxyamino)imidazole ribonucleotide synthase activity,purine ribonucleotide biosynthetic process,purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process,phosphoribosylaminoimidazole carboxylase activity,ATPase activity,5-(carboxyamino)imidazole ribonucleotide synthase activity,phosphoribosylaminoimidazole carboxylase complex,cytosol",N5-carboxyaminoimidazole ribonucleotide synthetase monomer,"PF02222,PS50975,IPR003135,IPR011761","ATP-grasp domain,ATP-grasp fold profile.,ATP-grasp fold%2C ATP-dependent carboxylate-amine ligase-type,ATP-grasp fold",125,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,,6.3.4.18
NZ_DS999537.1,pdxA,pdxA,P9202_RS04030,P9202_1089,Protein Homology,754604.0,755638.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012006832.1,4-hydroxythreonine-4-phosphate dehydrogenase PdxA,WP_002806932.1,,,,,P9202_1089,754604.0,755638.0,-,CK_Pro_MIT9202_01089,pdxA,"GO:0008615,GO:0055114,GO:0050570,GO:0051287",CK_00000341,B.10.4,Pyridoxine (b6),"COG1995,bactNOG00241,cyaNOG00894","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.1.1.262,4-hydroxythreonine-4-phosphate dehydrogenase%3B NAD+-dependent threonine 4-phosphate dehydrogenase%3B L-threonine 4-phosphate dehydrogenase%3B 4-(phosphohydroxy)-L-threonine dehydrogenase%3B PdxA%3B 4-(phosphonooxy)-L-threonine:NAD+ oxidoreductase%3B 4-phosphooxy-L-threonine:NAD+ oxidoreductase,"pyridoxine biosynthetic process,oxidation-reduction process,pyridoxine biosynthetic process,oxidation-reduction process,4-hydroxythreonine-4-phosphate dehydrogenase activity,NAD binding",4-hydroxythreonine-4-phosphate dehydrogenase PdxA,"TIGR00557,PF04166,IPR005255","4-hydroxythreonine-4-phosphate dehydrogenase PdxA,Pyridoxal phosphate biosynthetic protein PdxA,PdxA family",84,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridoxine,,
NZ_DS999537.1,aroA,aroA,P9202_RS07240,P9202_1090,Protein Homology,1332472.0,1333782.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806933.1,3-phosphoshikimate 1-carboxyvinyltransferase,WP_002806933.1,"GO:0009073,GO:0003866",,3-phosphoshikimate 1-carboxyvinyltransferase activity|0003866||IEA,aromatic amino acid family biosynthetic process|0009073||IEA,P9202_1090,1332472.0,1333782.0,-,CK_Pro_MIT9202_01090,aroA,"GO:0009423,GO:0003866,GO:0016765,GO:0003866",CK_00000774,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0128,bactNOG00017,cyaNOG01528","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase%3B 5-enolpyruvylshikimate-3-phosphate synthase%3B 3-enolpyruvylshikimate 5-phosphate synthase%3B 3-enolpyruvylshikimic acid-5-phosphate synthetase%3B 5'-enolpyruvylshikimate-3-phosphate synthase%3B 5-enolpyruvyl-3-phosphoshikimate synthase%3B 5-enolpyruvylshikimate-3-phosphate synthetase%3B 5-enolpyruvylshikimate-3-phosphoric acid synthase%3B enolpyruvylshikimate phosphate synthase%3B EPSP synthase,"chorismate biosynthetic process,chorismate biosynthetic process,3-phosphoshikimate 1-carboxyvinyltransferase activity,transferase activity%2C transferring alkyl or aryl (other than methyl) groups,3-phosphoshikimate 1-carboxyvinyltransferase activity",3-phosphoshikimate 1-carboxyvinyltransferase,"TIGR01356,PF00275,PS00104,PS00885,IPR001986,IPR023193,IPR006264","3-phosphoshikimate 1-carboxyvinyltransferase,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),EPSP synthase signature 1.,EPSP synthase signature 2.,Enolpyruvate transferase domain,3-phosphoshikimate 1-carboxyvinyltransferase%2C conserved site,3-phosphoshikimate 1-carboxyvinyltransferase",70,Amino acid biosynthesis / Aromatic amino acid family,,2.5.1.19
NZ_DS999537.1,P9202_RS05725,,P9202_RS05725,P9202_1091,Protein Homology,1065132.0,1065338.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817830.1,hypothetical protein,WP_002806934.1,,,,,P9202_1091,1065132.0,1065338.0,+,CK_Pro_MIT9202_01091,,,CK_00054066,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS05860,,P9202_RS05860,P9202_1093,Protein Homology,1082829.0,1083206.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007162.1,hypothetical protein,WP_002806936.1,,,,,P9202_1093,1082829.0,1083206.0,+,CK_Pro_MIT9202_01093,,,CK_00056292,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS05090,,P9202_RS05090,P9202_1094,Protein Homology,952866.0,953825.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806940.1,glutathione S-transferase family protein,WP_002806940.1,,,,,P9202_1094,952866.0,953825.0,-,CK_Pro_MIT9202_01094,yqjG,"GO:0055114,GO:0016672,GO:0042803,GO:0004364,GO:0016491,GO:0005515",CK_00000140,D.1.4,Oxidative stress,"COG0435,bactNOG00167,cyaNOG01419","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.5.7,glutathionyl-hydroquinone reductase%3B pcpF (gene name)%3B yqjG (gene name),"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity%2C acting on a sulfur group of donors%2C quinone or similar compound as acceptor,protein homodimerization activity,glutathione transferase activity,oxidoreductase activity,protein binding",glutathionyl-hydroquinone reductase,"PF13409,PF13410,PS50405,IPR004045,IPR010987,IPR016639,IPR036282","Glutathione S-transferase%2C N-terminal domain,Glutathione S-transferase%2C C-terminal domain,Soluble glutathione S-transferase C-terminal domain profile.,Glutathione S-transferase%2C N-terminal,Glutathione S-transferase%2C C-terminal-like,Glutathione S-transferase Omega/GSH,Glutathione S-transferase%2C C-terminal domain superfamily",149,Cellular processes / Adaptations to atypical conditions,,
NZ_DS999537.1,P9202_RS06960,,P9202_RS06960,P9202_1095,Protein Homology,1274961.0,1275353.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806944.1,Rid family detoxifying hydrolase,WP_002806944.1,"GO:0008152,GO:0019239",,deaminase activity|0019239||IEA,metabolic process|0008152||IEA,P9202_1095,1274961.0,1275353.0,-,CK_Pro_MIT9202_01095,ridA,"GO:0006402,GO:0019239,GO:0004521",CK_00054734,P.1,Degradation of RNA,,,,,"mRNA catabolic process,mRNA catabolic process,deaminase activity,endoribonuclease activity",reactive intermediate/imine deaminase A,"TIGR00004,PF01042,PS01094,IPR006056,IPR006175,IPR019897,IPR035959","reactive intermediate/imine deaminase,Endoribonuclease L-PSP,Uncharacterized protein family UPF0076 signature.,RidA family,YjgF/YER057c/UK114 family,RidA%2C conserved site,RutC-like superfamily",134,Transcription / Degradation of RNA,,
NZ_DS999537.1,P9202_RS05085,,P9202_RS05085,P9202_1097,Protein Homology,952535.0,952753.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817713.1,CP12 domain-containing protein,WP_002806947.1,,,,,P9202_1097,952535.0,952753.0,-,CK_Pro_MIT9202_01097,cp12,GO:0015977,CK_00049420,"J.2,N.3","CO2 fixation,Protein interactions","NOG314061,bactNOG43926,cyaNOG04189","bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,carbon fixation,CP12 polypeptide,"PF02672,IPR003823","CP12 domain,Domain of unknown function CP12","164,263","Energy metabolism / Photosynthesis,Regulatory functions / Protein interactions",,
