GID,SYMBOL,KID,KO,PRODUCT,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
PMT9312_0527,PMT9312_0527,pmi:PMT9312_0527,,hypothetical protein,Q31C07,Hypothetical protein precursor.,,493985,493985..494335,116
PMT9312_0528,PMT9312_0528,pmi:PMT9312_0528,K05810,protein of unknown function DUF152,Q31C06,Hypothetical protein.,,494343,complement(494343..495140),265
PMT9312_0529,PMT9312_0529,pmi:PMT9312_0529,,hypothetical protein,Q31C05,Hypothetical protein.,,495148,complement(495148..496053),301
PMT9312_0530,PMT9312_0530,pmi:PMT9312_0530,K02945,RNA binding S1,Q31C04,RNA binding S1.,,496050,complement(496050..497264),404
PMT9312_0531,PMT9312_0531,pmi:PMT9312_0531,K01470,creatininase,Q31C03,Creatininase.,3.5.2.10,497331,497331..498119,262
PMT9312_0532,PMT9312_0532,pmi:PMT9312_0532,,hypothetical protein,Q31C02,Hypothetical protein.,,498211,498211..498966,251
PMT9312_0533,PMT9312_0533,pmi:PMT9312_0533,,hypothetical protein,Q31C01,Hypothetical protein.,,499076,499076..500116,346
PMT9312_0534,PMT9312_0534,pmi:PMT9312_0534,K01962,"acetyl-CoA carboxylase, carboxyl transferase, alpha subunit",Q31C00,"Acetyl-CoA carboxylase, carboxyl transferase, alpha subunit (EC 6.4.1.2).",6.4.1.2,500121,500121..501128,335
PMT9312_0535,PMT9312_0535,pmi:PMT9312_0535,,putative short-chain dehydrogenase,Q31BZ9,Putative short-chain dehydrogenase.,,501103,501103..501837,244
PMT9312_0536,PMT9312_0536,pmi:PMT9312_0536,K01495,GTP cyclohydrolase I,Q31BZ8,GTP cyclohydrolase I (EC 3.5.4.16).,3.5.4.16,501991,501991..502731,246
PMT9312_0537,PMT9312_0537,pmi:PMT9312_0537,K01817,phosphoribosylanthranilate isomerase,Q31BZ7,N-(5'-phosphoribosyl)anthranilate isomerase (EC 5.3.1.24) (PRAI).,5.3.1.24,502728,complement(502728..503384),218
PMT9312_0538,PMT9312_0538,pmi:PMT9312_0538,,hypothetical protein,Q31BZ6,Hypothetical protein.,,503440,503440..504663,407
PMT9312_0539,PMT9312_0539,pmi:PMT9312_0539,K03800,biotin/lipoate A/B protein ligase family,Q31BZ5,Biotin/lipoate A/B protein ligase family.,2.7.7.63,504693,complement(504693..505379),228
PMT9312_0540,PMT9312_0540,pmi:PMT9312_0540,K02700,photosystem I reaction center subunit XII (PsaM)-like,Q31BZ4,Photosystem I reaction center subunit XII (PsaM)-like precursor.,,505518,505518..505622,34
PMT9312_0541,PMT9312_0541,pmi:PMT9312_0541,,hypothetical protein,Q31BZ3,Hypothetical protein.,,505704,505704..506051,115
PMT9312_0542,por,pmi:PMT9312_0542,K00218,light-dependent NADPH-protochlorophyllide oxidoreductase,Q31BZ2,Protochlorophyllide reductase (EC 1.3.1.33).,1.3.1.33,506105,506105..507109,334
PMT9312_0543,chlL,pmi:PMT9312_0543,K04037,Light-independent protochlorophyllide reductase subunit L,Q31BZ1,"Light-independent protochlorophyllide reductase, iron-sulfur ATP- binding protein (EC 1.18.6.1).",1.18.-.-,507116,complement(507116..508003),295
PMT9312_0544,chlB,pmi:PMT9312_0544,K04039,light-independent protochlorophyllide reductase subunit B,Q31BZ0,"Light-independent protochlorophyllide reductase, B subunit.",1.18.-.-,508196,complement(508196..509773),525
PMT9312_0545,chlN,pmi:PMT9312_0545,K04038,light-independent protochlorophyllide reductase subunit N,Q31BY9,"Light-independent protochlorophyllide reductase, N subunit.",1.18.-.-,509778,complement(509778..511034),418
PMT9312_0546,PMT9312_0546,pmi:PMT9312_0546,,hypothetical protein,Q31BY8,Hypothetical protein.,,511192,complement(511192..511560),122
PMT9312_0547,PMT9312_0547,pmi:PMT9312_0547,,hypothetical protein,Q31BY7,Hypothetical protein.,,511658,511658..512428,256
PMT9312_0548,PMT9312_0548,pmi:PMT9312_0548,K01516,HAM1 family protein,Q31BY6,HAM1 family protein.,3.6.1.15,512438,complement(512438..513022),194
PMT9312_0549,csoS1,pmi:PMT9312_0549,,carboxysome shell protein CsoS1,Q31BY5,Carboxysome shell protein CsoS1.,,513352,513352..513663,103
PMT9312_0550,"rbcL, cbbL",pmi:PMT9312_0550,K01601,"ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit",Q31BY4,Ribulose bisphosphate carboxylase large chain (EC 4.1.1.39) (RuBisCO large subunit).,4.1.1.39,513733,513733..515148,471
PMT9312_0551,"rbcS, cbbS",pmi:PMT9312_0551,K01602,"ribulose 1,5-bisphosphate carboxylase/oxygenase small subunit",Q31BY3,Ribulose-bisphosphate carboxylase (EC 4.1.1.39).,4.1.1.39,515243,515243..515584,113
PMT9312_0552,csoS2,pmi:PMT9312_0552,,carboxysome shell protein CsoS2,Q31BY2,Carboxysome shell protein CsoS2.,,515664,515664..517964,766
PMT9312_0553,csoS3,pmi:PMT9312_0553,,carboxysome shell protein CsoS3,Q31BY1,Carboxysome shell protein CsoS3.,,517972,517972..519501,509
PMT9312_0554,PMT9312_0554,pmi:PMT9312_0554,,putative carboxysome peptide A,Q31BY0,Putative carboxysome peptide A.,,519504,519504..519755,83
PMT9312_0555,PMT9312_0555,pmi:PMT9312_0555,,putative carboxysome peptide B,Q31BX9,Putative carboxysome peptide B.,,519775,519775..520023,82
PMT9312_0556,PMT9312_0556,pmi:PMT9312_0556,,hypothetical protein,Q31BX8,Hypothetical protein.,,520098,520098..520337,79
PMT9312_0557,PMT9312_0557,pmi:PMT9312_0557,,hypothetical protein,Q31BX7,Hypothetical protein.,,520344,complement(520344..520571),75
PMT9312_0558,PMT9312_0558,pmi:PMT9312_0558,,YjgF-like protein,Q31BX6,YjgF-like protein.,,520657,complement(520657..521049),130
PMT9312_0559,PMT9312_0559,pmi:PMT9312_0559,K01069,hydroxyacylglutathione hydrolase,Q31BX5,Hydroxyacylglutathione hydrolase (EC 3.1.2.6).,3.1.2.6,521074,complement(521074..521814),246
PMT9312_0560,PMT9312_0560,pmi:PMT9312_0560,K00765,ATP phosphoribosyltransferase,Q31BX4,ATP phosphoribosyltransferase (EC 2.4.2.17) (ATP-PRTase) (ATP-PRT).,2.4.2.17,521854,521854..522492,212
PMT9312_0561,PMT9312_0561,pmi:PMT9312_0561,K06147,ATPase,Q31BX3,ATPase precursor.,,522505,522505..524301,598
PMT9312_0562,PMT9312_0562,pmi:PMT9312_0562,,acetyltransferase-like,Q31BX2,Acetyltransferase-like.,,524301,524301..524831,176
PMT9312_0563,PMT9312_0563,pmi:PMT9312_0563,,hypothetical protein,Q31BX1,Hypothetical protein.,,524832,complement(524832..525515),227
PMT9312_0564,PMT9312_0564,pmi:PMT9312_0564,K09931,hypothetical protein,Q31BX0,Hypothetical protein.,,525521,complement(525521..526132),203
PMT9312_0565,dnaA,pmi:PMT9312_0565,K02313,chromosomal replication initiator protein DnaA,Q31BW9,Chromosomal replication initiator protein DnaA.,,526327,526327..527721,464
PMT9312_0566,PMT9312_0566,pmi:PMT9312_0566,,hypothetical protein,Q31BW8,Hypothetical protein.,,527726,complement(527726..528952),408
PMT9312_0567,PMT9312_0567,pmi:PMT9312_0567,K00383,putative glutathione reductase (NADPH),Q31BW7,Putative glutathione reductase (NADPH).,1.8.1.7,528989,528989..530368,459
PMT9312_0568,PMT9312_0568,pmi:PMT9312_0568,K07301,K+-dependent Na+/Ca+ exchanger related-protein,Q31BW6,K+-dependent Na+/Ca+ exchanger related-protein.,,530371,complement(530371..531450),359
PMT9312_0569,PMT9312_0569,pmi:PMT9312_0569,K01465,"dihydroorotase, homodimeric type",Q31BW5,"Dihydroorotase, homodimeric type (EC 3.5.2.3).",3.5.2.3,531569,531569..532618,349
PMT9312_R0018,tRNA-Leu2,pmi:PMT9312_R0018,,tRNA-Leu,,,,532723,532723..532808,
PMT9312_0570,ndhL,pmi:PMT9312_0570,K05583,NADH dehydrogenase subunit NdhL (NdhL),Q31BW4,NADH dehydrogenase subunit NdhL (NdhL).,1.6.5.3,532887,532887..533120,77
PMT9312_0571,PMT9312_0571,pmi:PMT9312_0571,,hypothetical protein,Q31BW3,Hypothetical protein.,,533125,533125..533445,106
PMT9312_0572,PMT9312_0572,pmi:PMT9312_0572,K01695,"tryptophan synthase, alpha subunit",Q31BW2,Tryptophan synthase alpha chain (EC 4.2.1.20).,4.2.1.20,533472,533472..534314,280
PMT9312_0573,abrB,pmi:PMT9312_0573,,transcriptional regulator AbrB,Q31BW1,Transcriptional regulator AbrB.,,534391,complement(534391..534747),118
PMT9312_0574,PMT9312_0574,pmi:PMT9312_0574,K09780,hypothetical protein,Q31BW0,Hypothetical protein.,,534801,534801..535115,104
PMT9312_0575,PMT9312_0575,pmi:PMT9312_0575,,hypothetical protein,Q31BV9,Hypothetical protein.,,535347,complement(535347..535667),106
PMT9312_0576,PMT9312_0576,pmi:PMT9312_0576,,hypothetical protein,Q31BV8,Hypothetical protein.,,535668,complement(535668..536036),122
PMT9312_0577,PMT9312_0577,pmi:PMT9312_0577,,"putative type II alternative sigma factor, sigma70 family",Q31BV7,"Putative type II alternative sigma factor, sigma70 family.",,536074,complement(536074..536997),307
PMT9312_0578,PMT9312_0578,pmi:PMT9312_0578,K11755,phosphoribosyl-AMP cyclohydrolase,Q31BV6,Phosphoribosyl-AMP cyclohydrolase.,3.5.4.19 3.6.1.31,537159,complement(537159..537818),219
PMT9312_0579,PMT9312_0579,pmi:PMT9312_0579,,hypothetical protein,Q31BV5,Hypothetical protein.,,537882,537882..538352,156
PMT9312_0580,PMT9312_0580,pmi:PMT9312_0580,K03695,ATPase,Q31BV4,ATPase.,,538402,complement(538402..540984),860
PMT9312_0581,PMT9312_0581,pmi:PMT9312_0581,K02638,plastocyanin,Q31BV3,Plastocyanin precursor.,,541043,complement(541043..541393),116
PMT9312_0582,PMT9312_0582,pmi:PMT9312_0582,,hypothetical protein,Q31BV2,Hypothetical protein.,,541453,complement(541453..542436),327
PMT9312_0583,PMT9312_0583,pmi:PMT9312_0583,K01599,uroporphyrinogen decarboxylase,Q31BV1,Uroporphyrinogen decarboxylase (EC 4.1.1.37) (URO-D) (UPD).,4.1.1.37,542445,complement(542445..543485),346
PMT9312_0584,PMT9312_0584,pmi:PMT9312_0584,K00700,"1,4-alpha-glucan branching enzyme",Q31BV0,"1,4-alpha-glucan branching enzyme.",2.4.1.18,543609,complement(543609..545873),754
PMT9312_0585,PMT9312_0585,pmi:PMT9312_0585,K06978,hypothetical protein,Q31BU9,Hypothetical protein.,,545926,complement(545926..547506),526
PMT9312_0586,PMT9312_0586,pmi:PMT9312_0586,,hypothetical protein,Q31BU8,Hypothetical protein precursor.,,547514,complement(547514..547780),88
PMT9312_0587,PMT9312_0587,pmi:PMT9312_0587,,hypothetical protein,Q31BU7,Hypothetical protein.,,547845,complement(547845..548240),131
PMT9312_0588,PMT9312_0588,pmi:PMT9312_0588,,hypothetical protein,Q31BU6,Hypothetical protein.,,548252,complement(548252..548695),147
PMT9312_0589,PMT9312_0589,pmi:PMT9312_0589,,hypothetical protein,Q31BU5,Hypothetical protein.,,548817,548817..552899,1360
PMT9312_0590,PMT9312_0590,pmi:PMT9312_0590,K00147,gamma-glutamyl phosphate reductase,Q31BU4,Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5- semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase).,1.2.1.41,552967,552967..554277,436
PMT9312_0591,PMT9312_0591,pmi:PMT9312_0591,K01633,dihydroneopterin aldolase,Q31BU3,Dihydroneopterin aldolase.,4.1.2.25,554289,554289..554651,120
PMT9312_0592,PMT9312_0592,pmi:PMT9312_0592,K01046,lipase family protein,Q31BU2,Lipase family protein.,3.1.1.3,554657,554657..555250,197
PMT9312_0593,PMT9312_0593,pmi:PMT9312_0593,K01414,oligopeptidase A,Q31BU1,Oligopeptidase A (EC 3.4.24.70).,3.4.24.70,555243,complement(555243..557330),695
PMT9312_0594,ndhD2,pmi:PMT9312_0594,K05575,"proton-translocating NADH-quinone oxidoreductase, chain M",Q31BU0,"Proton-translocating NADH-quinone oxidoreductase, chain M precursor (EC 1.6.99.5).",1.6.5.3,557351,complement(557351..558889),512
PMT9312_0595,PMT9312_0595,pmi:PMT9312_0595,K00872,homoserine kinase,Q31BT9,Homoserine kinase (EC 2.7.1.39).,2.7.1.39,558968,complement(558968..559915),315
PMT9312_0596,PMT9312_0596,pmi:PMT9312_0596,K00845,glucokinase,Q31BT8,Glucokinase (EC 2.7.1.2).,2.7.1.2,559922,complement(559922..560959),345
PMT9312_0597,PMT9312_0597,pmi:PMT9312_0597,K01868,threonyl-tRNA synthetase,Q31BT7,Threonyl-tRNA synthetase.,6.1.1.3,560970,complement(560970..562886),638
PMT9312_0598,PMT9312_0598,pmi:PMT9312_0598,K01867,tryptophanyl-tRNA synthetase,Q31BT6,Tryptophanyl-tRNA synthetase (EC 6.1.1.2).,6.1.1.2,562890,complement(562890..563906),338
PMT9312_0599,PMT9312_0599,pmi:PMT9312_0599,,hypothetical protein,Q31BT5,Hypothetical protein.,,563896,complement(563896..564318),140
PMT9312_0600,PMT9312_0600,pmi:PMT9312_0600,,hypothetical protein,Q31BT4,Hypothetical protein.,,564481,564481..565815,444
PMT9312_0601,PMT9312_0601,pmi:PMT9312_0601,K09818,"ABC transporter, substrate binding protein, possibly Mn",Q31BT3,"ABC transporter, substrate binding protein, possibly Mn precursor.",,565835,565835..566743,302
PMT9312_0602,PMT9312_0602,pmi:PMT9312_0602,K09820,ATPase,Q31BT2,ATPase.,,566747,566747..567511,254
PMT9312_0603,PMT9312_0603,pmi:PMT9312_0603,K09819,"ABC transporter component, possibly Mn transport",Q31BT1,"ABC transporter component, possibly Mn transport.",,567524,567524..568399,291
PMT9312_0604,PMT9312_0604,pmi:PMT9312_0604,,hypothetical protein,Q31BT0,Hypothetical protein.,,568399,568399..569565,388
PMT9312_0605,PMT9312_0605,pmi:PMT9312_0605,,hypothetical protein,Q31BS9,Hypothetical protein.,,569573,complement(569573..569908),111
PMT9312_0606,PMT9312_0606,pmi:PMT9312_0606,K03100,"peptidase S26A, signal peptidase I",Q31BS8,Signal peptidase I (Leader peptidase I).,3.4.21.89,569954,complement(569954..570538),194
PMT9312_0607,PMT9312_0607,pmi:PMT9312_0607,K02551,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase",Q31BS7,"2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2- oxoglutarate decarboxylase (EC 4.1.1.71).",2.2.1.9,570590,570590..572353,587
PMT9312_0608,PMT9312_0608,pmi:PMT9312_0608,K01661,naphthoate synthase,Q31BS6,Naphthoate synthase.,4.1.3.36,572390,572390..573247,285
PMT9312_0609,PMT9312_0609,pmi:PMT9312_0609,K00703,"glycogen/starch synthases, ADP-glucose type",Q31BS5,synthase).,2.4.1.21,573283,573283..574734,483
PMT9312_0610,PMT9312_0610,pmi:PMT9312_0610,K01929,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanyl ligase",Q31BS4,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (UDP- MurNAc-pentapeptide synthetase) (D-alanyl-D-alanine-adding enzyme).,6.3.2.10,574747,574747..576120,457
PMT9312_0611,PMT9312_0611,pmi:PMT9312_0611,K04042,UDP-N-acetylglucosamine diphosphorylase,Q31BS3,Bifunctional protein glmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase),,,,
PMT9312_0612,PMT9312_0612,pmi:PMT9312_0612,,hypothetical protein,Q31BS2,Hypothetical protein.,,577496,complement(577496..578401),301
PMT9312_0613,PMT9312_0613,pmi:PMT9312_0613,K00800,3-phosphoshikimate 1-carboxyvinyltransferase,Q31BS1,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5- enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase).,2.5.1.19,578414,complement(578414..579724),436
PMT9312_0614,PMT9312_0614,pmi:PMT9312_0614,K05979,2-phosphosulfolactate phosphatase,Q31BS0,2-phosphosulfolactate phosphatase (EC 3.1.3.71).,3.1.3.71,579917,579917..580585,222
PMT9312_0615,PMT9312_0615,pmi:PMT9312_0615,,nitrilase-like,Q31BR9,Nitrilase-like precursor.,,580616,580616..581443,275
PMT9312_0616,PMT9312_0616,pmi:PMT9312_0616,K01448,cell wall hydrolase/autolysin,Q31BR8,Cell wall hydrolase/autolysin precursor.,3.5.1.28,581443,581443..582528,361
PMT9312_0617,PMT9312_0617,pmi:PMT9312_0617,K01776,glutamate racemase,Q31BR7,Glutamate racemase (EC 5.1.1.3).,5.1.1.3,582525,582525..583319,264
PMT9312_0618,PMT9312_0618,pmi:PMT9312_0618,K00805,trans-hexaprenyltranstransferase,Q31BR6,Trans-hexaprenyltranstransferase (EC 2.5.1.30).,2.5.1.30,583347,583347..584318,323
PMT9312_0619,PMT9312_0619,pmi:PMT9312_0619,K01895,acetate--CoA ligase,Q31BR5,Acetate--CoA ligase.,6.2.1.1,584413,584413..586395,660
PMT9312_0620,PMT9312_0620,pmi:PMT9312_0620,,hypothetical protein,Q31BR4,Hypothetical protein.,,586392,complement(586392..587114),240
PMT9312_0621,PMT9312_0621,pmi:PMT9312_0621,K02342,exonuclease,Q31BR3,Exonuclease.,2.7.7.7,587244,587244..588023,259
PMT9312_0622,PMT9312_0622,pmi:PMT9312_0622,,hypothetical protein,Q31BR2,Hypothetical protein.,,588054,complement(588054..588476),140
PMT9312_0623,PMT9312_0623,pmi:PMT9312_0623,K01892,histidyl-tRNA synthetase,Q31BR1,Histidyl-tRNA synthetase (EC 6.1.1.21).,6.1.1.21,588575,588575..589855,426
PMT9312_0624,PMT9312_0624,pmi:PMT9312_0624,,hantavirus glycoprotein G2-like,Q31BR0,Hantavirus glycoprotein G2-like.,,589870,589870..590145,91
PMT9312_0625,PMT9312_0625,pmi:PMT9312_0625,,hypothetical protein,Q31BQ9,Hypothetical protein.,,590148,590148..590447,99
PMT9312_0626,PMT9312_0626,pmi:PMT9312_0626,,hypothetical protein,Q31BQ8,Hypothetical protein.,,590584,590584..590817,77
PMT9312_0627,PMT9312_0627,pmi:PMT9312_0627,K08918,light-harvesting complex protein,Q31BQ7,Light-harvesting complex protein.,,591367,591367..592425,352
PMT9312_0628,PMT9312_0628,pmi:PMT9312_0628,K03312,"sodium:solute symporter, ESS family-like",Q31BQ6,"Sodium:solute symporter, ESS family-like.",,592523,592523..593908,461
PMT9312_0629,PMT9312_0629,pmi:PMT9312_0629,,hypothetical protein,Q31BQ5,Hypothetical protein.,,593947,593947..594204,85
PMT9312_0630,PMT9312_0630,pmi:PMT9312_0630,K00799,glutathione S-transferase,Q31BQ4,Glutathione S-transferase.,2.5.1.18,594201,complement(594201..594860),219
PMT9312_0631,PMT9312_0631,pmi:PMT9312_0631,,NADH-ubiquinone/plastoquinone-like,Q31BQ3,NADH-ubiquinone/plastoquinone-like.,,594934,594934..595476,180
PMT9312_0632,PMT9312_0632,pmi:PMT9312_0632,,short-chain dehydrogenase/reductase (SDR) superfamily,Q31BQ2,Short-chain dehydrogenase/reductase (SDR) superfamily.,,595473,complement(595473..596180),235
PMT9312_0633,PMT9312_0633,pmi:PMT9312_0633,K06444,"lycopene cyclase, beta and epsilon",Q31BQ1,"Lycopene cyclase, beta and epsilon precursor.",1.14.-.-,596188,complement(596188..597471),427
PMT9312_0634,PMT9312_0634,pmi:PMT9312_0634,K00218,light-dependent protochlorophyllide oxido-reductase-like,Q31BQ0,Light-dependent protochlorophyllide oxido-reductase-like.,1.3.1.33,597696,597696..598697,333
PMT9312_0635,PMT9312_0635,pmi:PMT9312_0635,,"small mechanosensitive ion channel, MscS family",Q31BP9,"Small mechanosensitive ion channel, MscS family.",,598668,complement(598668..599699),343
PMT9312_0636,PMT9312_0636,pmi:PMT9312_0636,,isochorismatase hydrolase family,Q31BP8,Isochorismatase hydrolase family.,,599778,complement(599778..600344),188
PMT9312_0637,PMT9312_0637,pmi:PMT9312_0637,K03711,"putative ferric uptake regulator, FUR family",Q31BP7,"Putative ferric uptake regulator, FUR family.",,600466,600466..600918,150
PMT9312_0638,PMT9312_0638,pmi:PMT9312_0638,,hypothetical protein,Q31BP6,Hypothetical protein.,,600925,complement(600925..601857),310
PMT9312_0639,PMT9312_0639,pmi:PMT9312_0639,K05978,glucosylglycerol 3-phosphatase,Q31BP5,Glucosylglycerol 3-phosphatase (EC 3.1.3.69).,3.1.3.69,601902,complement(601902..603125),407
PMT9312_0640,PMT9312_0640,pmi:PMT9312_0640,,hypothetical protein,Q31BP4,Hypothetical protein.,,603280,603280..604788,502
PMT9312_0641,PMT9312_0641,pmi:PMT9312_0641,,hypothetical protein,Q31BP3,Hypothetical protein.,,604881,604881..605540,219
PMT9312_0642,PMT9312_0642,pmi:PMT9312_0642,K01740,O-acetylhomoserine/O-acetylserine sulfhydrylase,Q31BP2,O-acetylhomoserine/O-acetylserine sulfhydrylase (EC 2.5.1.49).,2.5.1.49,605612,605612..606940,442
PMT9312_0643,PMT9312_0643,pmi:PMT9312_0643,K00651,homoserine O-succinyltransferase,Q31BP1,Homoserine O-succinyltransferase (EC 2.3.1.46).,2.3.1.46,606894,606894..607844,316
PMT9312_0644,PMT9312_0644,pmi:PMT9312_0644,,putative sulfate transporter,Q31BP0,Putative sulfate transporter.,,607850,complement(607850..609415),521
PMT9312_0645,PMT9312_0645,pmi:PMT9312_0645,,FAD linked oxidase,Q31BN9,FAD linked oxidase.,,609446,complement(609446..610723),425
PMT9312_0646,PMT9312_0646,pmi:PMT9312_0646,,hypothetical protein,Q31BN8,Hypothetical protein.,,610765,610765..611904,379
PMT9312_0647,PMT9312_0647,pmi:PMT9312_0647,,hypothetical protein,Q31BN7,Hypothetical protein.,,612255,612255..612512,85
PMT9312_0648,PMT9312_0648,pmi:PMT9312_0648,,glucose-methanol-choline (GMC) oxidoreductase,Q31BN6,Glucose-methanol-choline (GMC) oxidoreductase.,,612499,complement(612499..614139),546
PMT9312_0649,PMT9312_0649,pmi:PMT9312_0649,,pentapeptide repeats,Q31BN5,Pentapeptide repeats precursor.,,614246,614246..614719,157
PMT9312_0650,PMT9312_0650,pmi:PMT9312_0650,,LEM domain-like,Q31BN4,LEM domain-like.,,614722,complement(614722..615114),130
PMT9312_0651,PMT9312_0651,pmi:PMT9312_0651,,VHS domain-like,Q31BN3,VHS domain-like.,,615117,complement(615117..615614),165
PMT9312_0652,PMT9312_0652,pmi:PMT9312_0652,K01759,glyoxalase I,Q31BN2,Glyoxalase I (EC 4.4.1.5).,4.4.1.5,615906,complement(615906..616295),129
PMT9312_0653,PMT9312_0653,pmi:PMT9312_0653,,hypothetical protein,Q31BN1,Hypothetical protein.,,616428,616428..616862,144
PMT9312_0654,PMT9312_0654,pmi:PMT9312_0654,,hypothetical protein,Q31BN0,Hypothetical protein precursor.,,616893,complement(616893..617222),109
PMT9312_0655,PMT9312_0655,pmi:PMT9312_0655,,hypothetical protein,Q31BM9,Hypothetical protein.,,617230,complement(617230..617814),194
PMT9312_1811,PMT9312_1811,pmi:PMT9312_1811,,hypothetical protein,Q31BM8,Hypothetical protein.,,617872,617872..618129,85
PMT9312_0657,PMT9312_0657,pmi:PMT9312_0657,,hypothetical protein,Q31BM7,Hypothetical protein.,,618245,complement(618245..618925),226
