seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_008750.1,hldE,hldE,SPUTW3181_RS04520,Sputw3181_0876,Protein Homology,993008,994438,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011623830.1,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE,WP_011788253.1,"GO:0005975,GO:0009058,GO:0016779",,nucleotidyltransferase activity|0016779||IEA,"carbohydrate metabolic process|0005975||IEA,biosynthetic process|0009058||IEA",,Sputw3181_0876,"2.7.1.167,2.7.7.70"
NC_008750.1,SPUTW3181_RS04525,,SPUTW3181_RS04525,Sputw3181_0877,Protein Homology,994435,995262,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611227.1,hypothetical protein,WP_011788254.1,,,,,,Sputw3181_0877,
NC_008750.1,SPUTW3181_RS04530,,SPUTW3181_RS04530,Sputw3181_0878,Protein Homology,995415,995894,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006082899.1,TetR family transcriptional regulator,WP_011788255.1,,,,,,Sputw3181_0878,
NC_008750.1,pntB,pntB,SPUTW3181_RS04535,Sputw3181_0879,Protein Homology,996002,997486,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007645602.1,Re/Si-specific NAD(P)(+) transhydrogenase subunit beta,WP_011788256.1,"GO:0008750,GO:0050661,GO:0016020",membrane|0016020||IEA,"proton-translocating NAD(P)+ transhydrogenase activity|0008750||IEA,NADP binding|0050661||IEA",,,Sputw3181_0879,
NC_008750.1,SPUTW3181_RS04540,,SPUTW3181_RS04540,Sputw3181_0880,Protein Homology,997498,999024,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788257.1,Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha,WP_011788257.1,GO:1902600,,,proton transmembrane transport|1902600||IEA,,Sputw3181_0880,7.1.1.1
NC_008750.1,SPUTW3181_RS04545,,SPUTW3181_RS04545,Sputw3181_0881,Protein Homology,999445,1001244,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011625338.1,assimilatory sulfite reductase (NADPH) flavoprotein subunit,WP_011788258.1,"GO:0006790,GO:0019344,GO:0004783,GO:0010181,GO:0050660,GO:0009337",sulfite reductase complex (NADPH)|0009337||IEA,"sulfite reductase (NADPH) activity|0004783||IEA,FMN binding|0010181||IEA,flavin adenine dinucleotide binding|0050660||IEA","sulfur compound metabolic process|0006790||IEA,cysteine biosynthetic process|0019344||IEA",,Sputw3181_0881,1.8.1.2
NC_008750.1,cysI,cysI,SPUTW3181_RS04550,Sputw3181_0882,Protein Homology,1001344,1003041,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788259.1,assimilatory sulfite reductase (NADPH) hemoprotein subunit,WP_011788259.1,"GO:0000103,GO:0008652,GO:0004783,GO:0050661,GO:0051539,GO:0009337",sulfite reductase complex (NADPH)|0009337||IEA,"sulfite reductase (NADPH) activity|0004783||IEA,NADP binding|0050661||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA","sulfate assimilation|0000103||IEA,amino acid biosynthetic process|0008652||IEA",,Sputw3181_0882,1.8.1.2
NC_008750.1,SPUTW3181_RS04555,,SPUTW3181_RS04555,Sputw3181_0883,Protein Homology,1003034,1003816,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012586919.1,phosphoadenylyl-sulfate reductase,WP_011788260.1,"GO:0019379,GO:0003824,GO:0004604",,"catalytic activity|0003824||IEA,phosphoadenylyl-sulfate reductase (thioredoxin) activity|0004604||IEA",sulfate assimilation%2C phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)|0019379||IEA,,Sputw3181_0883,1.8.4.8
NC_008750.1,mtgA,mtgA,SPUTW3181_RS04560,Sputw3181_0884,Protein Homology,1004397,1005182,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919896.1,monofunctional biosynthetic peptidoglycan transglycosylase,WP_011788261.1,"GO:0009252,GO:0016763,GO:0009274,GO:0016020","peptidoglycan-based cell wall|0009274||IEA,membrane|0016020||IEA",pentosyltransferase activity|0016763||IEA,peptidoglycan biosynthetic process|0009252||IEA,,Sputw3181_0884,2.4.99.28
NC_008750.1,SPUTW3181_RS04565,,SPUTW3181_RS04565,Sputw3181_0885,Protein Homology,1005438,1007174,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006085928.1,hypothetical protein,WP_011788262.1,,,,,,Sputw3181_0885,
NC_008750.1,SPUTW3181_RS04570,,SPUTW3181_RS04570,Sputw3181_0886,Protein Homology,1007291,1007476,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080378.1,hypothetical protein,WP_011788263.1,,,,,,Sputw3181_0886,
NC_008750.1,SPUTW3181_RS04575,,SPUTW3181_RS04575,Sputw3181_0887,Protein Homology,1007561,1008982,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919895.1,cytochrome c biosynthesis protein,WP_011788264.1,,,,,,Sputw3181_0887,
NC_008750.1,SPUTW3181_RS04580,,SPUTW3181_RS04580,Sputw3181_0888,Protein Homology,1009210,1009635,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011718117.1,organic hydroperoxide resistance protein,WP_011788265.1,,,,,,Sputw3181_0888,
NC_008750.1,SPUTW3181_RS04585,,SPUTW3181_RS04585,Sputw3181_0889,Protein Homology,1009770,1010276,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919894.1,MarR family winged helix-turn-helix transcriptional regulator,WP_011788266.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,Sputw3181_0889,
NC_008750.1,SPUTW3181_RS04590,,SPUTW3181_RS04590,Sputw3181_0890,Protein Homology,1010382,1011557,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011845950.1,glycerol-3-phosphate dehydrogenase/oxidase,WP_011788267.1,"GO:0006072,GO:0004368,GO:0071949,GO:0009331",glycerol-3-phosphate dehydrogenase (FAD) complex|0009331||IEA,"glycerol-3-phosphate dehydrogenase (quinone) activity|0004368||IEA,FAD binding|0071949||IEA",glycerol-3-phosphate metabolic process|0006072||IEA,,Sputw3181_0890,1.1.-.-
NC_008750.1,rlmC,rlmC,SPUTW3181_RS04595,Sputw3181_0891,Protein Homology,1011634,1012803,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012090080.1,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,WP_011788268.1,"GO:0016070,GO:0008649",,rRNA methyltransferase activity|0008649||IEA,RNA metabolic process|0016070||IEA,,Sputw3181_0891,2.1.1.189
NC_008750.1,chrA,chrA,SPUTW3181_RS04600,Sputw3181_0892,Protein Homology,1012932,1014083,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080384.1,chromate efflux transporter,WP_011788269.1,"GO:0015703,GO:0015109",,chromate transmembrane transporter activity|0015109||IEA,chromate transport|0015703||IEA,,Sputw3181_0892,
NC_008750.1,SPUTW3181_RS04605,,SPUTW3181_RS04605,Sputw3181_0893,Protein Homology,1014219,1015883,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012197653.1,methyl-accepting chemotaxis protein,WP_011788270.1,GO:0006935,,,chemotaxis|0006935||IEA,,Sputw3181_0893,
NC_008750.1,fdhF,fdhF,SPUTW3181_RS04610,Sputw3181_0894,Protein Homology,1015959,1020233,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611216.1,formate dehydrogenase subunit alpha,WP_011788271.1,"GO:0015942,GO:0008863,GO:0009326",formate dehydrogenase complex|0009326||IEA,formate dehydrogenase (NAD+) activity|0008863||IEA,formate metabolic process|0015942||IEA,,Sputw3181_0894,1.17.1.9
NC_008750.1,prfB,prfB,SPUTW3181_RS04615,Sputw3181_0895,Protein Homology,1020730,1020804,+,programmed frameshift,ribosomal slippage,COORDINATES: similar to AA sequence:RefSeq:WP_014611215.1,peptide chain release factor 2,WP_014611215.1,"GO:0006415,GO:0016149,GO:0005737",cytoplasm|0005737||IEA,translation release factor activity%2C codon specific|0016149||IEA,translational termination|0006415||IEA,,Sputw3181_0895,
NC_008750.1,prfB,prfB,SPUTW3181_RS04615,Sputw3181_0895,Protein Homology,1020806,1021828,+,programmed frameshift,ribosomal slippage,COORDINATES: similar to AA sequence:RefSeq:WP_014611215.1,peptide chain release factor 2,WP_014611215.1,"GO:0006415,GO:0016149,GO:0005737",cytoplasm|0005737||IEA,translation release factor activity%2C codon specific|0016149||IEA,translational termination|0006415||IEA,,Sputw3181_0895,
NC_008750.1,lysS,lysS,SPUTW3181_RS04620,Sputw3181_0896,Protein Homology,1021858,1023360,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007645168.1,lysine--tRNA ligase,WP_011788273.1,"GO:0006430,GO:0004824,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"lysine-tRNA ligase activity|0004824||IEA,ATP binding|0005524||IEA",lysyl-tRNA aminoacylation|0006430||IEA,,Sputw3181_0896,6.1.1.6
NC_008750.1,SPUTW3181_RS04625,,SPUTW3181_RS04625,Sputw3181_0897,Protein Homology,1023471,1023809,-,,,COORDINATES: protein motif:HMM:NF022461.5,DUF2846 domain-containing protein,WP_198133644.1,,,,,,Sputw3181_0897,
NC_008750.1,pbpG,pbpG,SPUTW3181_RS04630,Sputw3181_0898,Protein Homology,1024272,1025240,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011847623.1,D-alanyl-D-alanine endopeptidase,WP_011788275.1,"GO:0006508,GO:0009002",,serine-type D-Ala-D-Ala carboxypeptidase activity|0009002||IEA,proteolysis|0006508||IEA,,Sputw3181_0898,3.4.21.-
NC_008750.1,SPUTW3181_RS04635,,SPUTW3181_RS04635,Sputw3181_0899,Protein Homology,1025295,1026860,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611213.1,S41 family peptidase,WP_011788276.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,Sputw3181_0899,
NC_008750.1,SPUTW3181_RS04640,,SPUTW3181_RS04640,Sputw3181_0900,Protein Homology,1027102,1027983,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919889.1,phospholipase A,WP_011788277.1,,,,,,Sputw3181_0900,
NC_008750.1,cobA,cobA,SPUTW3181_RS04645,Sputw3181_0901,Protein Homology,1028422,1029255,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788278.1,uroporphyrinogen-III C-methyltransferase,WP_011788278.1,"GO:0019354,GO:0004851",,uroporphyrin-III C-methyltransferase activity|0004851||IEA,siroheme biosynthetic process|0019354||IEA,,Sputw3181_0901,2.1.1.107
NC_008750.1,cysD,cysD,SPUTW3181_RS04650,Sputw3181_0902,Protein Homology,1029321,1030229,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012153928.1,sulfate adenylyltransferase subunit CysD,WP_011788279.1,"GO:0000103,GO:0004781",,sulfate adenylyltransferase (ATP) activity|0004781||IEA,sulfate assimilation|0000103||IEA,,Sputw3181_0902,2.7.7.4
NC_008750.1,cysN,cysN,SPUTW3181_RS04655,Sputw3181_0903,Protein Homology,1030312,1031754,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011625346.1,sulfate adenylyltransferase subunit CysN,WP_011788280.1,"GO:0006790,GO:0003924,GO:0005525",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA",sulfur compound metabolic process|0006790||IEA,,Sputw3181_0903,2.7.7.4
NC_008750.1,SPUTW3181_RS04660,,SPUTW3181_RS04660,Sputw3181_0904,Protein Homology,1031758,1033482,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011847640.1,SLC13 family permease,WP_011788281.1,"GO:0055085,GO:0016020",membrane|0016020||IEA,,transmembrane transport|0055085||IEA,,Sputw3181_0904,
NC_008750.1,cysC,cysC,SPUTW3181_RS04665,Sputw3181_0905,Protein Homology,1033547,1034164,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006082881.1,adenylyl-sulfate kinase,WP_011788282.1,"GO:0000103,GO:0004020,GO:0005524",,"adenylylsulfate kinase activity|0004020||IEA,ATP binding|0005524||IEA",sulfate assimilation|0000103||IEA,,Sputw3181_0905,2.7.1.25
NC_008750.1,SPUTW3181_RS04670,,SPUTW3181_RS04670,Sputw3181_0906,Protein Homology,1034222,1035061,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919885.1,TIGR03899 family protein,WP_011788283.1,,,,,,Sputw3181_0906,
NC_008750.1,hemG,hemG,SPUTW3181_RS04675,Sputw3181_0907,Protein Homology,1035530,1036051,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919884.1,menaquinone-dependent protoporphyrinogen IX dehydrogenase,WP_011788284.1,,,,,,Sputw3181_0907,1.3.5.3
NC_008750.1,SPUTW3181_RS04680,,SPUTW3181_RS04680,Sputw3181_0908,Protein Homology,1036085,1036630,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611208.1,cytochrome b/b6 domain-containing protein,WP_011788285.1,,,,,,Sputw3181_0908,
NC_008750.1,SPUTW3181_RS04685,,SPUTW3181_RS04685,Sputw3181_0909,Protein Homology,1036679,1037440,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919882.1,DsbA family protein,WP_011788286.1,GO:0015035,,protein-disulfide reductase activity|0015035||IEA,,,Sputw3181_0909,
NC_008750.1,SPUTW3181_RS04690,,SPUTW3181_RS04690,Sputw3181_0910,Protein Homology,1037744,1038388,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788287.1,DNA-J related domain-containing protein,WP_011788287.1,GO:0006457,,,protein folding|0006457||IEA,,Sputw3181_0910,
NC_008750.1,SPUTW3181_RS04695,,SPUTW3181_RS04695,Sputw3181_0911,Protein Homology,1038700,1039353,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011073505.1,oxygen-insensitive NAD(P)H-dependent nitroreductase NfsB,WP_011788288.1,,,,,,Sputw3181_0911,1.5.1.34
NC_008750.1,SPUTW3181_RS04700,,SPUTW3181_RS04700,Sputw3181_0913,Protein Homology,1039724,1040080,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611206.1,DUF6547 family protein,WP_227498140.1,,,,,,Sputw3181_0913,
NC_008750.1,SPUTW3181_RS04705,,SPUTW3181_RS04705,Sputw3181_0914,Protein Homology,1040271,1040564,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788291.1,hypothetical protein,WP_227498141.1,,,,,,Sputw3181_0914,
NC_008750.1,SPUTW3181_RS04710,,SPUTW3181_RS04710,Sputw3181_0915,Protein Homology,1040680,1041417,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919876.1,hypothetical protein,WP_011788292.1,,,,,,Sputw3181_0915,
NC_008750.1,SPUTW3181_RS04715,,SPUTW3181_RS04715,Sputw3181_0916,Protein Homology,1041897,1042622,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007645664.1,amino acid ABC transporter ATP-binding protein,WP_011788293.1,"GO:0005524,GO:0015424,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ABC-type amino acid transporter activity|0015424||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,Sputw3181_0916,
NC_008750.1,SPUTW3181_RS04720,,SPUTW3181_RS04720,Sputw3181_0917,Protein Homology,1042615,1043295,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007645665.1,amino acid ABC transporter permease,WP_011788294.1,"GO:0006865,GO:0042626,GO:0140359",,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",amino acid transport|0006865||IEA,,Sputw3181_0917,
NC_008750.1,SPUTW3181_RS04725,,SPUTW3181_RS04725,Sputw3181_0918,Protein Homology,1043303,1044037,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611201.1,basic amino acid ABC transporter substrate-binding protein,WP_011788295.1,,,,,,Sputw3181_0918,
NC_008750.1,SPUTW3181_RS04730,,SPUTW3181_RS04730,Sputw3181_0919,Protein Homology,1044464,1045354,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611200.1,LysR family transcriptional regulator,WP_011788296.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,Sputw3181_0919,
NC_008750.1,SPUTW3181_RS04735,,SPUTW3181_RS04735,Sputw3181_0920,Protein Homology,1045477,1045911,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788297.1,CidA/LrgA family protein,WP_011788297.1,,,,,,Sputw3181_0920,
NC_008750.1,SPUTW3181_RS04740,,SPUTW3181_RS04740,Sputw3181_0921,Protein Homology,1045914,1046633,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006082861.1,LrgB family protein,WP_011788298.1,GO:0016020,membrane|0016020||IEA,,,,Sputw3181_0921,
NC_008750.1,SPUTW3181_RS04745,,SPUTW3181_RS04745,Sputw3181_0922,Protein Homology,1046781,1047284,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788299.1,GNAT family N-acetyltransferase,WP_011788299.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,Sputw3181_0922,2.3.-.-
NC_008750.1,SPUTW3181_RS04750,,SPUTW3181_RS04750,Sputw3181_0923,Protein Homology,1047397,1048869,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080390.1,carbon starvation protein A,WP_011788300.1,,,,,,Sputw3181_0923,
NC_008750.1,SPUTW3181_RS04755,,SPUTW3181_RS04755,Sputw3181_0924,Protein Homology,1049128,1050810,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006083981.1,glucan biosynthesis protein,WP_041408330.1,,,,,,Sputw3181_0924,
NC_008750.1,SPUTW3181_RS04760,,SPUTW3181_RS04760,Sputw3181_0925,Protein Homology,1050883,1051611,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611197.1,GMP synthase,WP_011788302.1,,,,,,Sputw3181_0925,6.3.5.2
NC_008750.1,SPUTW3181_RS04765,,SPUTW3181_RS04765,Sputw3181_0926,Protein Homology,1051695,1052537,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611196.1,AraC family transcriptional regulator,WP_011788303.1,"GO:0006355,GO:0003700,GO:0043565",,"DNA-binding transcription factor activity|0003700||IEA,sequence-specific DNA binding|0043565||IEA",regulation of DNA-templated transcription|0006355||IEA,,Sputw3181_0926,
NC_008750.1,SPUTW3181_RS04770,,SPUTW3181_RS04770,Sputw3181_0927,Protein Homology,1052749,1054218,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011623789.1,inorganic phosphate transporter,WP_011788304.1,"GO:0006817,GO:0016020",membrane|0016020||IEA,,phosphate ion transport|0006817||IEA,,Sputw3181_0927,
NC_008750.1,SPUTW3181_RS04775,,SPUTW3181_RS04775,Sputw3181_0928,Protein Homology,1054428,1055324,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788305.1,DUF72 domain-containing protein,WP_011788305.1,,,,,,Sputw3181_0928,
NC_008750.1,SPUTW3181_RS04780,,SPUTW3181_RS04780,Sputw3181_0929,Protein Homology,1055718,1057145,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788306.1,GGDEF domain-containing protein,WP_011788306.1,,,,,,Sputw3181_0929,
NC_008750.1,SPUTW3181_RS04790,,SPUTW3181_RS04790,Sputw3181_0931,Protein Homology,1058980,1060590,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011787758.1,IS1634-like element ISSpu7 family transposase,WP_011787758.1,"GO:0006313,GO:0004803",,transposase activity|0004803||IEA,DNA transposition|0006313||IEA,,Sputw3181_0931,
NC_008750.1,pepN,pepN,SPUTW3181_RS04800,Sputw3181_0933,Protein Homology,1061142,1063775,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611192.1,aminopeptidase N,WP_011788309.1,"GO:0006508,GO:0004177,GO:0008237,GO:0008270",,"aminopeptidase activity|0004177||IEA,metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA",proteolysis|0006508||IEA,,Sputw3181_0933,3.4.11.2
NC_008750.1,lpoB,lpoB,SPUTW3181_RS04805,Sputw3181_0934,Protein Homology,1064032,1064625,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006080406.1,penicillin-binding protein activator LpoB,WP_014611191.1,,,,,,Sputw3181_0934,
NC_008750.1,SPUTW3181_RS04810,,SPUTW3181_RS04810,Sputw3181_0935,Protein Homology,1064695,1066098,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788311.1,COG3014 family protein,WP_011788311.1,,,,,,Sputw3181_0935,
NC_008750.1,def,def,SPUTW3181_RS04815,Sputw3181_0936,Protein Homology,1066098,1066643,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012588432.1,peptide deformylase,WP_011788312.1,"GO:0036211,GO:0042586",,peptide deformylase activity|0042586||IEA,protein modification process|0036211||IEA,,Sputw3181_0936,3.5.1.88
NC_008750.1,SPUTW3181_RS04820,,SPUTW3181_RS04820,Sputw3181_0937,Protein Homology,1066697,1066909,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007645700.1,SlyX family protein,WP_011788313.1,,,,,,Sputw3181_0937,
NC_008750.1,SPUTW3181_RS04825,,SPUTW3181_RS04825,Sputw3181_0938,Protein Homology,1066919,1067869,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788314.1,WD40 repeat domain-containing protein,WP_011788314.1,,,,,,Sputw3181_0938,
NC_008750.1,fkpA,fkpA,SPUTW3181_RS04830,Sputw3181_0939,Protein Homology,1068024,1068794,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919864.1,FKBP-type peptidyl-prolyl cis-trans isomerase,WP_011788315.1,"GO:0006457,GO:0003755",,peptidyl-prolyl cis-trans isomerase activity|0003755||IEA,protein folding|0006457||IEA,,Sputw3181_0939,5.2.1.8
NC_008750.1,exeM,exeM,SPUTW3181_RS04835,Sputw3181_0940,Protein Homology,1069273,1071903,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788316.1,extracellular exonuclease ExeM,WP_011788316.1,,,,,,Sputw3181_0940,
NC_008750.1,SPUTW3181_RS04840,,SPUTW3181_RS04840,Sputw3181_0941,Protein Homology,1072130,1072567,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011071322.1,PaaI family thioesterase,WP_011788317.1,"GO:0016790,GO:0016836,GO:0047617",,"thiolester hydrolase activity|0016790||IEA,hydro-lyase activity|0016836||IEA,fatty acyl-CoA hydrolase activity|0047617||IEA",,,Sputw3181_0941,3.1.2.-
NC_008750.1,SPUTW3181_RS04845,,SPUTW3181_RS04845,Sputw3181_0942,Protein Homology,1072683,1072910,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011788318.1,YgjV family protein,WP_011788318.1,,,,,,Sputw3181_0942,
NC_008750.1,SPUTW3181_RS04850,,SPUTW3181_RS04850,Sputw3181_0943,Protein Homology,1073144,1074139,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011919862.1,dienelactone hydrolase family protein,WP_011788319.1,GO:0016787,,hydrolase activity|0016787||IEA,,,Sputw3181_0943,3.-.-.-
NC_008750.1,SPUTW3181_RS04855,,SPUTW3181_RS04855,Sputw3181_0944,Protein Homology,1074319,1075062,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014611187.1,type II CAAX prenyl endopeptidase Rce1 family protein,WP_227498142.1,"GO:0070007,GO:0016020",membrane|0016020||IEA,glutamic-type endopeptidase activity|0070007||IEA,,,Sputw3181_0944,3.4.26.-
